Catalog number,old,MW,Plate Location,Plate number,96 plate name,96 well,384 plate ID,UCSC CSC plate ID,Well,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
AC-110,Loperamide·HCl,513.5,3-C02,3,Plate 3,C02,EnzoICCB1,SP0127,F03,ICCB Known Bioactives Library,9.73713626927466,Ion channel ligands:  Calcium channels,DMSO,2840,Loperamide - Ion channel ligands - Calcium channels
EI-145,A-3,284.8,4-C02,4,Plate 4,C02,EnzoICCB1,SP0127,F04,ICCB Known Bioactives Library,17.5585225556781,Kinase inhibitors:  kinase inhibitor,DMSO,2840,A-3 - Kinase inhibitors - kinase inhibitor
AC-103,Methoxyverapimil·HCl,521.1,3-C03,3,Plate 3,C03,EnzoICCB1,SP0127,F05,ICCB Known Bioactives Library,9.5952898641115,Ion channel ligands:  Calcium channels,DMSO,2840,Methoxy verapamil - Ion channel ligands - Calcium channels
G-200,Acetyl (N)-s-farnesyl-l-cysteine,367.5,4-C03,4,Plate 4,C03,EnzoICCB1,SP0127,F06,ICCB Known Bioactives Library,13.6037393958851,Inhibitors:  farnesylation inhibitor,DMSO,2840,Acetyl (N)-S-farnesyl-L-cysteine - Inhibitors - farnesylation inhibitor
KC-125,Minoxidil,209.2,3-C04,3,Plate 3,C04,EnzoICCB1,SP0127,F07,ICCB Known Bioactives Library,23.8950567340332,Ion channel ligands:  Potassium channels,DMSO,2840,Minoxidil    - Ion channel ligands - Potassium channels
GR-300,Actinomycin D,464.5,4-C04,4,Plate 4,C04,EnzoICCB1,SP0127,F08,ICCB Known Bioactives Library,10.7640239624396,Inhibitors:  transcription inhibitor,DMSO,2840,Actinomycin D - Inhibitors - transcription inhibitor
KC-130,Minoxidil sulfate,289.3,3-C05,3,Plate 3,C05,EnzoICCB1,SP0127,F09,ICCB Known Bioactives Library,17.2823802676695,Ion channel ligands:  Potassium channels,DMSO,2840,Minoxidil sulfate - Ion channel ligands - Potassium channels
VR-101,Arvanil,439.6,4-C05,4,Plate 4,C05,EnzoICCB1,SP0127,F10,ICCB Known Bioactives Library,11.3732001910698,Ion channel ligands:  Vaniloid receptor agonist,DMSO,2840,Arvanil - Ion channel ligands - Vaniloid receptor agonist
AC-108,Nicardipine·HCl,516.0,3-C06,3,Plate 3,C06,EnzoICCB1,SP0127,F11,ICCB Known Bioactives Library,9.69018539262693,Ion channel ligands:  Calcium channels,DMSO,2840,Nicardipine - Ion channel ligands - Calcium channels
EI-277,AG1478,352.2,4-C06,4,Plate 4,C06,EnzoICCB1,SP0127,F12,ICCB Known Bioactives Library,14.1958746788183,Kinase inhibitors:  Tyrosine kinase inhibitor. Broad spectrum,DMSO,2840,AG1478 - Kinase inhibitors - Tyrosine kinase inhibitor. Broad spectrum
CA-210,Nifedipine,346.3,3-C07,3,Plate 3,C07,EnzoICCB1,SP0127,F13,ICCB Known Bioactives Library,14.436905813049,Ion channel ligands:  Calcium channels,DMSO,2840,Nifedipine - Ion channel ligands - Calcium channels
EI-188,AG213 (Tyrphostin 47),220.2,4-C07,4,Plate 4,C07,EnzoICCB1,SP0127,F14,ICCB Known Bioactives Library,22.7016817405833,Kinase inhibitors:  EGF-R tyrosine kinase inhibitor,DMSO,2840,AG213 (Tyrphostin 47) - Kinase inhibitors - EGF-R tyrosine kinase inhibitor
AC-134,Niflumic acid,282.2,3-C08,3,Plate 3,C08,EnzoICCB1,SP0127,F15,ICCB Known Bioactives Library,17.7168004875664,Ion channel ligands:  Misc. channels,DMSO,2840,Niflumic acid  - Ion channel ligands - Misc. channels
EI-229,AG-370,259.3,4-C08,4,Plate 4,C08,EnzoICCB1,SP0127,F16,ICCB Known Bioactives Library,19.2852500621949,Kinase inhibitors:  PDGF receptor kinase inhibitor,DMSO,2840,AG-370 - Kinase inhibitors - PDGF receptor kinase inhibitor
CA-216,Niguldipine,646.2,3-C09,3,Plate 3,C09,EnzoICCB1,SP0127,F17,ICCB Known Bioactives Library,7.73787784057496,Ion channel ligands:  Calcium channels,DMSO,2840,Niguldipine - Ion channel ligands - Calcium channels
EI-272,AG-490,294.3,4-C09,4,Plate 4,C09,EnzoICCB1,SP0127,F18,ICCB Known Bioactives Library,16.9891952116293,Kinase inhibitors:  JAK2 inhibitor,DMSO,2840,AG-490 - Kinase inhibitors - JAK2 inhibitor
CA-211,Nimodipine,418.4,3-C10,3,Plate 3,C10,EnzoICCB1,SP0127,F19,ICCB Known Bioactives Library,11.949135874341,Ion channel ligands:  Calcium channels,DMSO,2840,Nimodipine - Ion channel ligands - Calcium channels
EI-258,AG-879,316.5,4-C10,4,Plate 4,C10,EnzoICCB1,SP0127,F20,ICCB Known Bioactives Library,15.7997351964381,Kinase inhibitors:  NGF receptor inhibitor,DMSO,2840,AG-879 - Kinase inhibitors - NGF receptor inhibitor
CA-212,Nitrendipine,360.4,3-C11,3,Plate 3,C11,EnzoICCB1,SP0127,F21,ICCB Known Bioactives Library,13.8749676713253,Ion channel ligands:  Calcium channels,DMSO,2840,Nitrendipine - Ion channel ligands - Calcium channels
A-150,Alamethicin,1964.3,4-C11,4,Plate 4,C11,EnzoICCB1,SP0127,F22,ICCB Known Bioactives Library,2.54542592561105,Inhibitors:  monovalent cation ionophore,DMSO,2840,Alamethicin - Inhibitors - monovalent cation ionophore
L-108,1-Octadecyl-2-methylglycero-3 PC,523.7,1-D02,1,Plate 1,D02,EnzoICCB1,SP0127,G03,ICCB Known Bioactives Library,1,Bioactive lipids:  Inhibits PI-specific PLC,DMSO,2840,1-Octadecyl-2-methylglycero-3 PC  - Bioactive lipids - Inhibits PI-specific PLC
RA-101,LY-171883,318.4,2-D02,2,Plate 2,D02,EnzoICCB1,SP0127,G04,ICCB Known Bioactives Library,1,Bioactive lipids:  Leukotriene D4 receptor antagonist,DMSO,2840,LY-171883 - Bioactive lipids - Leukotriene D4 receptor antagonist
DG-125,1-Oleoyl 2-acetyl-glycerol,398.6,1-D03,1,Plate 1,D03,EnzoICCB1,SP0127,G05,ICCB Known Bioactives Library,1,Bioactive lipids:  PKC activator,DMSO,2840,1-Oleoyl-2-acetyl-glycerol - Bioactive lipids - PKC activator
L-101,Lyso-PAF C16,481.6,2-D03,2,Plate 2,D03,EnzoICCB1,SP0127,G06,ICCB Known Bioactives Library,1,Bioactive lipids:  Inactive PAF metabolite,DMSO,2840,Lyso-PAF C16  - Bioactive lipids - Inactive PAF metabolite
DG-135,1-Stearoyl-2-lineoyl-glycerol,621.0,1-D04,1,Plate 1,D04,EnzoICCB1,SP0127,G07,ICCB Known Bioactives Library,1,Bioactive lipids:  PKC activator,DMSO,2840,1-Stearoyl-2-linoleoyl-glycerol  - Bioactive lipids - PKC activator
LP-100,Lysophosphatidic acid·Na,458.5,2-D04,2,Plate 2,D04,EnzoICCB1,SP0127,G08,ICCB Known Bioactives Library,1,Bioactive lipids:  LPA receptor antagonist,DMSO,2840,Lysophosphatidic acid  - Bioactive lipids - LPA receptor antagonist
DG-130,1-stearoyl-2-arachidonyl-glycerol,645.0,1-D05,1,Plate 1,D05,EnzoICCB1,SP0127,G09,ICCB Known Bioactives Library,1,Bioactive lipids:  PKC activator,DMSO,2840,1-Stearoyl-2-arachidonoyl-glycerol - Bioactive lipids - PKC activator
SL-221,D-erythro-MAPP,361.6,2-D05,2,Plate 2,D05,EnzoICCB1,SP0127,G10,ICCB Known Bioactives Library,1,Lipid biosynthesis:  Ceramidase inhibitor,DMSO,2840,MAPP; D-erythro  - Lipid biosynthesis - Ceramidase inhibitor
DM-300,24;25-Dihydroxyvitamin D3,416.6,1-D06,1,Plate 1,D06,EnzoICCB1,SP0127,G11,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Vitamin D receptor ligand,DMSO,2840,24;25-Dihydroxyvitamin D3  - Nuclear receptor ligands - Vitamin D receptor ligand
SL-222,L-erythro-MAPP,361.6,2-D06,2,Plate 2,D06,EnzoICCB1,SP0127,G12,ICCB Known Bioactives Library,1,Lipid biosynthesis:  Negative control for D-erythro-MAPP,DMSO,2840,MAPP; L-erythro  - Lipid biosynthesis - Negative control for D-erythro-MAPP
DM-100,25-Dihydroxyvitamin D3,400.6,1-D07,1,Plate 1,D07,EnzoICCB1,SP0127,G13,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Vitamin D receptor ligand,DMSO,2840,25-Hydroxyvitamin D3  - Nuclear receptor ligands - Vitamin D receptor ligand
FA-004,Mead acid (20:3 n-9),306.5,2-D07,2,Plate 2,D07,EnzoICCB1,SP0127,G14,ICCB Known Bioactives Library,1,Bioactive lipids:  Polyunsaturated fatty acid ,DMSO,2840,Mead acid (20:3 n-9)  - Bioactive lipids - Polyunsaturated fatty acid 
FA-028,2-Arachidonoylglycerol,378.5,1-D08,1,Plate 1,D08,EnzoICCB1,SP0127,G15,ICCB Known Bioactives Library,1,Endocannabinoids:  Cannabinoid CB1 receptor agonist,DMSO,2840,2-Arachidonoylglycerol - Endocannabinoids - Cannabinoid CB1 receptor agonist
FA-027,Mead ethanolamide,349.6,2-D08,2,Plate 2,D08,EnzoICCB1,SP0127,G16,ICCB Known Bioactives Library,1,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Mead ethanolamide - Endocannabinoids - Cannabinoid receptor agonist
G-231,2-Fluoropalmitic acid,274.4,1-D09,1,Plate 1,D09,EnzoICCB1,SP0127,G17,ICCB Known Bioactives Library,1,Bioactive lipids:  Protein palmitoylation inhibitor,DMSO,2840,2-Fluoropalmitic acid  - Bioactive lipids - Protein palmitoylation inhibitor
GR-106,Methoprene acid,268.4,2-D09,2,Plate 2,D09,EnzoICCB1,SP0127,G18,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Retinoid RXR agonist,DMSO,2840,Methoprene acid - Nuclear receptor ligands - Retinoid RXR agonist
G-230,2-Hydroxymyristic acid,244.4,1-D10,1,Plate 1,D10,EnzoICCB1,SP0127,G19,ICCB Known Bioactives Library,1,Bioactive lipids:  Protein myristoylation inhibitor,DMSO,2840,2-Hydroxymyristic acid  - Bioactive lipids - Protein myristoylation inhibitor
PG-052,Misoprostol; free acid,368.5,2-D10,2,Plate 2,D10,EnzoICCB1,SP0127,G20,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin EP receptor agonist,DMSO,2840,Misoprostol; free acid  - Bioactive lipids - Prostaglandin EP receptor agonist
GR-103,4-hydroxyphenylretinamide,391.5,1-D11,1,Plate 1,D11,EnzoICCB1,SP0127,G21,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Retinoid receptor agonist / apoptosis inducer,DMSO,2840,4-Hydroxyphenylretinamide - Nuclear receptor ligands - Retinoid receptor agonist / apoptosis inducer
SL-105,N;N-Dimethylsphingosine,327.5,2-D11,2,Plate 2,D11,EnzoICCB1,SP0127,G22,ICCB Known Bioactives Library,1,Lipid biosynthesis:  Sphingosine kinase inhibitor,DMSO,2840,N;N-Dimethylsphingosine  - Lipid biosynthesis - Sphingosine kinase inhibitor
AC-132,N-Phenylanthranilic acid,213.2,3-D02,3,Plate 3,D02,EnzoICCB1,SP0127,H03,ICCB Known Bioactives Library,23.4486490998767,Ion channel ligands:  Misc. channels,DMSO,2840,N-Phenylanthranilic acid - Ion channel ligands - Misc. channels
EI-303,AG-1296,266.3,4-D02,4,Plate 4,D02,EnzoICCB1,SP0127,H04,ICCB Known Bioactives Library,18.7761974895473,Kinase inhibitors:  c-kit; FGF and PDGF kinase inhibitor,DMSO,2840,AG-1296 - Kinase inhibitors - c-kit; FGF and PDGF kinase inhibitor
CM-100,NPPB,300.3,3-D03,3,Plate 3,D03,EnzoICCB1,SP0127,H05,ICCB Known Bioactives Library,16.6495065752231,Ion channel ligands:  Misc. channels,DMSO,2840,NPPB - Ion channel ligands - Misc. channels
PD-152,Milrinone,211.2,4-D03,4,Plate 4,D03,EnzoICCB1,SP0127,H06,ICCB Known Bioactives Library,23.6720680013294,Inhibitors:  phosphodiesterase (PDE3) inhibitor,DMSO,2840,Milrinone - Inhibitors - phosphodiesterase (PDE3) inhibitor
KC-127,NS-1619,362.2,3-D04,3,Plate 3,D04,EnzoICCB1,SP0127,H07,ICCB Known Bioactives Library,13.8035141538473,Ion channel ligands:  Potassium channels,DMSO,2840,NS-1619 - Ion channel ligands - Potassium channels
GR-333,PRIMA-1,185.2,4-D04,4,Plate 4,D04,EnzoICCB1,SP0127,H08,ICCB Known Bioactives Library,26.994881230621,Inhibitors:  p53 reactivator,DMSO,2840,PRIMA-1 - Inhibitors - p53 reactivator
KC-155,Paxilline,435.6,3-D05,3,Plate 3,D05,EnzoICCB1,SP0127,H09,ICCB Known Bioactives Library,11.4796012078377,Ion channel ligands:  Potassium channels,DMSO,2840,Paxilline - Ion channel ligands - Potassium channels
EI-313,Ikarugamycin,480.6,4-D05,4,Plate 4,D05,EnzoICCB1,SP0127,H10,ICCB Known Bioactives Library,10.4028200796898,Inhibitors:  inhibits clathrin coated pit mediated endocytosis,DMSO,2840,Ikarugamyin  - Inhibitors - inhibits clathrin coated pit mediated endocytosis
KC-131,PCO-400,299.3,3-D06,3,Plate 3,D06,EnzoICCB1,SP0127,H11,ICCB Known Bioactives Library,16.7044632989578,Ion channel ligands:  Potassium channels,DMSO,2840,PCO-400 - Ion channel ligands - Potassium channels
AP-101,4-Amino-1;8-naphthalimide,212.2,4-D06,4,Plate 4,D06,EnzoICCB1,SP0127,H12,ICCB Known Bioactives Library,23.5622214650895,Inhibitors:  PARP inhibitor,DMSO,2840,Amino-1;8-naphthalimide [4-Amino-1;8-naphthalimide] - Inhibitors - PARP inhibitor
KC-157,Penitrem A,634.2,3-D07,3,Plate 3,D07,EnzoICCB1,SP0127,H13,ICCB Known Bioactives Library,7.88393584999078,Ion channel ligands:  Potassium channels,DMSO,2840,Penitrem A - Ion channel ligands - Potassium channels
G-400,3-aminobenzamide (3-ABA),136.2,4-D07,4,Plate 4,D07,EnzoICCB1,SP0127,H14,ICCB Known Bioactives Library,36.7238775714059,Inhibitors:  ADP ribose polymerase; apoptosis inhibitor,DMSO,2840,Aminobenzamide (3-ABA) [3-Aminobenzamide (3-ABA)] - Inhibitors - ADP ribose polymerase; apoptosis inhibitor
AC-131,Phenamil,305.7,3-D08,3,Plate 3,D08,EnzoICCB1,SP0127,H15,ICCB Known Bioactives Library,16.3546740022831,Ion channel ligands:  Sodium channels,DMSO,2840,Phenamil - Ion channel ligands - Sodium channels
EI-308,17-Allylamino-geldanamycin,585.7,4-D08,4,Plate 4,D08,EnzoICCB1,SP0127,H16,ICCB Known Bioactives Library,8.53696265795942,Inhibitors:  HSP-90 inhibitor,DMSO,2840,17-Allylamino-geldanamycin - Inhibitors - HSP-90 inhibitor
AC-121,Phentolamine,281.4,3-D09,3,Plate 3,D09,EnzoICCB1,SP0127,H17,ICCB Known Bioactives Library,17.7713137585866,Ion channel ligands:  Potassium channels,DMSO,2840,Phentolamine - Ion channel ligands - Potassium channels
ST-102,Anisomycin,265.3,4-D09,4,Plate 4,D09,EnzoICCB1,SP0127,H18,ICCB Known Bioactives Library,18.846233580219,Inhibitors:  MAP kinase activator,DMSO,2840,Anisomycin - Inhibitors - MAP kinase activator
AC-125,Phenytoin,252.3,3-D10,3,Plate 3,D10,EnzoICCB1,SP0127,H19,ICCB Known Bioactives Library,19.8201912252049,Ion channel ligands:  Sodum channels,DMSO,2840,Phenytoin - Ion channel ligands - Sodum channels
CC-101,Aphidicolin,338.5,4-D10,4,Plate 4,D10,EnzoICCB1,SP0127,H20,ICCB Known Bioactives Library,14.7718517047899,Inhibitors:  DNA polymerase inhibitor,DMSO,2840,Aphidicolin - Inhibitors - DNA polymerase inhibitor
AC-109,Pimozide,461.5,3-D11,3,Plate 3,D11,EnzoICCB1,SP0127,H21,ICCB Known Bioactives Library,10.8331516974899,Ion channel ligands:  Calcium channels,DMSO,2840,Pimozide - Ion channel ligands - Calcium channels
EI-175,Aristolochic acid,341.3,4-D11,4,Plate 4,D11,EnzoICCB1,SP0127,H22,ICCB Known Bioactives Library,14.6510829934038,Lipid biosynthesis:  phospholipase A2 inhibitor,DMSO,2840,Aristolochic acid - Lipid biosynthesis - phospholipase A2 inhibitor
G-232,4-Oxatetradecanoic acid,230.3,1-E02,1,Plate 1,E02,EnzoICCB1,SP0127,I03,ICCB Known Bioactives Library,1,Bioactive lipids:  Myristic acid analog,DMSO,2840,4-Oxatetradecanoic acid - Bioactive lipids - Myristic acid analog
LEA-004,N-Acetyl-leukotriene E4,481.6,2-E02,2,Plate 2,E02,EnzoICCB1,SP0127,I04,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,N-Acetyl-leukotriene E4 - Bioactive lipids - Bioactive arachidonic acid metabolite
H-005,5(S)-HETE,320.5,1-E03,1,Plate 1,E03,EnzoICCB1,SP0127,I05,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,5(S)-HETE  - Bioactive lipids - Bioactive arachidonic acid metabolite
FA-029,N-arachidonoylglycine,361.5,2-E03,2,Plate 2,E03,EnzoICCB1,SP0127,I06,ICCB Known Bioactives Library,1,Endocannabinoids:  FAAH inhibitor,DMSO,2840,N-Arachidonoylglycine - Endocannabinoids - FAAH inhibitor
HP-005,5(S)-HPETE,336.5,1-E04,1,Plate 1,E04,EnzoICCB1,SP0127,I07,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Fatty acid hydroperoxide,DMSO,2840,5(S)-HPETE  - Bioactive lipids - Fatty acid hydroperoxide
FA-030,N-linoleoylglycine,337.5,2-E04,2,Plate 2,E04,EnzoICCB1,SP0127,I08,ICCB Known Bioactives Library,1,Endocannabinoids:  FAAH inhibitor,DMSO,2840,N-Linoleoylglycine - Endocannabinoids - FAAH inhibitor
EE-56,5;6-Epoxyeicosatrienoic acid,320.5,1-E05,1,Plate 1,E05,EnzoICCB1,SP0127,I09,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,5;6-Epoxyeicosatrienoic acid  - Bioactive lipids - Bioactive arachidonic acid metabolite
L-100,PAF C16,523.7,2-E05,2,Plate 2,E05,EnzoICCB1,SP0127,I10,ICCB Known Bioactives Library,1,Bioactive lipids:  PAF receptor agonist,DMSO,2840,PAF C16  - Bioactive lipids - PAF receptor agonist
ET-004,5;8;11;14-Eicosatetraynoic acid,296.4,1-E06,1,Plate 1,E06,EnzoICCB1,SP0127,I11,ICCB Known Bioactives Library,1,Bioactive lipids:  Cyclooxygenase & lipoxygenase inhibitor,DMSO,2840,5;8;11;14-Eicosatetraynoic acid  - Bioactive lipids - Cyclooxygenase & lipoxygenase inhibitor
L-105,PAF C18,551.7,2-E06,2,Plate 2,E06,EnzoICCB1,SP0127,I12,ICCB Known Bioactives Library,1,Bioactive lipids:  PAF receptor agonist,DMSO,2840,PAF C18  - Bioactive lipids - PAF receptor agonist
ET-003,5;8;11-Eicosatriynoic acid,300.4,1-E07,1,Plate 1,E07,EnzoICCB1,SP0127,I13,ICCB Known Bioactives Library,1,Bioactive lipids:  Lipoxygenase inhibitor,DMSO,2840,5;8;11-Eicosatriynoic acid  - Bioactive lipids - Lipoxygenase inhibitor
L-107,PAF C18:1,549.7,2-E07,2,Plate 2,E07,EnzoICCB1,SP0127,I14,ICCB Known Bioactives Library,1,Bioactive lipids:  PAF receptor agonist,DMSO,2840,PAF C18:1  - Bioactive lipids - PAF receptor agonist
K-005,5-Ketoeicosatetraenoic acid,318.5,1-E08,1,Plate 1,E08,EnzoICCB1,SP0127,I15,ICCB Known Bioactives Library,0.1,Bioactive lipids:  5-KETE receptor (R527) agonist,DMSO,2840,5-Ketoeicosatetraenoic acid  - Bioactive lipids - 5-KETE receptor (R527) agonist
FA-018,Palmitylethanolamide,299.5,2-E08,2,Plate 2,E08,EnzoICCB1,SP0127,I16,ICCB Known Bioactives Library,1,Endocannabinoids:  Cannabinoid CB2 receptor agonist,DMSO,2840,Palmitylethanolamide - Endocannabinoids - Cannabinoid CB2 receptor agonist
GR-206,6-Formylindolo [3;2-B] carbazole,284.3,1-E09,1,Plate 1,E09,EnzoICCB1,SP0127,I17,ICCB Known Bioactives Library,1,Bioactive lipids:  AHR agonist,DMSO,2840,6-Formylindolo [3;2-B] carbazole - Bioactive lipids - AHR agonist
LP-103,Dipalmitoylphosphatidic acid,648.9,2-E09,2,Plate 2,E09,EnzoICCB1,SP0127,I18,ICCB Known Bioactives Library,1,Bioactive lipids:  Activates MAP kinase cascade,DMSO,2840,Phosphatidic acid; dipalmitoyl - Bioactive lipids - Activates MAP kinase cascade
PG-017,6-Keto-prostaglandin F1a,370.5,1-E10,1,Plate 1,E10,EnzoICCB1,SP0127,I19,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,6-Keto-prostaglandin F1?  - Bioactive lipids - Bioactive prostaglandin
PG-001,Prostaglandin A1,336.5,2-E10,2,Plate 2,E10,EnzoICCB1,SP0127,I20,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin A1  - Bioactive lipids - Bioactive prostaglandin
EI-112,7;7-Dimethyleicosadienoic acid,336.6,1-E11,1,Plate 1,E11,EnzoICCB1,SP0127,I21,ICCB Known Bioactives Library,1,Bioactive lipids:  PLA2 inhibitor,DMSO,2840,7;7-Dimethyleicosadienoic acid - Bioactive lipids - PLA2 inhibitor
PG-002,Prostaglandin A2,334.4,2-E11,2,Plate 2,E11,EnzoICCB1,SP0127,I22,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin A2  - Bioactive lipids - Bioactive prostaglandin
AC-118,Pinacidil,245.3,3-E02,3,Plate 3,E02,EnzoICCB1,SP0127,J03,ICCB Known Bioactives Library,20.3812516941915,Ion channel ligands:  Potassium channels,DMSO,2840,Pinacidil - Ion channel ligands - Potassium channels
PD-150,8-methoxymethyl-IBMX,266.3,4-E02,4,Plate 4,E02,EnzoICCB1,SP0127,J04,ICCB Known Bioactives Library,18.7760776248112,Inhibitors:  phosphodiesterase (PDE1) inhibitor,DMSO,2840,8-Methoxymethyl-IBMX - Inhibitors - phosphodiesterase (PDE1) inhibitor
AC-127,Procainamide,235.3,3-E03,3,Plate 3,E03,EnzoICCB1,SP0127,J05,ICCB Known Bioactives Library,21.2471842169117,Ion channel ligands:  Sodium channels,DMSO,2840,Procainamide - Ion channel ligands - Sodium channels
PD-149,MBCQ,313.7,4-E03,4,Plate 4,E03,EnzoICCB1,SP0127,J06,ICCB Known Bioactives Library,15.9368645175274,Inhibitors:  phosphodiesterase (PDE5) inhibitor,DMSO,2840,MBCQ - Inhibitors - phosphodiesterase (PDE5) inhibitor
AC-124,Propafenone,341.4,3-E04,3,Plate 3,E04,EnzoICCB1,SP0127,J07,ICCB Known Bioactives Library,14.6436897412167,Ion channel ligands:  Potassium channels,DMSO,2840,Propafenone - Ion channel ligands - Potassium channels
G-235,B581,470.7,4-E04,4,Plate 4,E04,EnzoICCB1,SP0127,J08,ICCB Known Bioactives Library,10.6226577039763,Inhibitors:  farnesyltransferase inhibitor,DMSO,2840,B581 - Inhibitors - farnesyltransferase inhibitor
AC-129,Quinidine·HCl·H2O,378.9,3-E05,3,Plate 3,E05,EnzoICCB1,SP0127,J09,ICCB Known Bioactives Library,13.196337752347,Ion channel ligands:  Sodium channels,DMSO,2840,Quinidine - Ion channel ligands - Sodium channels
GR-244,BADGE,340.4,4-E05,4,Plate 4,E05,EnzoICCB1,SP0127,J10,ICCB Known Bioactives Library,14.6880450182705,Nuclear receptor ligands:  PPAR gamma antagonist,DMSO,2840,BADGE - Nuclear receptor ligands - PPAR gamma antagonist
AC-122,Quinine·HCl·2H2O,396.9,3-E06,3,Plate 3,E06,EnzoICCB1,SP0127,J11,ICCB Known Bioactives Library,12.5973777298518,Ion channel ligands:  Potassium channels,DMSO,2840,Quinine - Ion channel ligands - Potassium channels
CM-110,Bafilomycin A1,622.8,4-E06,4,Plate 4,E06,EnzoICCB1,SP0127,J12,ICCB Known Bioactives Library,0.80278779300149,Inhibitors:  vaculolar ATPase inhibitor,DMSO,2840,Bafilomycin A1 - Inhibitors - vaculolar ATPase inhibitor
NA-134,QX-314,343.3,3-E07,3,Plate 3,E07,EnzoICCB1,SP0127,J13,ICCB Known Bioactives Library,14.5644359776523,Ion channel ligands:  Sodium channels,DMSO,2840,QX-314 - Ion channel ligands - Sodium channels
CA-411,BAPTA-AM,764.7,4-E07,4,Plate 4,E07,EnzoICCB1,SP0127,J14,ICCB Known Bioactives Library,6.53864864440736,Inhibitors:  cell permeable Ca++ chelator,DMSO,2840,BAPTA-AM - Inhibitors - cell permeable Ca++ chelator
CA-450,Ryanodine,493.5,3-E08,3,Plate 3,E08,EnzoICCB1,SP0127,J15,ICCB Known Bioactives Library,10.13075358421,Ion channel ligands:  Intracellular calcium,DMSO,2840,Ryanodine - Ion channel ligands - Intracellular calcium
EI-315,Blebbistatin,292.3,4-E08,4,Plate 4,E08,EnzoICCB1,SP0127,J16,ICCB Known Bioactives Library,17.1038525401616,Inhibitors:  Myosin II inhibitor,DMSO,2840,Blebbistatin - Inhibitors - Myosin II inhibitor
NA-116,SDZ-201106,466.6,3-E09,3,Plate 3,E09,EnzoICCB1,SP0127,J17,ICCB Known Bioactives Library,10.7164113910309,Ion channel ligands:  Sodium channels,DMSO,2840,SDZ-201106 - Ion channel ligands - Sodium channels
CM-113,Bongkrekic acid,486.6,4-E09,4,Plate 4,E09,EnzoICCB1,SP0127,J18,ICCB Known Bioactives Library,1.0275441427826,Inhibitors:  ANT inhibitor,DMSO,2840,Bongkrekic acid - Inhibitors - ANT inhibitor
CA-230,SKF-96365,366.5,3-E10,3,Plate 3,E10,EnzoICCB1,SP0127,J19,ICCB Known Bioactives Library,13.6442996572006,Ion channel ligands:  Calcium channels,DMSO,2840,SKF-96365 - Ion channel ligands - Calcium channels
AC-582 ,IB-MECA,510.3,4-E10,4,Plate 4,E10,EnzoICCB1,SP0127,J20,ICCB Known Bioactives Library,9.79843252515208,CNS receptor ligands:  Adenosine receptor agonist,DMSO,2840,IB-MECA - CNS receptor ligands - Adenosine receptor agonist
CA-260,Tetrandine,622.7,3-E11,3,Plate 3,E11,EnzoICCB1,SP0127,J21,ICCB Known Bioactives Library,8.02890534386276,Ion channel ligands:  Calcium channels,DMSO,2840,Tetrandrine - Ion channel ligands - Calcium channels
G-405,Brefeldin A,280.4,4-E11,4,Plate 4,E11,EnzoICCB1,SP0127,J22,ICCB Known Bioactives Library,17.8342513216964,Inhibitors:  ARF GEF inhibitor,DMSO,2840,Brefeldin A - Inhibitors - ARF GEF inhibitor
EE-89,8;9-Epoxyeicosatrienoic acid,320.5,1-F02,1,Plate 1,F02,EnzoICCB1,SP0127,K03,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,8;9-Epoxyeicosatrienoic acid  - Bioactive lipids - Bioactive arachidonic acid metabolite
PG-003,Prostaglandin B1,336.5,2-F02,2,Plate 2,F02,EnzoICCB1,SP0127,K04,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin B1 - Bioactive lipids - Bioactive prostaglandin
PG-049,8-epi-Prostaglandin F2a,354.5,1-F03,1,Plate 1,F03,EnzoICCB1,SP0127,K05,ICCB Known Bioactives Library,1,Bioactive lipids:  Thromboxane TP receptor agonist,DMSO,2840,8-EPI-prostaglandin F2?  - Bioactive lipids - Thromboxane TP receptor agonist
