Catalog number,old,MW,Plate Location,Plate number,96 plate name,96 well,384 Plate ID,UCSC CSC Plate ID,Well,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
G-242,L-744;832,559.8,5-F04,5,Plate 1,F04,EnzoICCB2,SP0128,K07,ICCB Known Bioactives Library,8.93204854747026,Inhibitors:  Ras farnesyltransferase inhibitor,DMSO,2840,L-744;832 - Inhibitors - Ras farnesyltransferase inhibitor
AP-300,TPEN,424.5,6-F04,6,Plate 2,F04,EnzoICCB2,SP0128,K08,ICCB Known Bioactives Library,11.777433824366,Inhibitors:  cell permable heavy metal chelator,DMSO,2840,TPEN  - Inhibitors - cell permable heavy metal chelator
CN-255,Furoxan,187.2,5-F05,5,Plate 1,F05,EnzoICCB2,SP0128,K09,ICCB Known Bioactives Library,26.7158380571388,Activators:  NO donor,DMSO,2840,Furoxan - Activators - NO donor
GR-309,trichostatin-A,302.4,6-F05,6,Plate 2,F05,EnzoICCB2,SP0128,K10,ICCB Known Bioactives Library,16.5361304528717,Inhibitors:  histone deacetylase inhibitor,DMSO,2840,Trichostatin-A - Inhibitors - histone deacetylase inhibitor
T-110,Latrunculin B,395.5,5-F06,5,Plate 1,F06,EnzoICCB2,SP0128,K11,ICCB Known Bioactives Library,12.6418094980443,Inhibitors:  Actin inhibitor,DMSO,2840,Latrunculin B - Inhibitors - Actin inhibitor
CA-310,trifluoperazine,480.4,6-F06,6,Plate 2,F06,EnzoICCB2,SP0128,K12,ICCB Known Bioactives Library,10.4076250424111,Inhibitors:  calmodulin inhibitor-possibly only at high concentrations!,DMSO,2840,Trifluoperazine - Inhibitors - calmodulin inhibitor-possibly only at high concentrations!
EI-185,Lavendustin A,381.4,5-F07,5,Plate 1,F07,EnzoICCB2,SP0128,K13,ICCB Known Bioactives Library,13.1103283953718,Kinase inhibitors:  Tyrosine kinase inhibitor EGF-R),DMSO,2840,Lavendustin A - Kinase inhibitors - Tyrosine kinase inhibitor EGF-R)
CC-104,tunicamycin,718.7,6-F07,6,Plate 2,F07,EnzoICCB2,SP0128,K14,ICCB Known Bioactives Library,6.95697279294908,Inhibitors:  glycosylation inhibitor,DMSO,2840,Tunicamycin - Inhibitors - glycosylation inhibitor
CC-202,N9-Isopropylolomoucine,326.4,5-F08,5,Plate 1,F08,EnzoICCB2,SP0128,K15,ICCB Known Bioactives Library,15.3188057949204,Kinase inhibitors:  CDC-2 kinase inhibitor,DMSO,2840,N9-Isopropylolomoucine - Kinase inhibitors - CDC-2 kinase inhibitor
PI-143,Nafamostat mesylate ,443.5,6-F08,6,Plate 2,F08,EnzoICCB2,SP0128,K16,ICCB Known Bioactives Library,11.2745672821077,Inhibitors:  Serine protease inhibitor,DMSO,2840,Nafamostst mesylate - Inhibitors - Serine protease inhibitor
PI-118,Leupeptin,426.6,5-F09,5,Plate 1,F09,EnzoICCB2,SP0128,K17,ICCB Known Bioactives Library,11.7218590399563,Protease inhibitors:  protease inhibitor,DMSO,2840,Leupeptin - Protease inhibitors - protease inhibitor
EI-263,tyrphostin AG-126,215.2,6-F09,6,Plate 2,F09,EnzoICCB2,SP0128,K18,ICCB Known Bioactives Library,23.2379801547649,Kinase inhibitors:  tyrosine kinase inhibitor,DMSO,2840,Tyrphostin AG-126 - Kinase inhibitors - tyrosine kinase inhibitor
EI-278,BAY 11-7082,207.2,5-F10,5,Plate 1,F10,EnzoICCB2,SP0128,K19,ICCB Known Bioactives Library,24.1255687602835,Inhibitors:  Inhibits IKK kinase activation,DMSO,2840,Bay 11-7082 - Inhibitors - Inhibits IKK kinase activation
EI-190,tyrphostin 1,184.2,6-F10,6,Plate 2,F10,EnzoICCB2,SP0128,K20,ICCB Known Bioactives Library,27.145292463381,Inhibitors:  Calcineurin inhibitor,DMSO,2840,Tyrphostin 1 - Inhibitors - Calcineurin inhibitor
PR-113,Tyrphostin-8,170.2,5-F11,5,Plate 1,F11,EnzoICCB2,SP0128,K21,ICCB Known Bioactives Library,29.3828312591013,Inhibitors:  Calcineurin inhibitor,DMSO,2840,Tyrphostin-8 - Inhibitors - Calcineurin inhibitor
EI-215,tyrphostin 9,282.4,6-F11,6,Plate 2,F11,EnzoICCB2,SP0128,K22,ICCB Known Bioactives Library,17.7066301768432,Kinase inhibitors:  PDGF-R tyrosine kinase inhibitor,DMSO,2840,Tyrphostin 9 - Kinase inhibitors - PDGF-R tyrosine kinase inhibitor
CN-242,L-NAME,233.2,5-G02,5,Plate 1,G02,EnzoICCB2,SP0128,M03,ICCB Known Bioactives Library,21.4385158372748,Inhibitors:  NO synthesis inhibitor,DMSO,2840,L-NAME  - Inhibitors - NO synthesis inhibitor
ST-391,U73122,464.6,6-G02,6,Plate 2,G02,EnzoICCB2,SP0128,M04,ICCB Known Bioactives Library,10.7610308637126,Lipid biosynthesis:  PLC inhibitor,DMSO,2840,U73122 - Lipid biosynthesis - PLC inhibitor
ST-420,LY-294002,307.3,5-G03,5,Plate 1,G03,EnzoICCB2,SP0128,M05,ICCB Known Bioactives Library,16.2684581926654,Lipid biosynthesis:  PI-3-Kinase inhibitor,DMSO,2840,LY-294002 - Lipid biosynthesis - PI-3-Kinase inhibitor
EI-282,U-0126,380.5,6-G03,6,Plate 2,G03,EnzoICCB2,SP0128,M06,ICCB Known Bioactives Library,13.1409498278536,Kinase inhibitors:  MEK inhibitor,DMSO,2840,U-0126 - Kinase inhibitors - MEK inhibitor
CN-200,LY-83583,250.3,5-G04,5,Plate 1,G04,EnzoICCB2,SP0128,M07,ICCB Known Bioactives Library,19.9798523169236,Inhibitors:  Inhibits NO-activation of guanylate cyclase ,DMSO,2840,LY-83583 - Inhibitors - Inhibits NO-activation of guanylate cyclase 
KC-140,valinomycin,1111.3,6-G04,6,Plate 2,G04,EnzoICCB2,SP0128,M08,ICCB Known Bioactives Library,4.49914687177017,Ion channel ligands:  K+ ionophore,DMSO,2840,Valinomycin - Ion channel ligands - K+ ionophore
EI-293,5-Iodotubercidin,392.1,5-G05,5,Plate 1,G05,EnzoICCB2,SP0128,M09,ICCB Known Bioactives Library,12.7502296316357,Kinase inhibitors:  ERK-2 inhibitor,DMSO,2840,5-Iodotubercidin - Kinase inhibitors - ERK-2 inhibitor
T-116,vinblastine,909.1,6-G05,6,Plate 2,G05,EnzoICCB2,SP0128,M10,ICCB Known Bioactives Library,5.50022935956429,Inhibitors:  tubulin inhibitor,DMSO,2840,Vinblastine - Inhibitors - tubulin inhibitor
EI-177,Manoalide,416.6,5-G06,5,Plate 1,G06,EnzoICCB2,SP0128,M11,ICCB Known Bioactives Library,12.0033522962293,Lipid biosynthesis:  Phospholipase A2 inhibitor,DMSO,2840,Manoalide - Lipid biosynthesis - Phospholipase A2 inhibitor
CA-320,W7,377.3,6-G06,6,Plate 2,G06,EnzoICCB2,SP0128,M12,ICCB Known Bioactives Library,13.2510355684297,Inhibitors:  calmodulin antagonist,DMSO,2840,W7  - Inhibitors - calmodulin antagonist
G-236,Manumycin A,550.6,5-G07,5,Plate 1,G07,EnzoICCB2,SP0128,M13,ICCB Known Bioactives Library,9.08029999858347,Inhibitors:  ras farnesylation inhibitor,DMSO,2840,Manumycin A - Inhibitors - ras farnesylation inhibitor
ST-415,wortmannin,428.4,6-G07,6,Plate 2,G07,EnzoICCB2,SP0128,M14,ICCB Known Bioactives Library,11.6704661814398,Lipid biosynthesis:  PI-3Kinase; other kinases inhibitor,DMSO,2840,Wortmannin - Lipid biosynthesis - PI-3Kinase; other kinases inhibitor
G-410,Mastoparan,1688.6,5-G08,5,Plate 1,G08,EnzoICCB2,SP0128,M15,ICCB Known Bioactives Library,2.9611047052546,Activators:  activates heterotrimeriuc GTPases,DMSO,2840,Mastoparan - Activators - activates heterotrimeriuc GTPases
EI-299,Y-27632,247.3,6-G08,6,Plate 2,G08,EnzoICCB2,SP0128,M16,ICCB Known Bioactives Library,20.2154154672187,Kinase inhibitors:  ROCK inhibitor,DMSO,2840,Y-27632 - Kinase inhibitors - ROCK inhibitor
FR-103,MCI-186,174.2,5-G09,5,Plate 1,G09,EnzoICCB2,SP0128,M17,ICCB Known Bioactives Library,28.7027724581973,Inhibitors:  antioxidant; cytoprotectant,DMSO,2840,MCI-186 - Inhibitors - antioxidant; cytoprotectant
AC-161,yohimbine,390.9,6-G09,6,Plate 2,G09,EnzoICCB2,SP0128,M18,ICCB Known Bioactives Library,12.7908642531159,CNS receptor ligands:  Adrenoreceptor antagonist (alpha),DMSO,2840,Yohimbine - CNS receptor ligands - Adrenoreceptor antagonist (alpha)
PI-129 ,Gliotoxin,326.4,5-G10,5,Plate 1,G10,EnzoICCB2,SP0128,M19,ICCB Known Bioactives Library,15.319049851252,Protease inhibitors:  Inhibitor of 20S-proteasome chymotrypsin activity,DMSO,2840,Gliotoxin - Protease inhibitors - Inhibitor of 20S-proteasome chymotrypsin activity
ZW-9170,Z-Leu3-VS,551.7,6-G10,6,Plate 2,G10,EnzoICCB2,SP0128,M20,ICCB Known Bioactives Library,9.0622723104082,Protease inhibitors:  Proteasome inhibitor,DMSO,2840,Z-Leu3-VS - Protease inhibitors - Proteasome inhibitor
EI-295,LFM-A13,360.0,5-G11,5,Plate 1,G11,EnzoICCB2,SP0128,M21,ICCB Known Bioactives Library,13.8888503087491,Kinase inhibitors:  BTK inhibitor,DMSO,2840,LFM-A13 - Kinase inhibitors - BTK inhibitor
EI-298,ZM336372,389.4,6-G11,6,Plate 2,G11,EnzoICCB2,SP0128,M22,ICCB Known Bioactives Library,12.8387174634803,Kinase inhibitors:  Raf inhibitor,DMSO,2840,ZM336372 - Kinase inhibitors - Raf inhibitor
CC-103,Methotrexate,424.5,5-H02,5,Plate 1,H02,EnzoICCB2,SP0128,O03,ICCB Known Bioactives Library,11.779772904826,CNS receptor ligands:  DHFR inhibitor,DMSO,2840,Methotrexate - CNS receptor ligands - DHFR inhibitor
P-416,zVAD-FMK,467.5,6-H02,6,Plate 2,H02,EnzoICCB2,SP0128,O04,ICCB Known Bioactives Library,10.6954639895492,Protease inhibitors:  Caspase inhibitor (broad spectrum),DMSO,2840,Z-VAD-FMK - Protease inhibitors - Caspase inhibitor (broad spectrum)
C-114,(±)-Epibatidine,208.7,5-H03,5,Plate 1,H03,EnzoICCB2,SP0128,O05,ICCB Known Bioactives Library,23.9593266470839,CNS receptor ligands:  nicotinic cholinergic agonist,DMSO,2840,Epibatidine (±) - CNS receptor ligands - nicotinic cholinergic agonist
EI-261,NS-398,314.4,6-H03,6,Plate 2,H03,EnzoICCB2,SP0128,O06,ICCB Known Bioactives Library,15.9054832562978,Lipid biosynthesis:  Cox-2 inhibitor,DMSO,2840,NS-398 - Lipid biosynthesis - Cox-2 inhibitor
G-226,Mevinolin (Lovastatin),404.5,5-H04,5,Plate 1,H04,EnzoICCB2,SP0128,O07,ICCB Known Bioactives Library,12.3597294306911,Lipid biosynthesis:  Inhibitor HMG-CoA reductase,DMSO,2840,Mevinolin (Lovastatin) - Lipid biosynthesis - Inhibitor HMG-CoA reductase
EI-216,AA-861,326.4,6-H04,6,Plate 2,H04,EnzoICCB2,SP0128,O08,ICCB Known Bioactives Library,15.3172524647757,Lipid biosynthesis:  5-lipoxygenase inhibitor,DMSO,2840,AA-861 - Lipid biosynthesis - 5-lipoxygenase inhibitor
GR-311,Mitomycin C,334.3,5-H05,5,Plate 1,H05,EnzoICCB2,SP0128,O09,ICCB Known Bioactives Library,14.9554089526667,Inhibitors:  cross links DNA,DMSO,2840,Mitomycin C - Inhibitors - cross links DNA
A-249,Mycophenolic acid,290.4,6-H05,6,Plate 2,H05,EnzoICCB2,SP0128,O10,ICCB Known Bioactives Library,17.2203467351256,Inhibitors:  Inosine-5'-monophosphate dehydrogenase inhibitor,DMSO,2840,Mycophenolic acid  - Inhibitors - Inosine-5'-monophosphate dehydrogenase inhibitor
EI-197,ML7,416.3,5-H06,5,Plate 1,H06,EnzoICCB2,SP0128,O11,ICCB Known Bioactives Library,12.0112329050128,Kinase inhibitors:  kinase inhibitor,DMSO,2840,ML7 - Kinase inhibitors - kinase inhibitor
CT-115,Shikonin,288.3,6-H06,6,Plate 2,H06,EnzoICCB2,SP0128,O12,ICCB Known Bioactives Library,17.3433341935627,Inhibitors:  Apoptosis inducer; p53 dependent,DMSO,2840,Shikonin - Inhibitors - Apoptosis inducer; p53 dependent
EI-153,ML9,324.8,5-H07,5,Plate 1,H07,EnzoICCB2,SP0128,O13,ICCB Known Bioactives Library,15.3928564831633,Kinase inhibitors:  kinase inhibitor,DMSO,2840,ML9 - Kinase inhibitors - kinase inhibitor
AC-1557,2-APB,225.1,6-H07,6,Plate 2,H07,EnzoICCB2,SP0128,O14,ICCB Known Bioactives Library,22.2129421486135,Inhibitors:  IP3 receptor blocker,DMSO,2840,2 - APB
GR-322,Monastrol,292.4,5-H08,5,Plate 1,H08,EnzoICCB2,SP0128,O15,ICCB Known Bioactives Library,17.1026122529955,Inhibitors:  Eg5 inhibitor,DMSO,2840,Monastrol - Inhibitors - Eg5 inhibitor
EI-211,CDC,321.3,6-H08,6,Plate 2,H08,EnzoICCB2,SP0128,O16,ICCB Known Bioactives Library,15.5604871926298,Lipid biosynthesis:  12-Lipoxygenase inhibitor,DMSO,2840,CDC - Lipid biosynthesis - 12-Lipoxygenase inhibitor
EI-307,GW-5074,520.9,5-H09,5,Plate 1,H09,EnzoICCB2,SP0128,O17,ICCB Known Bioactives Library,9.59799747380707,Kinase inhibitors:  cRAF1 kinase inhibitor,DMSO,2840,GW-5074 - Kinase inhibitors - cRAF1 kinase inhibitor
G-237,Cerulenin,223.3,6-H09,6,Plate 2,H09,EnzoICCB2,SP0128,O18,ICCB Known Bioactives Library,22.3945808697428,Lipid biosynthesis:  Fatty acid biosynthesis inhibitor,DMSO,2840,Cerulenin - Lipid biosynthesis - Fatty acid biosynthesis inhibitor
A-248,Monensin,692.9,5-H10,5,Plate 1,H10,EnzoICCB2,SP0128,O19,ICCB Known Bioactives Library,7.21654112050079,Ion channel ligands:  Na+ ionophore,DMSO,2840,Monensin - Ion channel ligands - Na+ ionophore
CA-305,Phenoxybenzamine,303.8,6-H10,6,Plate 2,H10,EnzoICCB2,SP0128,O20,ICCB Known Bioactives Library,16.4567877666822,Inhibitors:  Calmodulin antagonist,DMSO,2840,Phenoxybenzamine - Inhibitors - Calmodulin antagonist
A-235,FK-506,804.0,5-H11,5,Plate 1,H11,EnzoICCB2,SP0128,O21,ICCB Known Bioactives Library,6.21876469960506,Inhibitors:  FKBP ligand,DMSO,2840,FK-506 - Inhibitors - FKBP ligand
T-126,Wiskostatin,426.1,6-H11,6,Plate 2,H11,EnzoICCB2,SP0128,O22,ICCB Known Bioactives Library,11.7330680095554,Inhibitors:  N-WASP inhibitor,DMSO,2840,Wiskostatin - Inhibitors - N-WASP inhibitor
,,,,,,,,SP0128,B03,,1,,,,Triptolide
