Catalog number,old,MW,Plate Location,Plate number,96 Plate Map,96 well,384 Plate ID,Plate Map,Well,Human Readable Name,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
CA-201,Ionomycin,679,5-E07,5,Plate 1,E07,EnzoICCB2,SP0130,I13,Ionomycin - Calcium ionophore,ICCB Known Bioactives Library,1.47,Ion channel ligands:  Ca++ ionophore,DMSO,2840,Ionomycin - Calcium ionophore
CM-111,Oligomycin A,791.1,6-A05,6,Plate 2,A05,EnzoICCB2,SP0130,A10,Oligomycin A - Fo ATP synthase inhibitor,ICCB Known Bioactives Library,1.26,Inhibitors:  Fo ATP synthase inhibitor ,DMSO,2840,Oligomycin A - Fo ATP synthase inhibitor
GR-312,Puromycin·2HCl,530.4,6-C02,6,Plate 2,C02,EnzoICCB2,SP0130,E04,Puromycin - inhibits protein synthesis,ICCB Known Bioactives Library,1.89,Inhibitors:  protein synthesis inhibitor,DMSO,2840,Puromycin - inhibits protein synthesis
GR-309,trichostatin-A,302.4,6-F05,6,Plate 2,F05,EnzoICCB2,SP0130,K10,Trichostatin-A - histone deacetylase inhibitor,ICCB Known Bioactives Library,3.31,Inhibitors:  histone deacetylase inhibitor,DMSO,2840,Trichostatin-A - histone deacetylase inhibitor
AC-1142,Quercetin·2H2O,338.3,6-C05,6,Plate 2,C05,EnzoICCB2,SP0130,E10,Quercetin - kinase inhibitor,ICCB Known Bioactives Library,2.96,Kinase inhibitors:  kinase inhibitor (plus other),DMSO,2840,Quercetin - kinase inhibitor
CA-320,W7,377.3,6-G06,6,Plate 2,G06,EnzoICCB2,SP0130,M12,W7 - calmodulin inhibitor,ICCB Known Bioactives Library,2.65,Inhibitors:  calmodulin antagonist,DMSO,2840,W7 - calmodulin inhibitor
EI-156,staurosporine,466.5,6-E04,6,Plate 2,E04,EnzoICCB2,SP0130,I08,Staurosporine - kinase inhibitor,ICCB Known Bioactives Library,2.14,Kinase inhibitors:  kinase inhibitor - non-selective,DMSO,2840,Staurosporine - kinase inhibitor
CA-305,Phenoxybenzamine,303.8,6-H10,6,Plate 2,H10,EnzoICCB2,SP0130,O20,Phenoxybenzamine - calmodulin inhibitor,ICCB Known Bioactives Library,3.29,Inhibitors:  Calmodulin antagonist,DMSO,2840,Phenoxybenzamine - calmodulin inhibitor
GR-325,Pifithrin-?,286.4,6-B04,6,Plate 2,B04,EnzoICCB2,SP0130,C08,Pifithrin - p53 inhibitor,ICCB Known Bioactives Library,3.49,Inhibitors:  p53 inhibitor,DMSO,2840,Pifithrin - p53 inhibitor
CN-100,Forskolin,410.5,5-C07,5,Plate 1,C07,EnzoICCB2,SP0130,E13,Forskolin - adenylate cyclase activator,ICCB Known Bioactives Library,2.44,Activators:  Adenylate cyclase activator,DMSO,2840,Forskolin - adenylate cyclase activator
PI-129 ,Gliotoxin,326.4,5-G10,5,Plate 1,G10,EnzoICCB2,SP0130,M19,Gliotoxin - protease inhibitor,ICCB Known Bioactives Library,3.06,Protease inhibitors:  Inhibitor of 20S-proteasome chymotrypsin activity,DMSO,2840,Gliotoxin - protease inhibitor
G-410,Mastoparan,1688.6,5-G08,5,Plate 1,G08,EnzoICCB2,SP0130,M15,Mastoparan - activates heterotrimeriuc GTPases,ICCB Known Bioactives Library,0.592,Activators:  activates heterotrimeriuc GTPases,DMSO,2840,Mastoparan - activates heterotrimeriuc GTPases
S-112,swainsonine,173.2,6-E05,6,Plate 2,E05,EnzoICCB2,SP0130,I10,Swainsonine - protein glycosylation inhibitor,ICCB Known Bioactives Library,5.77,Inhibitors:  protein glycosylation inhibitor,DMSO,2840,Swainsonine - protein glycosylation inhibitor
D-100,6;7-ADTN ,179.2,5-B03,5,Plate 1,B03,EnzoICCB2,SP0130,C05,6;7-ADTN HBr - dopamine antagonist,ICCB Known Bioactives Library,5.58,CNS receptor ligands:  Dopamine agonist,DMSO,2840,6;7-ADTN HBr - dopamine antagonist
EI-177,Manoalide,416.6,5-G06,5,Plate 1,G06,EnzoICCB2,SP0130,M11,Manoalide - phospholipase inhibitor,ICCB Known Bioactives Library,2.4,Lipid biosynthesis:  Phospholipase A2 inhibitor,DMSO,2840,Manoalide - phospholipase inhibitor
G-226,Mevinolin (Lovastatin),404.5,5-H04,5,Plate 1,H04,EnzoICCB2,SP0130,O07,Mevinolin (Lovastatin) - Inhibitor HMG-CoA reductase,ICCB Known Bioactives Library,2.47,Lipid biosynthesis:  Inhibitor HMG-CoA reductase,DMSO,2840,Mevinolin (Lovastatin) - Inhibitor HMG-CoA reductase
T-110,Latrunculin B,395.5,5-F06,5,Plate 1,F06,EnzoICCB2,SP0130,K11,Latrunculin B - actin poison,ICCB Known Bioactives Library,2.53,Inhibitors:  Actin inhibitor,DMSO,2840,Latrunculin B - actin poison
EI-181,Okadaic acid,805,6-A04,6,Plate 2,A04,EnzoICCB2,SP0130,A08,Okadaic acid - phosphatase inhibitor,ICCB Known Bioactives Library,0.124,Inhibitors:  PP1 PP2A inhibitor,DMSO,2840,Okadaic acid - phosphatase inhibitor
EI-216,AA-861,326.4,6-H04,6,Plate 2,H04,EnzoICCB2,SP0130,O08,AA-861 - lipoxygenase inhibitor,ICCB Known Bioactives Library,3.06,Lipid biosynthesis:  5-lipoxygenase inhibitor,DMSO,2840,AA-861 - lipoxygenase inhibitor
ST-330,D609,210.3,5-A03,5,Plate 1,A03,EnzoICCB2,SP0130,A05,D609 - phospholipase inhibitor,ICCB Known Bioactives Library,4.75,Lipid biosynthesis:  PC-PLC inhibitor,DMSO,2840,D609 - phospholipase inhibitor
S-109,1-Deoxymannojirimycin hydrochloride,199.6,5-A07,5,Plate 1,A07,EnzoICCB2,SP0130,A13,Deoxymannojirimycin(1) - glycoside hydrolase inhibitor,ICCB Known Bioactives Library,5.01,Inhibitors:  mannosidase inhibitor,DMSO,2840,Deoxymannojirimycin(1) - glycoside hydrolase inhibitor
EI-148,H7,291.4,5-D04,5,Plate 1,D04,EnzoICCB2,SP0130,G07,H7 - kinase inhibitor,ICCB Known Bioactives Library,3.43,Kinase inhibitors:  kinase inhibitor,DMSO,2840,H7 - kinase inhibitor
CA-420,2;5-Ditertbutylhydroquinone,222.3,5-B06,5,Plate 1,B06,EnzoICCB2,SP0130,C11,2;5-Ditertbutylhydroquinone - ER Ca++ ATPase inhibitor,ICCB Known Bioactives Library,4.5,Ion channel ligands:  ER Ca++ ATPase inhibitor,DMSO,2840,2;5-Ditertbutylhydroquinone - ER Ca++ ATPase inhibitor
FR-103,MCI-186,174.2,5-G09,5,Plate 1,G09,EnzoICCB2,SP0130,M17,MCI-186 - antioxidant,ICCB Known Bioactives Library,5.74,Inhibitors:  antioxidant; cytoprotectant,DMSO,2840,MCI-186 - antioxidant
CN-200,LY-83583,250.3,5-G04,5,Plate 1,G04,EnzoICCB2,SP0130,M07,LY-83583 - guanylate cyclase inhibitor,ICCB Known Bioactives Library,4,Inhibitors:  Inhibits NO-activation of guanylate cyclase ,DMSO,2840,LY-83583 - guanylate cyclase inhibitor
EI-309,NSC-95397,310.4,5-E09,5,Plate 1,E09,EnzoICCB2,SP0130,I17,NSC-95397 - phosphatase inhibitor,ICCB Known Bioactives Library,3.22,Inhibitors:  CDC25 phosphatase inhibitor,DMSO,2840,NSC-95397 - phosphatase inhibitor
EI-152,K252A,467.5,5-E11,5,Plate 1,E11,EnzoICCB2,SP0130,I21,K252A - kinase inhibitor,ICCB Known Bioactives Library,0.214,Kinase inhibitors:  Kinase inhibitor (Broad spectrum),DMSO,2840,K252A - kinase inhibitor
GR-230,24(S)-hydroxycholesterol,402.7,5-E04,5,Plate 1,E04,EnzoICCB2,SP0130,I07,24(S)-Hydroxycholesterol - steroid hormone,ICCB Known Bioactives Library,2.48,Nuclear receptor ligands:  LXR agonist,DMSO,2840,24(S)-Hydroxycholesterol - steroid hormone
GR-233,CITCO,436.7,6-B05,6,Plate 2,B05,EnzoICCB2,SP0130,C10,CITCO - Const. androstane receptor (CAR) agonist,ICCB Known Bioactives Library,2.29,Nuclear receptor ligands:  Const. androstane receptor (CAR) agonist,DMSO,2840,CITCO - Const. androstane receptor (CAR) agonist
AM-100,Cyclo [Arg-Gly-Asp-D-Phe-Val],574.6,6-C07,6,Plate 2,C07,EnzoICCB2,SP0130,E14,Cyclo [Arg-Gly-Asp-D-Phe-Val] - integrin inhibitor,ICCB Known Bioactives Library,1.74,Inhibitors:  integrin inhibitor,DMSO,2840,Cyclo [Arg-Gly-Asp-D-Phe-Val] - integrin inhibitor
CA-302,E6 berbamine,757.8,5-B10,5,Plate 1,B10,EnzoICCB2,SP0130,C19,E6 Berbamine - calmodulin inhibitor,ICCB Known Bioactives Library,1.32,Inhibitors:  calmodulin inhibitor,DMSO,2840,E6 Berbamine - calmodulin inhibitor
CN-255,Furoxan,187.2,5-F05,5,Plate 1,F05,EnzoICCB2,SP0130,K09,Furoxan - NO donor,ICCB Known Bioactives Library,5.34,Activators:  NO donor,DMSO,2840,Furoxan - NO donor
EI-300,GM6001,388.5,5-C11,5,Plate 1,C11,EnzoICCB2,SP0130,E21,GM6001 - protease inhibitor,ICCB Known Bioactives Library,2.57,Protease inhibitors:  broad spectrum MMP inhibitor ,DMSO,2840,GM6001 - protease inhibitor
EI-269,Go6976,378.4,5-D02,5,Plate 1,D02,EnzoICCB2,SP0130,G03,Go6976 - kinase inhibitor,ICCB Known Bioactives Library,2.64,Kinase inhibitors:  PKC inhibitor,DMSO,2840,Go6976 - kinase inhibitor
EI-273,HBDDE,338.3,5-D09,5,Plate 1,D09,EnzoICCB2,SP0130,G17,HBDDE - kinase inhibitor,ICCB Known Bioactives Library,2.96,Kinase inhibitors:  PKC inhibitor,DMSO,2840,HBDDE - kinase inhibitor
EI-248,HNMPA-(AM)3,454.4,5-D11,5,Plate 1,D11,EnzoICCB2,SP0130,G21,HNMPA-(AM)3 - kinase inhibitor,ICCB Known Bioactives Library,2.2,Kinase inhibitors:  Insulin receptor TK inhibitor,DMSO,2840,HNMPA-(AM)3 - kinase inhibitor
CC-207,Indirubin-3'-monoxime,277.3,6-D05,6,Plate 2,D05,EnzoICCB2,SP0130,G10,Indirubin-3'-monoxime - kinase inhibitor,ICCB Known Bioactives Library,3.61,Kinase inhibitors:  GSK-3beta inhibitor,DMSO,2840,Indirubin-3'-monoxime - kinase inhibitor
G-242,L-744;832,559.8,5-F04,5,Plate 1,F04,EnzoICCB2,SP0130,K07,L-744;832 - farnesylation inhibitor,ICCB Known Bioactives Library,1.79,Inhibitors:  Ras farnesyltransferase inhibitor,DMSO,2840,L-744;832 - farnesylation inhibitor
EI-295,LFM-A13,360,5-G11,5,Plate 1,G11,EnzoICCB2,SP0130,M21,LFM-A13 - kinase inhibitor,ICCB Known Bioactives Library,2.78,Kinase inhibitors:  BTK inhibitor,DMSO,2840,LFM-A13 - kinase inhibitor
FR-107,MnTBAP,879.1,5-B09,5,Plate 1,B09,EnzoICCB2,SP0130,C17,MnTBAP - antioxidant,ICCB Known Bioactives Library,1.14,Inhibitors:  SOD mimetic,DMSO,2840,MnTBAP - antioxidant
GR-322,Monastrol,292.4,5-H08,5,Plate 1,H08,EnzoICCB2,SP0130,O15,Monastrol - Eg5 inhibitor,ICCB Known Bioactives Library,3.42,Inhibitors:  Eg5 inhibitor,DMSO,2840,Monastrol - Eg5 inhibitor
CC-202,N9-Isopropylolomoucine,326.4,5-F08,5,Plate 1,F08,EnzoICCB2,SP0130,K15,N9-Isopropylolomoucine - kinase inhibitor,ICCB Known Bioactives Library,3.06,Kinase inhibitors:  CDC-2 kinase inhibitor,DMSO,2840,N9-Isopropylolomoucine - kinase inhibitor
ST-315,OBAA,428.6,6-A03,6,Plate 2,A03,EnzoICCB2,SP0130,A06,OBAA - phospholipase inhibitor,ICCB Known Bioactives Library,2.33,Inhibitors:  phospholipase A2 inhibitor,DMSO,2840,OBAA - phospholipase inhibitor
L-133,PCA 4248,361.5,6-A08,6,Plate 2,A08,EnzoICCB2,SP0130,A16,PCA 4248 - bioactive lipid,ICCB Known Bioactives Library,2.77,Bioactive lipids:  PAF antagonist,DMSO,2840,PCA 4248 - bioactive lipid
EI-275,PP1,281.4,6-B08,6,Plate 2,B08,EnzoICCB2,SP0130,C16,PP1 - kinase inhibitor,ICCB Known Bioactives Library,3.55,Protease inhibitors:  src family trosine kinase inhibitor,DMSO,2840,PP1 - kinase inhibitor
EI-297,PP2,301.8,6-D10,6,Plate 2,D10,EnzoICCB2,SP0130,G20,PP2 - kinase inhibitor,ICCB Known Bioactives Library,3.31,Kinase inhibitors:  Src family tyrosine kinase inhibitor,DMSO,2840,PP2 - kinase inhibitor
PR-110,RWJ-60475-(AM)3,620.3,6-D02,6,Plate 2,D02,EnzoICCB2,SP0130,G04,RWJ-60475-(AM)3 - phosphatase inhibitor,ICCB Known Bioactives Library,1.61,Inhibitors:  CD45 phosphatase inhibitor,DMSO,2840,RWJ-60475-(AM)3 - phosphatase inhibitor
EI-294,SB 202190,331.3,6-D04,6,Plate 2,D04,EnzoICCB2,SP0130,G08,SB 202190 - kinase inhibitor,ICCB Known Bioactives Library,3.02,Kinase inhibitors:  MAP kinase inhibitor,DMSO,2840,SB 202190 - kinase inhibitor
GR-331,Splitomycin,198.2,6-D09,6,Plate 2,D09,EnzoICCB2,SP0130,G18,Splitomycin - sir2p inhibitor,ICCB Known Bioactives Library,5.04,Inhibitors:  sir2p inhibitor,DMSO,2840,Splitomycin - sir2p inhibitor
EI-263,tyrphostin AG-126,215.2,6-F09,6,Plate 2,F09,EnzoICCB2,SP0130,K18,Tyrphostin AG-126 - kinase inhibitor,ICCB Known Bioactives Library,4.65,Kinase inhibitors:  tyrosine kinase inhibitor,DMSO,2840,Tyrphostin AG-126 - kinase inhibitor
EI-267,tyrphostin AG-825,397.5,6-F02,6,Plate 2,F02,EnzoICCB2,SP0130,K04,Tyrphostin AG-825 - kinase inhibitor,ICCB Known Bioactives Library,2.52,Kinase inhibitors:  HER-1;2 tyrosine kinase inhibitor,DMSO,2840,Tyrphostin AG-825 - kinase inhibitor
PR-113,Tyrphostin-8,170.2,5-F11,5,Plate 1,F11,EnzoICCB2,SP0130,K21,Tyrphostin-8 - calcineurin inhibitor,ICCB Known Bioactives Library,5.88,Inhibitors:  Calcineurin inhibitor,DMSO,2840,Tyrphostin-8 - calcineurin inhibitor
EI-282,U-0126,380.5,6-G03,6,Plate 2,G03,EnzoICCB2,SP0130,M06,U-0126 - kinase inhibitor,ICCB Known Bioactives Library,2.63,Kinase inhibitors:  MEK inhibitor,DMSO,2840,U-0126 - kinase inhibitor
T-126,Wiskostatin,426.1,6-H11,6,Plate 2,H11,EnzoICCB2,SP0130,O22,Wiskostatin - N-WASP inhibitor,ICCB Known Bioactives Library,2.35,Inhibitors:  N-WASP inhibitor,DMSO,2840,Wiskostatin - N-WASP inhibitor
CN-223,YC-1,304.3,5-A05,5,Plate 1,A05,EnzoICCB2,SP0130,A09,YC-1 - Hif-1 inhibitor,ICCB Known Bioactives Library,3.29,Activators:  GC stimulator /  Hif-1 alpha inhibitor ,DMSO,2840,YC-1 - Hif-1 inhibitor
ZW-9170,Z-Leu3-VS,551.7,6-G10,6,Plate 2,G10,EnzoICCB2,SP0130,M20,Z-Leu3-VS - protease inhibitor,ICCB Known Bioactives Library,1.81,Protease inhibitors:  Proteasome inhibitor,DMSO,2840,Z-Leu3-VS - protease inhibitor
EI-298,ZM336372,389.4,6-G11,6,Plate 2,G11,EnzoICCB2,SP0130,M22,ZM336372 - kinase inhibitor,ICCB Known Bioactives Library,2.57,Kinase inhibitors:  Raf inhibitor,DMSO,2840,ZM336372 - kinase inhibitor
P-416,zVAD-FMK,467.5,6-H02,6,Plate 2,H02,EnzoICCB2,SP0130,O04,Z-VAD-FMK - protease inhibitor,ICCB Known Bioactives Library,2.14,Protease inhibitors:  Caspase inhibitor (broad spectrum),DMSO,2840,Z-VAD-FMK - protease inhibitor
,,,,,Plate 1,A01,EnzoICCB2,SP0130,A01,DMSOA01,,,,,,DMSOA01
,,,,,Plate 1,B01,EnzoICCB2,SP0130,C01,DMSOC01,,,,,,DMSOC01
,,,,,Plate 1,C01,EnzoICCB2,SP0130,E01,DMSOE01,,,,,,DMSOE01
,,,,,Plate 1,D01,EnzoICCB2,SP0130,G01,DMSOG01,,,,,,DMSOG01
,,,,,Plate 1,E01,EnzoICCB2,SP0130,I01,DMSOI01,,,,,,DMSOI01
,,,,,Plate 1,F01,EnzoICCB2,SP0130,K01,DMSOK01,,,,,,DMSOK01
,,,,,Plate 1,G01,EnzoICCB2,SP0130,M01,DMSOM01,,,,,,DMSOM01
,,,,,Plate 1,H01,EnzoICCB2,SP0130,O01,DMSOO01,,,,,,DMSOO01
,,,,,Plate 4,A01,EnzoICCB2,SP0130,B02,DMSOB02,,,,,,DMSOB02
,,,,,Plate 4,B01,EnzoICCB2,SP0130,D02,DMSOD02,,,,,,DMSOD02
,,,,,Plate 4,C01,EnzoICCB2,SP0130,F02,DMSOF02,,,,,,DMSOF02
,,,,,Plate 4,D01,EnzoICCB2,SP0130,H02,DMSOH02,,,,,,DMSOH02
,,,,,Plate 4,E01,EnzoICCB2,SP0130,J02,DMSOJ02,,,,,,DMSOJ02
,,,,,Plate 4,F01,EnzoICCB2,SP0130,L02,DMSOL02,,,,,,DMSOL02
,,,,,Plate 4,G01,EnzoICCB2,SP0130,N02,DMSON02,,,,,,DMSON02
,,,,,Plate 4,H01,EnzoICCB2,SP0130,P02,DMSOP02,,,,,,DMSOP02
,,,,,Plate 1,A12,EnzoICCB2,SP0130,A23,DMSOA23,,,,,,DMSOA23
,,,,,Plate 1,B12,EnzoICCB2,SP0130,C23,DMSOC23,,,,,,DMSOC23
,,,,,Plate 1,C12,EnzoICCB2,SP0130,E23,DMSOE23,,,,,,DMSOE23
,,,,,Plate 1,D12,EnzoICCB2,SP0130,G23,DMSOG23,,,,,,DMSOG23
,,,,,Plate 1,E12,EnzoICCB2,SP0130,I23,DMSOI23,,,,,,DMSOI23
,,,,,Plate 1,F12,EnzoICCB2,SP0130,K23,DMSOK23,,,,,,DMSOK23
,,,,,Plate 1,G12,EnzoICCB2,SP0130,M23,DMSOM23,,,,,,DMSOM23
,,,,,Plate 1,H12,EnzoICCB2,SP0130,O23,DMSOO23,,,,,,DMSOO23
,,,,,Plate 4,A12,EnzoICCB2,SP0130,B24,DMSOB24,,,,,,DMSOB24
,,,,,Plate 4,B12,EnzoICCB2,SP0130,D24,DMSOD24,,,,,,DMSOD24
,,,,,Plate 4,C12,EnzoICCB2,SP0130,F24,DMSOF24,,,,,,DMSOF24
,,,,,Plate 4,D12,EnzoICCB2,SP0130,H24,DMSOH24,,,,,,DMSOH24
,,,,,Plate 4,E12,EnzoICCB2,SP0130,J24,DMSOJ24,,,,,,DMSOJ24
,,,,,Plate 4,F12,EnzoICCB2,SP0130,L24,DMSOL24,,,,,,DMSOL24
,,,,,Plate 4,G12,EnzoICCB2,SP0130,N24,DMSON24,,,,,,DMSON24
,,,,,Plate 4,H12,EnzoICCB2,SP0130,P24,DMSOP24,,,,,,DMSOP24
