384 Plate ID,Plate Map,Well,Human Readable Name,CatNumber,MoleculeID,Concentration,Unit,Well X,Well Y,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,,Library
SelleckChem002,SP0136-A,C18,Nimodipine(Nimotop),S1747,SW219238-1,10,m,18,3,192917566,418.44,66085-59-4,free base,Calcium Channel;Autophagy,Nimodipine(Nimotop) is a dihydropyridine derivative and an analogue of the calcium channel blocker nifedipine; with antihypertensive activity.Nimodipine decreases intracellular free Ca2+;Beclin-1 and autophagy.,C1(=C(C(C(=C(N1)C)C(OCCOC)=O)C2=CC=CC(=C2)[N+](=O)[O-])C(OC(C)C)=O)C,200,http://www.selleckchem.com/products/Nimodipine(Nimotop).html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C19,Orlistat,S1629,SW197481-2,10,m,19,3,192927102,495.73,96829-58-2,free base,Others,Orlistat is a general lipase inhibitor with IC50 of 122 ng/ml for PL from human duodenal juice.,C1([C@H]([C@@H](O1)C[C@H](CCCCCCCCCCC)OC(=O)[C@H](CC(C)C)NC=O)CCCCCC)=O,199,http://www.selleckchem.com/products/Orlistat(Alli).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C20,Quetiapine fumarate(Seroquel),S1763,SW220283-1,10,m,20,3,192961962,883.09,111974-72-2,fumarate,Dopamine Receptor,Quetiapine fumarate(Seroquel) is an atypical antipsychotic used in the treatment of schizophrenia; bipolar I mania; bipolar II depression; bipolar I depression.,OC(/C=C/C(O)=O)=O.C1(=CC=C2C(=C1)N=C(C3=C(S2)C=CC=C3)N4CCN(CC4)CCOCCO).C5=CC=C6C(=C5)N=C(C7=C(S6)C=CC=C7)N8CCN(CC8)CCOCCO,40,http://www.selleckchem.com/products/Quetiapine-fumarate(Seroquel).html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C21,Albendazole,S1640,SW196830-3,10,m,21,3,192894329,265.33,54965-21-8,free base,Others,Albendazole is a member of the benzimidazole compounds used as a drug indicated for the treatment of a variety of worm infestations.,C1(=CC=C2C(=C1)NC(=N2)NC(OC)=O)SCCC,64,http://www.selleckchem.com/products/Albendazole(Albenza).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C22,Ethionamide(2-ethylthioisonicotinamide),S1777,SW196973-3,10,m,22,3,192927039,166.24,536-33-4,free base,Others,Ethionamide(2-ethylthioisonicotinamide) is an antibiotic used in the treatment of tuberculosis.,C1=CN=C(C=C1C(=S)N)CC,198,http://www.selleckchem.com/products/Ethionamide.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D03,Nifedipine(Adalat),S1808,SW219724-1,10,m,3,4,192871076,346.33,21829-25-4,free base,Others,Nifedipine(Adalat); a potent vasodilator agent with calcium antagonistic action.,C1=CC(=C(C=C1)[N+]([O-])=O)C2C(=C(NC(=C2C(=O)OC)C)C)C(OC)=O,199,http://www.selleckchem.com/products/Nifedipine(Adalat).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D04,Propylthiouracil,S1988,SW196944-3,10,m,4,4,192871272,170.23,51-52-5,free base,Others,Propylthiouracil is a thyroperoxidase and 5'-deiodinase inhibitor. ,C1=C(NC(NC1=O)=S)CCC,199,http://www.selleckchem.com/products/Propylthiouracil.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D05,Pranlukast,S1829,SW219912-1,10,m,5,4,192882913,481.5,103177-37-3,free base,Others,Pranlukast is a selective cysteinyl leukotriene receptor antagonist.,C12=C(C=C(C=C1)NC(C3=CC=C(C=C3)OCCCCC4=CC=CC=C4)=O)OC(=CC2=O)C5=NN=NN5,22,http://www.selleckchem.com/products/pranlukast.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D06,Pramipexole,S2011,SW197453-5,10,m,6,4,192902218,302.26,191217-81-9,Neurological Disease,Dopamine Receptor,Pramipexole is a partial/full D2S; D2L; D3; D4; receptor agonist with a Ki of 3.9; 2.2; 0.5; 5.1 nM.,[C@@H]1(CCC2=C(C1)SC(=N2)N)NCCC.O.Cl.Cl,135.64,https://www.selleckchem.com/products/Pramipexole-dihydrochloride-monohydrate.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D07,Lomustine,S1840,SW220040-1,10,m,7,4,192926985,233.7,13010-47-4,free base,Others,Lomustine inhibits cancer cells by damaging the DNA and stops cells from dividing.,C1CCCC(C1)NC(N(CCCl)N=O)=O,201,http://www.selleckchem.com/products/Lomustine(CeeNU).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D08,Chlormezanone(Trancopal),S2021,SW196880-3,10,m,8,4,192867567,273.74,80-77-3,free base,Others,Chlormezanone(Trancopal)_a non-benzodiazepine that is used in the management of anxiety. It has been suggested for use in the treatment of muscle spasm.,C1=C(C=CC(=C1)C2S(CCC(N2C)=O)(=O)=O)Cl,200,http://www.selleckchem.com/products/Chlormezanone(Trancopal).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D09,Metoprolol tartrate,S1856,SW199199-2,10,m,9,4,192901300,684.81,392-17-7,tartrate,Adrenergic Receptor,Metoprolol tartrate is a cardioselective _-adrenergic receptor blocker with IC50 of 42 ng/mL.,[C@H](C(O)=O)([C@H](C(O)=O)O)O.C1(=C(C=CC(=C1)OCC(CNC(C)C)O)CCOC).C2=C(C=CC(=C2)OCC(CNC(C)C)O)CCOC,146,http://www.selleckchem.com/products/metoprolol-tartrate.html,Neuronal Signaling,,L1300-Selleck-FDA-Approved-Drug-Library
SelleckChem002,SP0136-A,D10,Rebamipide,S2032,SW199113-2,10,m,10,4,192867632,370.79,90098-04-7,free base,Others,Rebamipide is a cholecystokinin type 1 (CCK1) receptor inhibitor for inhibiting [125I]BH-CCK-8S with IC50 of 37.7 _M.,C1(C(NC(CC2=CC(NC3=C2C=CC=C3)=O)C(=O)O)=O)=CC=C(C=C1)Cl,199,http://www.selleckchem.com/products/rebamipide.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D11,Protionamide,S1881,SW199462-2,10,m,11,4,192883296,180.27,14222-60-7,free base,Others,Protionamide is a drug used in the treatment of tuberculosis.,C1(=NC=CC(=C1)C(N)=S)CCC,199,http://www.selleckchem.com/products/protionamide-prothionamide.html,Others,,L1300-Selleck-FDA-Approved-Drug-Library
SelleckChem002,SP0136-A,D12,Memantine hydrochloride (Namenda),S2043,SW060653-4,10,m,12,4,192948604,215.76,41100-52-1,hydrochloride,AMPA Receptor-kainate Receptor-NMDA Receptor,Memantine hydrochloride (Namenda) is a CYP2B6 and CYP2D6 inhibitor for recombinant CYP2B6 and CYP2D6 with Ki of 0.51 nM and 94.9 _M; respectively.,Cl.C12(CC3CC(C1)(CC(C2)(C3)C)N)C,199,http://www.selleckchem.com/products/memantine-hydrochloride-namenda.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D13,Valsartan (Diovan),S1894,SW197658-2,10,m,13,4,192871215,435.52,137862-53-4,free base,RAAS,Valsartan (Diovan) is an angiotensin II receptor antagonist with IC50 of ranging from 39.5 to 116 _M,C1(=CC=C(C=C1)C2=CC=CC=C2C3N=NNN=3)CN([C@@](C(C)C)(C(=O)O)[H])C(=O)CCCC,199,http://www.selleckchem.com/products/Valsartan(Diovan).html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D14,Orphenadrine citrate,S2054,SW102176-4,10,m,14,4,192902210,461.5,4682-36-4,citrate,AChR,Orphenadrine citrate is a skeletal muscle relaxant; it acts in the central nervous system to produce its muscle relaxant effects.,C1(C(OCCN(C)C)C2=CC=CC=C2C)(=CC=CC=C1).OC(CC(CC(O)=O)(C(=O)O)O)=O,199,http://www.selleckchem.com/products/orphenadrine-citrate-norflex.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D15,Avobenzone,S1904,SW219665-1,10,m,15,4,192904019,310.39,70356-09-1,free base,Others,Avobenzone is an oil soluble ingredient used in sunscreen products to absorb the full spectrum of UVA rays and a dibenzoylmethane derivative.,C1=C(C=CC(=C1)C(CC(C2=CC=C(C=C2)C(C)(C)C)=O)=O)OC,199,http://www.selleckchem.com/products/Avobenzone(Parsol-1789).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D16,Balofloxacin,S2064,SW220155-1,10,m,16,4,192883590,389.42,127294-70-6,free base,Others,Balofloxacin is quinolone antibiotic; inhibiting the synthesis of bacterial DNA by interference with the enqyme DNA gyrase.,N1(C2=C(C3=C(C=C2F)C(C(=CN3C4CC4)C(=O)O)=O)OC)CC(CCC1)NC,12,http://www.selleckchem.com/products/balofloxacin.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D17,Sulfamethoxazole,S1915,SW196670-3,10,m,17,4,192870742,253.28,723-46-6,free base,Others,Sulfamethoxazole is a sulfonamide bacteriostatic antibiotic with an IC50 of 2.7 _M.,C1=C(C=CC(=C1)S(NC2C=C(ON=2)C)(=O)=O)N,201,http://www.selleckchem.com/products/Sulfamethoxazole.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D18,Famotidine,S2078,SW197397-2,10,m,18,4,192948594,337.45,76824-35-6,free base,Histamine Receptor,Famotidine is a histamine H2_receptor antagonist with IC50 of 0.6 mM; commonly used to treat heartburn; GERD; ulcers; and other digestive conditions.,NS(NC(CCSCC1=CSC(=N1)NC(N)=N)=N)(=O)=O,198,http://www.selleckchem.com/products/famotidine-pepcid.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D19,Nystatin (Mycostatin),S1934,SW219081-1,10,m,19,4,192870677,926.09,1400-61-9,free base,Others,Nystatin (Mycostatin) is a polyene antifungal agent to which many molds and yeasts are sensitive; including Candida spp.,[C@@H]1([C@H](C)[C@@H]([C@H](/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@@H]2O[C@@](C[C@@H](O)[C@H](CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O1)O)(C[C@@H]([C@H]2C(=O)O)O)O)O[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)N)O)C)O)C,20,http://www.selleckchem.com/products/Nystatin(Mycostatin).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D20,Rivastigmine Tartrate,S2087,SW199663-2,10,m,20,4,192954763,400.42,129101-54-8,tartrate,AChR,Rivastigmine Tartrate; a cholinesterase inhibitor with IC50 of 5.5 _M; ues as a parasympathomimetic or cholinergic agent for the treatment of mild to moderate Alzheimer disease.,C1(=CC=CC(=C1)[C@@H](N(C)C)C)OC(N(C)CC)=O.OC([C@@H]([C@H](C(O)=O)O)O)=O,104,http://www.selleckchem.com/products/rivastigmine-tartrate-exelon.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D21,Sulbactam,S1958,SW219520-1,10,m,21,4,192882755,233.24,68373-14-8,free base,Others,Sulbactam is a beta-lactamase inhibitor with an average IC50 of 0.8 _M.,C1(C[C@@]2(N1[C@](C(S2(=O)=O)(C)C)([H])C(O)=O)[H])=O,201,http://www.selleckchem.com/products/sulbactam.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,D22,Gabexate,S2101,SW197284-3,10,m,22,4,192954554,417.48,56974-61-9,mesylate,Proteasome,Gabexate is a serine protease inhibitor with IC50 of 0.19 _M which is used therapeutically in the treatment of pancreatitis and disseminated intravascular coagulation.,C1(=CC=C(C=C1)C(OCC)=O)OC(=O)CCCCCNC(N)=N.O=S(=O)(O)C,198,http://www.selleckchem.com/products/gabexate-mesylate.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E03,MK-1775,S1525,SW218122-2,10,m,3,5,192948856,500.6,955365-80-7,free base,Wee1,MK-1775 is a potent and selective Wee1 inhibitor with IC50 of 5.2 nM; hinders G2 DNA damage checkpoint. Phase 2.,C1=CC(=NC(=C1)C(O)(C)C)N2N(C(C3=C2N=C(N=C3)NC4=CC=C(C=C4)N5CCN(CC5)C)=O)CC=C,159,http://www.selleckchem.com/products/MK-1775.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E04,Flucytosine (5-Fluorocytosine; 5-FC),S1666,SW197278-3,10,m,4,5,192896753,129.09,2022-85-7,free base,Others,Flucytosine (5-Fluorocytosine; 5-FC) is an antifungal drug with IC50 of 0.93 _M in C. albicans.,C1(NC=C(C(=N1)N)F)=O,61,http://www.selleckchem.com/products/Flucytosine(Ancobon).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E05,Org 27569,S1534,SW219411-1,10,m,5,5,192949438,409.95,868273-06-7,free base,Cannabinoid Receptor,Org 27569 is an allosteric modulator of cannabinoid CB1 receptor; induces a CB1 receptor state that is characterized by enhanced agonist affinity and decreased inverse agonist affinity.,C1(=CC=C2C(=C1)C(=C(N2)C(=O)NCCC3=CC=C(C=C3)N4CCCCC4)CC)Cl,200,http://www.selleckchem.com/products/Org-27569.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E06,Chloramphenicol,S1677,SW198497-2,10,m,6,5,192928103,323.13,56-75-7,free base,Others,Chloramphenicol is a bacteriostatic antimicrobial. ,C1=C(C=CC(=C1)[C@H]([C@H](NC(=O)C(Cl)Cl)CO)O)[N+](=O)[O-],201,http://www.selleckchem.com/products/Chloramphenicol(Chloromycetin).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E07,Febuxostat,S1547,SW219283-1,10,m,7,5,194474853,316.37,144060-53-7,free base,Others,Febuxostat is selective xanthine oxidase inhibitor with Ki of 0.6 nM.,C1(=C(C=CC(=C1)C2SC(=C(N=2)C)C(O)=O)OCC(C)C)C#N,199,http://www.selleckchem.com/products/Febuxostat(Uloric).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E08,Betamethasone Valerate,S1690,SW219975-1,10,m,8,5,192940289,476.58,2152-44-5 ,Inflammation,Glucocorticoid Receptor,Betamethasone Valerate is a moderately potent glucocorticoid steroid with anti-inflammatory and immunosuppressive properties.,C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@H]3O)([C@@]([C@H](C4)C)(C(=O)CO)OC(=O)CCCC)C)[H])[H])F)C)=O,199.34,https://www.selleckchem.com/products/Betamethasone-valerate(Betnovate).html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E09,BMS-777607,S1561,SW219298-1,10,m,9,5,192902065,512.89,1025720-94-8,free base,Axl;c-Met,BMS-777607 is a Met-related inhibitor for c-Met; Axl; Ron and Tyro3 with IC50 of 3.9 nM; 1.1 nM; 1.8 nM and 4.3 nM; 40-fold more selective for Met-related targets versus Lck; VEGFR-2; and TrkA/B; and more than 500-fold greater selectivity versus all other receptor and non receptor kinases. Phase 1/2.,C1(=C(N=CC=C1OC2=CC=C(C=C2F)NC(=O)C3C(N(C=CC=3OCC)C4=CC=C(C=C4)F)=O)N)Cl,91,http://www.selleckchem.com/products/BMS-777607.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E10,Emtricitabine (Emtriva),S1704,SW220172-1,10,m,10,5,192872967,247.25,143491-57-0,free base,Reverse Transcriptase,Emtricitabine (Emtriva) is a nucleoside reverse transcriptase inhibitor with an IC50 of 27.7 _M.,N1=C(C(=CN(C1=O)[C@H]2O[C@H](SC2)CO)F)N,198,http://www.selleckchem.com/products/Emtricitabine.html,Microbiology,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E11,BIRB 796 (Doramapimod),S1574,SW219700-1,10,m,11,5,192905032,527.66,285983-48-4,free base,p38 MAPK,BIRB 796 (Doramapimod) is a highly selective p38_ MAPK inhibitor with Kd of 0.1 nM; 330-fold greater selectivity versus JNK2; weak inhibition for c-RAF; Fyn and Lck; insignificant inhibition of ERK-1; SYK; IKK2; ZAP-70; EGFR; HER2; PKA; PKC; PKC_/_/_.,C1=C(C2=C(C(=C1)OCCN3CCOCC3)C=CC=C2)NC(NC4=CC(=NN4C5=CC=C(C=C5)C)C(C)(C)C)=O,200,http://www.selleckchem.com/products/BIRB-796-(Doramapimod).html,MAPK,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E12,Glipizide(Glucotrol),S1715,SW196549-3,10,m,12,5,192926826,445.54,29094-61-9,free base,Others,Glipizide(Glucotrol) is used to treat high blood sugar levels caused by a type of diabetes mellitus called type 2 diabetes.,C1(=CC=C(C=C1)CCNC(C2=CN=C(C=N2)C)=O)S(NC(NC3CCCCC3)=O)(=O)=O,199,http://www.selleckchem.com/products/Glipizide(Glucotrol).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E13,Semagacestat (LY450139),S1594,SW219163-1,10,m,13,5,192948577,361.44,425386-60-3,free base,Gamma-secretase,Semagacestat (LY450139) is a _-secretase blocker for A_42; A_40 and A_38 with IC50 of 10.9 nM; 12.1 nM and 12.0 nM; also inhibits Notch signaling with IC50 of 14.1 nM. Phase 3.,C([C@@H](C(N[C@H](C(N[C@@H]1C2=C(CCN(C(=O)1)C)C=CC=C2)=O)C)=O)O)(C)C,199,http://www.selleckchem.com/products/Semagacestat(LY450139).html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E14,Gemfibrozil (Lopid),S1729,SW196802-3,10,m,14,5,192895304,250.33,25812-30-0,free base,Others,Gemfibrozil (Lopid) is a compound used to lower lipid levels.,C1=CC(=CC(=C1C)OCCCC(C(=O)O)(C)C)C,199,http://www.selleckchem.com/products/Gemfibrozil(Lopid).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E15,Methimazole(Tapazole; Northyx),S1609,SW197088-3,10,m,15,5,192904877,114.17,60-56-0,free base,Others,Methimazole(Tapazole; Northyx) is an antithyroid medicine.,N1C=CN(C1=S)C,201,http://www.selleckchem.com/products/Methimazole(Tapazole).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E16,Telmisartan (Micardis),S1738,SW197676-3,10,m,16,5,192885280,514.62,144701-48-4,free base,RAAS,Telmisartan (Micardis) is an angiotensin II receptor antagonist (ARB) used in the management of hypertension.,C1=C(C(=CC=C1)C2=CC=C(C=C2)CN3C(=NC4=C3C=C(C=C4C)C5N(C6=C(N=5)C=CC=C6)C)CCC)C(O)=O,25,http://www.selleckchem.com/products/Telmisartan(Micardis).html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E17,Darunavir Ethanolate,S1620,SW219052-1,10,m,17,5,192927124,593.73,635728-49-3,ethanolate,HIV Protease,Darunavir Ethanolate is an HIV protease inhibitor.,[C@@]12([C@]([C@@](CO1)([H])OC(N[C@](CC3=CC=CC=C3)([H])[C@](CN(CC(C)C)S(C4=CC=C(C=C4)N)(=O)=O)([H])O)=O)(CCO2)[H])[H].CCO,200,http://www.selleckchem.com/products/Darunavir-Ethanolate(Prezista).html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E18,Nisoldipine (Sular),S1748,SW219237-1,10,m,18,5,192884424,388.41,63675-72-9,free base,Others,Nisoldipine (Sular) is a calcium channel blocker belonging to the dihydropyridines class; specific for L-type Cav1.2 with IC50 of 10 nM.,C1(=C(C(C(=C(N1)C)C(OC)=O)C2=CC=CC=C2[N+](=O)[O-])C(OCC(C)C)=O)C,200,http://www.selleckchem.com/products/Nisoldipine(Sular).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E19,Allopurinol (Zyloprim),S1630,SW199406-4,10,m,19,5,192904648,136.11,315-30-0,free base,OX Receptor,Allopurinol (Zyloprim) is a xanthine oxidase inhibitor with an IC50 of 7.82±0.12 _M.,N1=CN=C2C(C1=O)=CNN2,198,http://www.selleckchem.com/products/Allopurinol(Zyloprim).html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E20,Rifampin,S1764,SW196966-4,10,m,20,5,192874339,822.94,13292-46-1,free base,Others,Rifampin is a bactericidal antibiotic agent of the rifamycin group.,C1(=C2C(=C3C(=C1O)C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(/C(N2)=O)C)C)O)C)O)C)OC(=O)C)C)OC)C)O)/C=N/N5CCN(CC5)C,200,http://www.selleckchem.com/products/Rifampin(Rifadin).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E21,Chlorothiazide,S1641,SW219268-1,10,m,21,5,192894253,295.72,58-94-6,free base,Others,Chlorothiazide is a diuretic and antihypertensive. (IC50=3.8 mM),C1(=C(C=C2C(=C1)N=CNS2(=O)=O)S(N)(=O)=O)Cl,199,http://www.selleckchem.com/products/Chlorothiazide(Diuril).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,E22,Trifluridine (Viroptic),S1778,SW199522-2,10,m,22,5,192884330,296.2,70-00-8,free base,Others,Trifluridine (Viroptic) is an anti-herpesvirus antiviral agent used primarily on the eye.,N1C(N(C=C(C1=O)C(F)(F)F)[C@H]2C[C@@H]([C@H](O2)CO)O)=O,199,http://www.selleckchem.com/products/Trifluridine(Viroptic).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F03,Amiloride hydrochloride(Midamor),S1811,SW196333-4,10,m,3,6,192883458,266.09,2016-88-8,hydrochloride,Others,Amiloride hydrochloride(Midamor); a pyrazine compound inhibiting sodium reabsorption through sodium channels in renal epithelial cells.,C1(=C(N=C(C(=N1)C(NC(N)=N)=O)N)N)Cl.Cl,199,http://www.selleckchem.com/products/Amiloride-hydrochloride(Midamor).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F04,Fluticasone propionate (Flonase; Veramyst),S1992,SW219965-1,10,m,4,6,192871958,500.57,80474-14-2,propionate,Others,Fluticasone propionate (Flonase; Veramyst) is a synthetic corticosteroid which is derived from fluticasone used to treat asthma and allergic rhinitis (hay fever).,C1C(C=C2[C@](C=1)([C@]3([C@@](C[C@@H]2F)([C@]4([C@](C[C@H]3O)([C@@]([C@@H](C4)C)(C(SCF)=O)OC(CC)=O)C)[H])[H])F)C)=O,199,http://www.selleckchem.com/products/fluticasone-propionate-Flonase-Veramyst.html,Others,,L1300-Selleck-FDA-Approved-Drug-Library
SelleckChem002,SP0136-A,F05,Oxfendazole,S1830,SW199450-2,10,m,5,6,192882914,315.35,53716-50-0,free base,Others,Oxfendazole is the sulfoxide form of fenbendazole which is  a broad spectrum benzimidazole anthelmintic. ,S(C1=CC2=C(C=C1)N=C(N2)NC(OC)=O)(C3=CC=CC=C3)=O,31,http://www.selleckchem.com/products/oxfendazole.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F06,PCI-34051,S2012,SW220150-1,10,m,6,6,192943734,296.32,950762-95-5,free base,HDAC,PCI-34051 is a potent and specific HDAC8 inhibitor with IC50 of 10 nM. It has greater than 200-fold selectivity over HDAC1 and 6; more than 1000-fold selectivity over HDAC2; 3; and 10.,N1(C=CC2C=CC(=CC1=2)C(=O)NO)CC3C=CC(=CC=3)OC,199,http://www.selleckchem.com/products/pci-34051.html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F07,Chenodeoxycholic,S1843,SW219596-1,10,m,7,6,192883154,392.57,474-25-9,free base,Others,Chenodeoxycholic acid is a naturally occurring human bile acid.,C1[C@H](C[C@@]2([C@](C1)([C@]3([C@@]([C@@H](C2)O)([C@]4([C@](CC3)([C@](CC4)([H])[C@@H](CCC(O)=O)C)C)[H])[H])[H])C)[H])O,201,http://www.selleckchem.com/products/Chenodeoxycholic-acid.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F08,Ketotifen fumarate (Zaditor),S2024,SW196887-4,10,m,8,6,192954649,425.5,34580-14-8,fumarate,Histamine Receptor,Ketotifen fumarate (Zaditor) is a fumaric acid salt of ketotifen which is a H1-antihistamine and mast cell stabilizer.,C12(C(CC3=C(C(C=1C=CS2)=C4CCN(CC4)C)C=CC=C3)=O).C(/C=C/C(O)=O)(O)=O,18,http://www.selleckchem.com/products/ketotifen-fumarate-zaditor.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F09,Diethylstilbestrol,S1859,SW197137-4,10,m,9,6,192883927,268.35,56-53-1,free base,Others,Diethylstilbestrol; a synthetic nonsteroidal estrogen used in the treatment of menopausal and postmenopausal disorders.,C1(=CC=C(C=C1)/C(=C(/C2=CC=C(C=C2)O)CC)CC)O,201,http://www.selleckchem.com/products/Diethylstilbestrol(Stilbestrol).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F10,Epalrestat,S2035,SW219826-1,10,m,10,6,192954449,319.4,82159-09-9,free base,Others,Epalrestat is an aldose reductase inhibitor with IC50 of 72 nM.,C1=CC=CC(=C1)/C=C(/C=C2\SC(N(C2=O)CC(O)=O)=S)C,6.26,http://www.selleckchem.com/products/epalrestat.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F11,Idoxuridine,S1883,SW198484-2,10,m,11,6,192883867,354.1,54-42-2,free base,Others,Idoxuridine is an antiviral agent for feline herpesvirus type-1 with IC50 of 4.3 µM.,C1(=CN(C(NC1=O)=O)[C@@H]2O[C@@H]([C@H](C2)O)CO)I,98.84,http://www.selleckchem.com/products/idoxuridine.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F12,Cyproheptadine hydrochloride (Periactin),S2044,SW196450-4,10,m,12,6,192954618,323.86,969-33-5,hydrochloride,Histamine Receptor,Cyproheptadine hydrochloride (Periactin) is a hydrochloride salt form of cyproheptadine which is a histamine receptor antagonist for 5-HT2 receptor with IC50 of 0.6 nM.,C1(=C2CCN(CC2)C)(C3=C(C=CC4=C1C=CC=C4)C=CC=C3).Cl,200,http://www.selleckchem.com/products/cyproheptadine-hydrochloride-periactin.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,F13,Dipyridamole (Persantine),S1895,SW196456-3,10,m,13,6,192904100,504.63,58-32-2,free base,Others,Dipyridamole (Persantine) is a phosphodiesterase inhibitor that blocks uptake and metabolism of adenosine by erythrocytes and vascular endothelial cells.,N1C(=NC2=C(C=1N3CCCCC3)N=C(N=C2N4CCCCC4)N(CCO)CCO)N(CCO)CCO,200,"http://www.selleckchem.com/products/Dipyridamole(Permole,-Persantine).html",Others,,L1700-Selleck-Bioactive-Compound-Library
