Catalog number,old,MW,Plate Location,Plate number,96 Plate Map,96 well,384 plate ID,Plate Map,Well,Human Readable Name,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
FA-005,Linolenic acid (18:3 n-3),278.4,2-C09,2,Plate 2,C09,EnzoICCB1,SP0133,E18,Linolenic acid (18:3 n-3) - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Polyunsaturated fatty acid ,DMSO,2840,Linolenic acid (18:3 n-3) - bioactive lipid
EI-150,1-Hexadecyl-2-O-acetyl-glycerol,358.6,1-C10,1,Plate 1,C10,EnzoICCB1,SP0133,E19,1-Hexadecyl-2-O-acetyl-glycerol - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Blocks DAG activation of PKC,DMSO,2840,1-Hexadecyl-2-O-acetyl-glycerol - bioactive lipid
LXA-004,Lipoxin A4,352.5,2-C10,2,Plate 2,C10,EnzoICCB1,SP0133,E20,Lipoxin A4 - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,Lipoxin A4 - bioactive lipid
EI-149,1-Hexadecyl-2-O-methyl-glycerol,330.5,1-C11,1,Plate 1,C11,EnzoICCB1,SP0133,E21,1-Hexadecyl-2-O-methyl-glycerol - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Blocks DAG activation of PKC,DMSO,2840,1-Hexadecyl-2-O-methyl-glycerol - bioactive lipid
LP-101,L-NASPA,423.5,2-C11,2,Plate 2,C11,EnzoICCB1,SP0133,E22,L-NASPA - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  LPA agonist / antagonist,DMSO,2840,L-NASPA - bioactive lipid
AC-110,Loperamide·HCl,513.5,3-C02,3,Plate 3,C02,EnzoICCB1,SP0133,F03,Loperamide - Calcium channels,ICCB Known Bioactives Library,0.0779,Ion channel ligands:  Calcium channels,DMSO,2840,Loperamide - Calcium channels
EI-145,A-3,284.8,4-C02,4,Plate 4,C02,EnzoICCB1,SP0133,F04,A-3 - kinase inhibitor,ICCB Known Bioactives Library,0.14,Kinase inhibitors:  kinase inhibitor,DMSO,2840,A-3 - kinase inhibitor
AC-103,Methoxyverapimil·HCl,521.1,3-C03,3,Plate 3,C03,EnzoICCB1,SP0133,F05,Methoxy verapamil - Calcium channels,ICCB Known Bioactives Library,0.0768,Ion channel ligands:  Calcium channels,DMSO,2840,Methoxy verapamil - Calcium channels
G-200,Acetyl (N)-s-farnesyl-l-cysteine,367.5,4-C03,4,Plate 4,C03,EnzoICCB1,SP0133,F06,Acetyl (N)-S-farnesyl-L-cysteine - farnesylation inhibitor,ICCB Known Bioactives Library,0.109,Inhibitors:  farnesylation inhibitor,DMSO,2840,Acetyl (N)-S-farnesyl-L-cysteine - farnesylation inhibitor
KC-125,Minoxidil,209.2,3-C04,3,Plate 3,C04,EnzoICCB1,SP0133,F07,Minoxidil - Potassium channels,ICCB Known Bioactives Library,0.191,Ion channel ligands:  Potassium channels,DMSO,2840,Minoxidil - Potassium channels
GR-300,Actinomycin D,464.5,4-C04,4,Plate 4,C04,EnzoICCB1,SP0133,F08,Actinomycin D - Inhibits transcription,ICCB Known Bioactives Library,0.0861,Inhibitors:  transcription inhibitor,DMSO,2840,Actinomycin D - Inhibits transcription
KC-130,Minoxidil sulfate,289.3,3-C05,3,Plate 3,C05,EnzoICCB1,SP0133,F09,Minoxidil sulfate - Potassium channels,ICCB Known Bioactives Library,0.138,Ion channel ligands:  Potassium channels,DMSO,2840,Minoxidil sulfate - Potassium channels
VR-101,Arvanil,439.6,4-C05,4,Plate 4,C05,EnzoICCB1,SP0133,F10,Arvanil - vanilloid receptor ligand,ICCB Known Bioactives Library,0.091,Ion channel ligands:  Vaniloid receptor agonist,DMSO,2840,Arvanil - vanilloid receptor ligand
AC-108,Nicardipine·HCl,516,3-C06,3,Plate 3,C06,EnzoICCB1,SP0133,F11,Nicardipine - Calcium channels,ICCB Known Bioactives Library,0.0775,Ion channel ligands:  Calcium channels,DMSO,2840,Nicardipine - Calcium channels
EI-277,AG1478,352.2,4-C06,4,Plate 4,C06,EnzoICCB1,SP0133,F12,AG1478 - kinase inhibitor,ICCB Known Bioactives Library,0.114,Kinase inhibitors:  Tyrosine kinase inhibitor. Broad spectrum,DMSO,2840,AG1478 - kinase inhibitor
CA-210,Nifedipine,346.3,3-C07,3,Plate 3,C07,EnzoICCB1,SP0133,F13,Nifedipine - Calcium channels,ICCB Known Bioactives Library,0.115,Ion channel ligands:  Calcium channels,DMSO,2840,Nifedipine - Calcium channels
EI-188,AG213 (Tyrphostin 47),220.2,4-C07,4,Plate 4,C07,EnzoICCB1,SP0133,F14,AG213 (Tyrphostin 47) - kinase inhibitor,ICCB Known Bioactives Library,0.182,Kinase inhibitors:  EGF-R tyrosine kinase inhibitor,DMSO,2840,AG213 (Tyrphostin 47) - kinase inhibitor
AC-134,Niflumic acid,282.2,3-C08,3,Plate 3,C08,EnzoICCB1,SP0133,F15,Niflumic acid - Misc. channels,ICCB Known Bioactives Library,0.142,Ion channel ligands:  Misc. channels,DMSO,2840,Niflumic acid - Misc. channels
EI-229,AG-370,259.3,4-C08,4,Plate 4,C08,EnzoICCB1,SP0133,F16,AG-370 - kinase inhibitor,ICCB Known Bioactives Library,0.154,Kinase inhibitors:  PDGF receptor kinase inhibitor,DMSO,2840,AG-370 - kinase inhibitor
CA-216,Niguldipine,646.2,3-C09,3,Plate 3,C09,EnzoICCB1,SP0133,F17,Niguldipine - Calcium channels,ICCB Known Bioactives Library,0.0619,Ion channel ligands:  Calcium channels,DMSO,2840,Niguldipine - Calcium channels
EI-272,AG-490,294.3,4-C09,4,Plate 4,C09,EnzoICCB1,SP0133,F18,AG-490 - kinase inhibitor,ICCB Known Bioactives Library,0.136,Kinase inhibitors:  JAK2 inhibitor,DMSO,2840,AG-490 - kinase inhibitor
CA-211,Nimodipine,418.4,3-C10,3,Plate 3,C10,EnzoICCB1,SP0133,F19,Nimodipine - Calcium channels,ICCB Known Bioactives Library,0.0956,Ion channel ligands:  Calcium channels,DMSO,2840,Nimodipine - Calcium channels
EI-258,AG-879,316.5,4-C10,4,Plate 4,C10,EnzoICCB1,SP0133,F20,AG-879 - kinase inhibitor,ICCB Known Bioactives Library,0.126,Kinase inhibitors:  NGF receptor inhibitor,DMSO,2840,AG-879 - kinase inhibitor
CA-212,Nitrendipine,360.4,3-C11,3,Plate 3,C11,EnzoICCB1,SP0133,F21,Nitrendipine - Calcium channels,ICCB Known Bioactives Library,0.111,Ion channel ligands:  Calcium channels,DMSO,2840,Nitrendipine - Calcium channels
A-150,Alamethicin,1964.3,4-C11,4,Plate 4,C11,EnzoICCB1,SP0133,F22,Alamethicin - ionophore,ICCB Known Bioactives Library,0.0204,Inhibitors:  monovalent cation ionophore,DMSO,2840,Alamethicin - ionophore
L-108,1-Octadecyl-2-methylglycero-3 PC,523.7,1-D02,1,Plate 1,D02,EnzoICCB1,SP0133,G03,1-Octadecyl-2-methylglycero-3 PC - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Inhibits PI-specific PLC,DMSO,2840,1-Octadecyl-2-methylglycero-3 PC - bioactive lipid
RA-101,LY-171883,318.4,2-D02,2,Plate 2,D02,EnzoICCB1,SP0133,G04,LY-171883 - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Leukotriene D4 receptor antagonist,DMSO,2840,LY-171883 - bioactive lipid
DG-125,1-Oleoyl 2-acetyl-glycerol,398.6,1-D03,1,Plate 1,D03,EnzoICCB1,SP0133,G05,1-Oleoyl-2-acetyl-glycerol - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PKC activator,DMSO,2840,1-Oleoyl-2-acetyl-glycerol - bioactive lipid
L-101,Lyso-PAF C16,481.6,2-D03,2,Plate 2,D03,EnzoICCB1,SP0133,G06,Lyso-PAF C16 - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Inactive PAF metabolite,DMSO,2840,Lyso-PAF C16 - bioactive lipid
DG-135,1-Stearoyl-2-lineoyl-glycerol,621,1-D04,1,Plate 1,D04,EnzoICCB1,SP0133,G07,1-Stearoyl-2-linoleoyl-glycerol - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PKC activator,DMSO,2840,1-Stearoyl-2-linoleoyl-glycerol - bioactive lipid
LP-100,Lysophosphatidic acid·Na,458.5,2-D04,2,Plate 2,D04,EnzoICCB1,SP0133,G08,Lysophosphatidic acid - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  LPA receptor antagonist,DMSO,2840,Lysophosphatidic acid - bioactive lipid
DG-130,1-stearoyl-2-arachidonyl-glycerol,645,1-D05,1,Plate 1,D05,EnzoICCB1,SP0133,G09,1-Stearoyl-2-arachidonoyl-glycerol - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PKC activator,DMSO,2840,1-Stearoyl-2-arachidonoyl-glycerol - bioactive lipid
SL-221,D-erythro-MAPP,361.6,2-D05,2,Plate 2,D05,EnzoICCB1,SP0133,G10,MAPP; D-erythro - Ceramidase inhibitor,ICCB Known Bioactives Library,0.008,Lipid biosynthesis:  Ceramidase inhibitor,DMSO,2840,MAPP; D-erythro - Ceramidase inhibitor
DM-300,24;25-Dihydroxyvitamin D3,416.6,1-D06,1,Plate 1,D06,EnzoICCB1,SP0133,G11,24;25-Dihydroxyvitamin D3 - Vitamin D receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Vitamin D receptor ligand,DMSO,2840,24;25-Dihydroxyvitamin D3 - Vitamin D receptor ligand
SL-222,L-erythro-MAPP,361.6,2-D06,2,Plate 2,D06,EnzoICCB1,SP0133,G12,MAPP; L-erythro - Negative control for D-erythro-MAPP,ICCB Known Bioactives Library,0.008,Lipid biosynthesis:  Negative control for D-erythro-MAPP,DMSO,2840,MAPP; L-erythro - Negative control for D-erythro-MAPP
DM-100,25-Dihydroxyvitamin D3,400.6,1-D07,1,Plate 1,D07,EnzoICCB1,SP0133,G13,25-Hydroxyvitamin D3 - Vitamin D receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Vitamin D receptor ligand,DMSO,2840,25-Hydroxyvitamin D3 - Vitamin D receptor ligand
FA-004,Mead acid (20:3 n-9),306.5,2-D07,2,Plate 2,D07,EnzoICCB1,SP0133,G14,Mead acid (20:3 n-9) - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Polyunsaturated fatty acid ,DMSO,2840,Mead acid (20:3 n-9) - bioactive lipid
FA-028,2-Arachidonoylglycerol,378.5,1-D08,1,Plate 1,D08,EnzoICCB1,SP0133,G15,2-Arachidonoylglycerol - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Cannabinoid CB1 receptor agonist,DMSO,2840,2-Arachidonoylglycerol - cannabinoid receptor ligand
FA-027,Mead ethanolamide,349.6,2-D08,2,Plate 2,D08,EnzoICCB1,SP0133,G16,Mead ethanolamide - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Mead ethanolamide - cannabinoid receptor ligand
G-231,2-Fluoropalmitic acid,274.4,1-D09,1,Plate 1,D09,EnzoICCB1,SP0133,G17,2-Fluoropalmitic acid - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Protein palmitoylation inhibitor,DMSO,2840,2-Fluoropalmitic acid - bioactive lipid
GR-106,Methoprene acid,268.4,2-D09,2,Plate 2,D09,EnzoICCB1,SP0133,G18,Methoprene acid - retinoid receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Retinoid RXR agonist,DMSO,2840,Methoprene acid - retinoid receptor ligand
G-230,2-Hydroxymyristic acid,244.4,1-D10,1,Plate 1,D10,EnzoICCB1,SP0133,G19,2-Hydroxymyristic acid - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Protein myristoylation inhibitor,DMSO,2840,2-Hydroxymyristic acid - bioactive lipid
PG-052,Misoprostol; free acid,368.5,2-D10,2,Plate 2,D10,EnzoICCB1,SP0133,G20,Misoprostol; free acid - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin EP receptor agonist,DMSO,2840,Misoprostol; free acid - prostaglandin
GR-103,4-hydroxyphenylretinamide,391.5,1-D11,1,Plate 1,D11,EnzoICCB1,SP0133,G21,4-Hydroxyphenylretinamide - retinoid receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Retinoid receptor agonist / apoptosis inducer,DMSO,2840,4-Hydroxyphenylretinamide - retinoid receptor ligand
SL-105,N;N-Dimethylsphingosine,327.5,2-D11,2,Plate 2,D11,EnzoICCB1,SP0133,G22,N;N-Dimethylsphingosine - Sphingosine kinase inhibitor,ICCB Known Bioactives Library,0.008,Lipid biosynthesis:  Sphingosine kinase inhibitor,DMSO,2840,N;N-Dimethylsphingosine - Sphingosine kinase inhibitor
AC-132,N-Phenylanthranilic acid,213.2,3-D02,3,Plate 3,D02,EnzoICCB1,SP0133,H03,N-Phenylanthranilic acid - Misc. channels,ICCB Known Bioactives Library,0.188,Ion channel ligands:  Misc. channels,DMSO,2840,N-Phenylanthranilic acid - Misc. channels
EI-303,AG-1296,266.3,4-D02,4,Plate 4,D02,EnzoICCB1,SP0133,H04,AG-1296 - kinase inhibitor,ICCB Known Bioactives Library,0.15,Kinase inhibitors:  c-kit; FGF and PDGF kinase inhibitor,DMSO,2840,AG-1296 - kinase inhibitor
CM-100,NPPB,300.3,3-D03,3,Plate 3,D03,EnzoICCB1,SP0133,H05,NPPB - Misc. channels,ICCB Known Bioactives Library,0.133,Ion channel ligands:  Misc. channels,DMSO,2840,NPPB - Misc. channels
PD-152,Milrinone,211.2,4-D03,4,Plate 4,D03,EnzoICCB1,SP0133,H06,Milrinone - phosphodiesterase inhibitor,ICCB Known Bioactives Library,0.189,Inhibitors:  phosphodiesterase (PDE3) inhibitor,DMSO,2840,Milrinone - phosphodiesterase inhibitor
KC-127,NS-1619,362.2,3-D04,3,Plate 3,D04,EnzoICCB1,SP0133,H07,NS-1619 - Potassium channels,ICCB Known Bioactives Library,0.11,Ion channel ligands:  Potassium channels,DMSO,2840,NS-1619 - Potassium channels
GR-333,PRIMA-1,185.2,4-D04,4,Plate 4,D04,EnzoICCB1,SP0133,H08,PRIMA-1 - p53 reactivator,ICCB Known Bioactives Library,0.216,Inhibitors:  p53 reactivator,DMSO,2840,PRIMA-1 - p53 reactivator
KC-155,Paxilline,435.6,3-D05,3,Plate 3,D05,EnzoICCB1,SP0133,H09,Paxilline - Potassium channels,ICCB Known Bioactives Library,0.0918,Ion channel ligands:  Potassium channels,DMSO,2840,Paxilline - Potassium channels
EI-313,Ikarugamycin,480.6,4-D05,4,Plate 4,D05,EnzoICCB1,SP0133,H10,Ikarugamyin - inhibits endocytosis,ICCB Known Bioactives Library,0.0832,Inhibitors:  inhibits clathrin coated pit mediated endocytosis,DMSO,2840,Ikarugamyin - inhibits endocytosis
KC-131,PCO-400,299.3,3-D06,3,Plate 3,D06,EnzoICCB1,SP0133,H11,PCO-400 - Potassium channels,ICCB Known Bioactives Library,0.134,Ion channel ligands:  Potassium channels,DMSO,2840,PCO-400 - Potassium channels
AP-101,4-Amino-1;8-naphthalimide,212.2,4-D06,4,Plate 4,D06,EnzoICCB1,SP0133,H12,Amino-1;8-naphthalimide [4-Amino-1;8-naphthalimide] - PARP inhibitor,ICCB Known Bioactives Library,0.188,Inhibitors:  PARP inhibitor,DMSO,2840,Amino-1;8-naphthalimide [4-Amino-1;8-naphthalimide] - PARP inhibitor
KC-157,Penitrem A,634.2,3-D07,3,Plate 3,D07,EnzoICCB1,SP0133,H13,Penitrem A - Potassium channels,ICCB Known Bioactives Library,0.0631,Ion channel ligands:  Potassium channels,DMSO,2840,Penitrem A - Potassium channels
G-400,3-aminobenzamide (3-ABA),136.2,4-D07,4,Plate 4,D07,EnzoICCB1,SP0133,H14,Aminobenzamide (3-ABA) [3-Aminobenzamide (3-ABA)] - ADP ribose polymerase inhibitor,ICCB Known Bioactives Library,0.294,Inhibitors:  ADP ribose polymerase; apoptosis inhibitor,DMSO,2840,Aminobenzamide (3-ABA) [3-Aminobenzamide (3-ABA)] - ADP ribose polymerase inhibitor
AC-131,Phenamil,305.7,3-D08,3,Plate 3,D08,EnzoICCB1,SP0133,H15,Phenamil - Sodium channels,ICCB Known Bioactives Library,0.131,Ion channel ligands:  Sodium channels,DMSO,2840,Phenamil - Sodium channels
EI-308,17-Allylamino-geldanamycin,585.7,4-D08,4,Plate 4,D08,EnzoICCB1,SP0133,H16,17-Allylamino-geldanamycin - HSP-90 inhibitor,ICCB Known Bioactives Library,0.0683,Inhibitors:  HSP-90 inhibitor,DMSO,2840,17-Allylamino-geldanamycin - HSP-90 inhibitor
AC-121,Phentolamine,281.4,3-D09,3,Plate 3,D09,EnzoICCB1,SP0133,H17,Phentolamine - Potassium channels,ICCB Known Bioactives Library,0.142,Ion channel ligands:  Potassium channels,DMSO,2840,Phentolamine - Potassium channels
ST-102,Anisomycin,265.3,4-D09,4,Plate 4,D09,EnzoICCB1,SP0133,H18,Anisomycin - inhibits protein synthesis,ICCB Known Bioactives Library,0.151,Inhibitors:  MAP kinase activator,DMSO,2840,Anisomycin - inhibits protein synthesis
AC-125,Phenytoin,252.3,3-D10,3,Plate 3,D10,EnzoICCB1,SP0133,H19,Phenytoin - Sodium channels,ICCB Known Bioactives Library,0.159,Ion channel ligands:  Sodum channels,DMSO,2840,Phenytoin - Sodium channels
CC-101,Aphidicolin,338.5,4-D10,4,Plate 4,D10,EnzoICCB1,SP0133,H20,Aphidicolin - Inhibits DNA synthesis,ICCB Known Bioactives Library,0.118,Inhibitors:  DNA polymerase inhibitor,DMSO,2840,Aphidicolin - Inhibits DNA synthesis
AC-109,Pimozide,461.5,3-D11,3,Plate 3,D11,EnzoICCB1,SP0133,H21,Pimozide - Calcium channels,ICCB Known Bioactives Library,0.0867,Ion channel ligands:  Calcium channels,DMSO,2840,Pimozide - Calcium channels
EI-175,Aristolochic acid,341.3,4-D11,4,Plate 4,D11,EnzoICCB1,SP0133,H22,Aristolochic acid - phospholipase inhibitor,ICCB Known Bioactives Library,0.117,Lipid biosynthesis:  phospholipase A2 inhibitor,DMSO,2840,Aristolochic acid - phospholipase inhibitor
G-232,4-Oxatetradecanoic acid,230.3,1-E02,1,Plate 1,E02,EnzoICCB1,SP0133,I03,4-Oxatetradecanoic acid - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Myristic acid analog,DMSO,2840,4-Oxatetradecanoic acid - bioactive lipid
LEA-004,N-Acetyl-leukotriene E4,481.6,2-E02,2,Plate 2,E02,EnzoICCB1,SP0133,I04,N-Acetyl-leukotriene E4 - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,N-Acetyl-leukotriene E4 - bioactive lipid
H-005,5(S)-HETE,320.5,1-E03,1,Plate 1,E03,EnzoICCB1,SP0133,I05,5(S)-HETE - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,5(S)-HETE - bioactive lipid
FA-029,N-arachidonoylglycine,361.5,2-E03,2,Plate 2,E03,EnzoICCB1,SP0133,I06,N-Arachidonoylglycine - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  FAAH inhibitor,DMSO,2840,N-Arachidonoylglycine - cannabinoid receptor ligand
HP-005,5(S)-HPETE,336.5,1-E04,1,Plate 1,E04,EnzoICCB1,SP0133,I07,5(S)-HPETE - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Fatty acid hydroperoxide,DMSO,2840,5(S)-HPETE - bioactive lipid
FA-030,N-linoleoylglycine,337.5,2-E04,2,Plate 2,E04,EnzoICCB1,SP0133,I08,N-Linoleoylglycine - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  FAAH inhibitor,DMSO,2840,N-Linoleoylglycine - cannabinoid receptor ligand
EE-56,5;6-Epoxyeicosatrienoic acid,320.5,1-E05,1,Plate 1,E05,EnzoICCB1,SP0133,I09,5;6-Epoxyeicosatrienoic acid - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,5;6-Epoxyeicosatrienoic acid - bioactive lipid
L-100,PAF C16,523.7,2-E05,2,Plate 2,E05,EnzoICCB1,SP0133,I10,PAF C16 - PAF receptor ligand,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PAF receptor agonist,DMSO,2840,PAF C16 - PAF receptor ligand
ET-004,5;8;11;14-Eicosatetraynoic acid,296.4,1-E06,1,Plate 1,E06,EnzoICCB1,SP0133,I11,5;8;11;14-Eicosatetraynoic acid - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Cyclooxygenase & lipoxygenase inhibitor,DMSO,2840,5;8;11;14-Eicosatetraynoic acid - bioactive lipid
L-105,PAF C18,551.7,2-E06,2,Plate 2,E06,EnzoICCB1,SP0133,I12,PAF C18 - PAF receptor ligand,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PAF receptor agonist,DMSO,2840,PAF C18 - PAF receptor ligand
ET-003,5;8;11-Eicosatriynoic acid,300.4,1-E07,1,Plate 1,E07,EnzoICCB1,SP0133,I13,5;8;11-Eicosatriynoic acid - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Lipoxygenase inhibitor,DMSO,2840,5;8;11-Eicosatriynoic acid - bioactive lipid
L-107,PAF C18:1,549.7,2-E07,2,Plate 2,E07,EnzoICCB1,SP0133,I14,PAF C18:1 - PAF receptor ligand,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PAF receptor agonist,DMSO,2840,PAF C18:1 - PAF receptor ligand
K-005,5-Ketoeicosatetraenoic acid,318.5,1-E08,1,Plate 1,E08,EnzoICCB1,SP0133,I15,5-Ketoeicosatetraenoic acid - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  5-KETE receptor (R527) agonist,DMSO,2840,5-Ketoeicosatetraenoic acid - bioactive lipid
FA-018,Palmitylethanolamide,299.5,2-E08,2,Plate 2,E08,EnzoICCB1,SP0133,I16,Palmitylethanolamide - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Cannabinoid CB2 receptor agonist,DMSO,2840,Palmitylethanolamide - cannabinoid receptor ligand
GR-206,6-Formylindolo [3;2-B] carbazole,284.3,1-E09,1,Plate 1,E09,EnzoICCB1,SP0133,I17,6-Formylindolo [3;2-B] carbazole - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  AHR agonist,DMSO,2840,6-Formylindolo [3;2-B] carbazole - bioactive lipid
LP-103,Dipalmitoylphosphatidic acid,648.9,2-E09,2,Plate 2,E09,EnzoICCB1,SP0133,I18,Phosphatidic acid; dipalmitoyl - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Activates MAP kinase cascade,DMSO,2840,Phosphatidic acid; dipalmitoyl - bioactive lipid
PG-017,6-Keto-prostaglandin F1a,370.5,1-E10,1,Plate 1,E10,EnzoICCB1,SP0133,I19,6-Keto-prostaglandin F1? - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,6-Keto-prostaglandin F1? - bioactive lipid
PG-001,Prostaglandin A1,336.5,2-E10,2,Plate 2,E10,EnzoICCB1,SP0133,I20,Prostaglandin A1 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin A1 - prostaglandin
EI-112,7;7-Dimethyleicosadienoic acid,336.6,1-E11,1,Plate 1,E11,EnzoICCB1,SP0133,I21,7;7-Dimethyleicosadienoic acid - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PLA2 inhibitor,DMSO,2840,7;7-Dimethyleicosadienoic acid - bioactive lipid
PG-002,Prostaglandin A2,334.4,2-E11,2,Plate 2,E11,EnzoICCB1,SP0133,I22,Prostaglandin A2 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin A2 - prostaglandin
AC-118,Pinacidil,245.3,3-E02,3,Plate 3,E02,EnzoICCB1,SP0133,J03,Pinacidil - Potassium channels,ICCB Known Bioactives Library,0.163,Ion channel ligands:  Potassium channels,DMSO,2840,Pinacidil - Potassium channels
PD-150,8-methoxymethyl-IBMX,266.3,4-E02,4,Plate 4,E02,EnzoICCB1,SP0133,J04,8-Methoxymethyl-IBMX - phosphodiesterase inhibitor,ICCB Known Bioactives Library,0.15,Inhibitors:  phosphodiesterase (PDE1) inhibitor,DMSO,2840,8-Methoxymethyl-IBMX - phosphodiesterase inhibitor
AC-127,Procainamide,235.3,3-E03,3,Plate 3,E03,EnzoICCB1,SP0133,J05,Procainamide - Sodium channels,ICCB Known Bioactives Library,0.17,Ion channel ligands:  Sodium channels,DMSO,2840,Procainamide - Sodium channels
PD-149,MBCQ,313.7,4-E03,4,Plate 4,E03,EnzoICCB1,SP0133,J06,MBCQ - phosphodiesterase inhibitor,ICCB Known Bioactives Library,0.127,Inhibitors:  phosphodiesterase (PDE5) inhibitor,DMSO,2840,MBCQ - phosphodiesterase inhibitor
AC-124,Propafenone,341.4,3-E04,3,Plate 3,E04,EnzoICCB1,SP0133,J07,Propafenone - Potassium channels,ICCB Known Bioactives Library,0.117,Ion channel ligands:  Potassium channels,DMSO,2840,Propafenone - Potassium channels
G-235,B581,470.7,4-E04,4,Plate 4,E04,EnzoICCB1,SP0133,J08,B581 - farnesylation inhibitor,ICCB Known Bioactives Library,0.085,Inhibitors:  farnesyltransferase inhibitor,DMSO,2840,B581 - farnesylation inhibitor
AC-129,Quinidine·HCl·H2O,378.9,3-E05,3,Plate 3,E05,EnzoICCB1,SP0133,J09,Quinidine - Sodium channels,ICCB Known Bioactives Library,0.106,Ion channel ligands:  Sodium channels,DMSO,2840,Quinidine - Sodium channels
GR-244,BADGE,340.4,4-E05,4,Plate 4,E05,EnzoICCB1,SP0133,J10,BADGE - PPAR ligand,ICCB Known Bioactives Library,0.118,Nuclear receptor ligands:  PPAR gamma antagonist,DMSO,2840,BADGE - PPAR ligand
AC-122,Quinine·HCl·2H2O,396.9,3-E06,3,Plate 3,E06,EnzoICCB1,SP0133,J11,Quinine - Potassium channels,ICCB Known Bioactives Library,0.101,Ion channel ligands:  Potassium channels,DMSO,2840,Quinine - Potassium channels
CM-110,Bafilomycin A1,622.8,4-E06,4,Plate 4,E06,EnzoICCB1,SP0133,J12,Bafilomycin A1 - vacuolar ATPase inhibitor,ICCB Known Bioactives Library,0.00642,Inhibitors:  vaculolar ATPase inhibitor,DMSO,2840,Bafilomycin A1 - vacuolar ATPase inhibitor
NA-134,QX-314,343.3,3-E07,3,Plate 3,E07,EnzoICCB1,SP0133,J13,QX-314 - Sodium channels,ICCB Known Bioactives Library,0.117,Ion channel ligands:  Sodium channels,DMSO,2840,QX-314 - Sodium channels
CA-411,BAPTA-AM,764.7,4-E07,4,Plate 4,E07,EnzoICCB1,SP0133,J14,BAPTA-AM - Calcium ionophore,ICCB Known Bioactives Library,0.0523,Inhibitors:  cell permeable Ca++ chelator,DMSO,2840,BAPTA-AM - Calcium ionophore
