384 Plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y,CAS Number,Catalog No.
SelleckChemKinaseInhibitor01,SP0159,K18,PF-04691502,SW220185-1,1,m,18,11,1013101-36-4,S2743
SelleckChemKinaseInhibitor01,SP0159,K19,Imatinib (STI571),SW197805-5,1,m,19,11,152459-95-5,S2475
SelleckChemKinaseInhibitor01,SP0159,K20,Dinaciclib (SCH727965),SW220016-1,1,m,20,11,779353-01-4,S2768
SelleckChemKinaseInhibitor01,SP0159,K21,Pazopanib,SW218082-3,1,m,21,11,444731-52-6,S3012
SelleckChemKinaseInhibitor01,SP0159,K22,DCC-2036 (Rebastinib),SW219251-1,1,m,22,11,1020172-07-9,S2634
SelleckChemKinaseInhibitor01,SP0159,L03,Roscovitine (Seliciclib;CYC202),SW220195-1,0.1,m,3,12,186692-46-6,S1153
SelleckChemKinaseInhibitor01,SP0159,L04,PH-797804,SW219277-1,0.1,m,4,12,586379-66-0,S2726
SelleckChemKinaseInhibitor01,SP0159,L05,CYC116,SW219491-1,0.1,m,5,12,693228-63-6,S1171
SelleckChemKinaseInhibitor01,SP0159,L06,GDC-0980 (RG7422),SW219472-1,0.1,m,6,12,1032754-93-0,S2696
SelleckChemKinaseInhibitor01,SP0159,L07,Tivozanib (AV-951),SW219364-1,0.1,m,7,12,475108-18-0,S1207
SelleckChemKinaseInhibitor01,SP0159,L08,Dacomitinib (PF299804; PF299),SW219155-1,0.1,m,8,12,1110813-31-4,S2727
SelleckChemKinaseInhibitor01,SP0159,L09,Cabozantinib (XL184; BMS-907351),SW218093-3,0.1,m,9,12,849217-68-1,S1119
SelleckChemKinaseInhibitor01,SP0159,L10,Milciclib (PHA-848125),SW219949-1,0.1,m,10,12,802539-81-7,S2751
SelleckChemKinaseInhibitor01,SP0159,L11,Alisertib (MLN8237),SW219771-1,0.1,m,11,12,1028486-01-2,S1133
SelleckChemKinaseInhibitor01,SP0159,L12,GSK2126458 (GSK458),SW219502-1,0.1,m,12,12,1086062-66-9,S2658
SelleckChemKinaseInhibitor01,SP0159,L13,SNS-314 Mesylate,SW219886-1,0.1,m,13,12,1146618-41-8,S1154
SelleckChemKinaseInhibitor01,SP0159,L14,Flavopiridol HCl,SW219231-1,0.1,m,14,12,131740-09-5,S2679
SelleckChemKinaseInhibitor01,SP0159,L15,Lenvatinib (E7080),SW219259-1,0.1,m,15,12,417716-92-8,S1164
SelleckChemKinaseInhibitor01,SP0159,L16,R547,SW220191-1,0.1,m,16,12,741713-40-6,S2688
SelleckChemKinaseInhibitor01,SP0159,L17,Lapatinib,SW199101-5,0.1,m,17,12,231277-92-2,S2111
SelleckChemKinaseInhibitor01,SP0159,L18,PF-04691502,SW220185-1,0.1,m,18,12,1013101-36-4,S2743
SelleckChemKinaseInhibitor01,SP0159,L19,Imatinib (STI571),SW197805-5,0.1,m,19,12,152459-95-5,S2475
SelleckChemKinaseInhibitor01,SP0159,L20,Dinaciclib (SCH727965),SW220016-1,0.1,m,20,12,779353-01-4,S2768
SelleckChemKinaseInhibitor01,SP0159,L21,Pazopanib,SW218082-3,0.1,m,21,12,444731-52-6,S3012
SelleckChemKinaseInhibitor01,SP0159,L22,DCC-2036 (Rebastinib),SW219251-1,0.1,m,22,12,1020172-07-9,S2634
SelleckChemKinaseInhibitor01,SP0159,M03,Icotinib,SW219698-1,1,m,3,13,610798-31-7,S2922
SelleckChemKinaseInhibitor01,SP0159,M04,Ibrutinib (PCI-32765),SW218096-2,1,m,4,13,936563-96-1,S2680
SelleckChemKinaseInhibitor01,SP0159,M05,PF 477736,SW219656-1,1,m,5,13,952021-60-2,S2904
SelleckChemKinaseInhibitor01,SP0159,M06,TAK-901,SW220051-1,1,m,6,13,934541-31-8,S2718
SelleckChemKinaseInhibitor01,SP0159,M07,XL019,SW219757-1,1,m,7,13,945755-56-6,S7036
SelleckChemKinaseInhibitor01,SP0159,M08,Varlitinib,SW219901-1,1,m,8,13,845272-21-1,S2755
SelleckChemKinaseInhibitor01,SP0159,M09,VX-702,SW219722-1,1,m,9,13,745833-23-2,S6005
SelleckChemKinaseInhibitor01,SP0159,M10,AMG-900,SW219731-1,1,m,10,13,945595-80-2,S2719
SelleckChemKinaseInhibitor01,SP0159,M11,MEK162 (ARRY-162; ARRY-438162),SW219910-1,1,m,11,13,606143-89-9,S7007
SelleckChemKinaseInhibitor01,SP0159,M12,Crenolanib (CP-868596),SW218293-2,1,m,12,13,670220-88-9,S2730
SelleckChemKinaseInhibitor01,SP0159,M13,LDK378,SW219725-1,1,m,13,13,1032900-25-6,S7083
SelleckChemKinaseInhibitor01,SP0159,M14,MK-5108 (VX-689),SW220174-1,1,m,14,13,1010085-13-8,S2770
SelleckChemKinaseInhibitor01,SP0159,M15,PF-3758309,SW219931-1,1,m,15,13,898044-15-0,S7094
SelleckChemKinaseInhibitor01,SP0159,M16,KX2-391,SW219670-1,1,m,16,13,897016-82-9,S2700
SelleckChemKinaseInhibitor01,SP0159,M17,LGX818,SW220064-1,1,m,17,13,1269440-17-6,S7108
SelleckChemKinaseInhibitor01,SP0159,M18,Sotrastaurin,SW220235-1,1,m,18,13,425637-18-9,S2791
SelleckChemKinaseInhibitor01,SP0159,M19,LY2835219,SW219405-1,1,m,19,13,1231930-82-7,S7158
SelleckChemKinaseInhibitor01,SP0159,M20,BYL719,SW220128-1,1,m,20,13,1217486-61-7,S2814
SelleckChemKinaseInhibitor01,SP0159,M21,AZD1208,SW219766-1,1,m,21,13,1204144-28-4,S7104
SelleckChemKinaseInhibitor01,SP0159,M22,IMD 0354,SW219746-1,1,m,22,13,978-62-1,S2864
SelleckChemKinaseInhibitor01,SP0159,M23,Losmapimod (GW856553X),SW219307-1,1,m,23,13,585543-15-3,S7215
SelleckChemKinaseInhibitor01,SP0159,N03,Icotinib,SW219698-1,0.1,m,3,14,610798-31-7,S2922
SelleckChemKinaseInhibitor01,SP0159,N04,Ibrutinib (PCI-32765),SW218096-2,0.1,m,4,14,936563-96-1,S2680
SelleckChemKinaseInhibitor01,SP0159,N05,PF 477736,SW219656-1,0.1,m,5,14,952021-60-2,S2904
SelleckChemKinaseInhibitor01,SP0159,N06,TAK-901,SW220051-1,0.1,m,6,14,934541-31-8,S2718
SelleckChemKinaseInhibitor01,SP0159,N07,XL019,SW219757-1,0.1,m,7,14,945755-56-6,S7036
SelleckChemKinaseInhibitor01,SP0159,N08,Varlitinib,SW219901-1,0.1,m,8,14,845272-21-1,S2755
SelleckChemKinaseInhibitor01,SP0159,N09,VX-702,SW219722-1,0.1,m,9,14,745833-23-2,S6005
SelleckChemKinaseInhibitor01,SP0159,N10,AMG-900,SW219731-1,0.1,m,10,14,945595-80-2,S2719
SelleckChemKinaseInhibitor01,SP0159,N11,MEK162 (ARRY-162; ARRY-438162),SW219910-1,0.1,m,11,14,606143-89-9,S7007
SelleckChemKinaseInhibitor01,SP0159,N12,Crenolanib (CP-868596),SW218293-2,0.1,m,12,14,670220-88-9,S2730
SelleckChemKinaseInhibitor01,SP0159,N13,LDK378,SW219725-1,0.1,m,13,14,1032900-25-6,S7083
SelleckChemKinaseInhibitor01,SP0159,N14,MK-5108 (VX-689),SW220174-1,0.1,m,14,14,1010085-13-8,S2770
SelleckChemKinaseInhibitor01,SP0159,N15,PF-3758309,SW219931-1,0.1,m,15,14,898044-15-0,S7094
SelleckChemKinaseInhibitor01,SP0159,N16,KX2-391,SW219670-1,0.1,m,16,14,897016-82-9,S2700
SelleckChemKinaseInhibitor01,SP0159,N17,LGX818,SW220064-1,0.1,m,17,14,1269440-17-6,S7108
SelleckChemKinaseInhibitor01,SP0159,N18,Sotrastaurin,SW220235-1,0.1,m,18,14,425637-18-9,S2791
SelleckChemKinaseInhibitor01,SP0159,N19,LY2835219,SW219405-1,0.1,m,19,14,1231930-82-7,S7158
SelleckChemKinaseInhibitor01,SP0159,N20,BYL719,SW220128-1,0.1,m,20,14,1217486-61-7,S2814
SelleckChemKinaseInhibitor01,SP0159,N21,AZD1208,SW219766-1,0.1,m,21,14,1204144-28-4,S7104
SelleckChemKinaseInhibitor01,SP0159,N22,IMD 0354,SW219746-1,0.1,m,22,14,978-62-1,S2864
SelleckChemKinaseInhibitor01,SP0159,N23,Losmapimod (GW856553X),SW219307-1,0.1,m,23,14,585543-15-3,S7215
SelleckChemKinaseInhibitor01,SP0159,O03,LEE011,SW220101-1,1,m,3,15,1211441-98-3,S7440
SelleckChemKinaseInhibitor01,SP0159,O04,PF-562271,SW219484-2,1,m,4,15,717907-75-0,S2890
SelleckChemKinaseInhibitor01,SP0159,O05,Sorafenib,SW202562-4,1,m,5,15,284461-73-0,S7397
SelleckChemKinaseInhibitor01,SP0159,O06,MK-2461,SW219905-1,1,m,6,15,917879-39-1,S2774
SelleckChemKinaseInhibitor01,SP0159,O07,AZD9291,SW219863-1,1,m,7,15,1421373-65-0,S7297
SelleckChemKinaseInhibitor01,SP0159,O08,AZD2014,SW219704-1,1,m,8,15,1009298-59-2,S2783
SelleckChemKinaseInhibitor01,SP0159,O09,CO-1686 (AVL-301),SW219475-1,1,m,9,15,1374640-70-6,S7284
SelleckChemKinaseInhibitor01,SP0159,O10,Dabrafenib (GSK2118436),SW219503-1,1,m,10,15,1195765-45-7,S2807
SelleckChemKinaseInhibitor01,SP0159,O11,GSK2636771,SW219650-1,1,m,11,15,1372540-25-4,S8002
SelleckChemKinaseInhibitor01,SP0159,O12,TAK-285,SW219902-1,1,m,12,15,871026-44-7,S2784
SelleckChemKinaseInhibitor01,SP0159,O13,CEP-32496,SW220118-1,1,m,13,15,1188910-76-0,S8015
SelleckChemKinaseInhibitor01,SP0159,O14,Baricitinib (LY3009104; INCB028050),SW220096-1,1,m,14,15,1187594-09-7,S2851
SelleckChemKinaseInhibitor01,SP0159,O15,Filgotinib (GLPG0634),SW220020-1,1,m,15,15,1206161-97-8,S7605
SelleckChemKinaseInhibitor01,SP0159,O16,Golvatinib (E7050),SW219690-1,1,m,16,15,928037-13-2,S2859
SelleckChemKinaseInhibitor01,SP0159,O17,AZD5363,SW220158-1,1,m,17,15,1143532-39-1,S8019
SelleckChemKinaseInhibitor01,SP0159,O18,INK 128 (MLN0128),SW220210-1,1,m,18,15,1224844-38-5,S2811
SelleckChemKinaseInhibitor01,SP0159,O19,Pacritinib (SB1518),SW219864-1,1,m,19,15,937272-79-2,S8057
SelleckChemKinaseInhibitor01,SP0159,O20,Tofacitinib (CP-690550;Tasocitinib),SW220133-2,1,m,20,15,477600-75-2,S2789
SelleckChemKinaseInhibitor01,SP0159,O21,P276-00,SW219310-1,1,m,21,15,920113-03-7,S8058
SelleckChemKinaseInhibitor01,SP0159,O22,AZD4547,SW219341-1,1,m,22,15,1035270-39-3,S2801
SelleckChemKinaseInhibitor01,SP0159,P03,LEE011,SW220101-1,0.1,m,3,16,1211441-98-3,S7440
SelleckChemKinaseInhibitor01,SP0159,P04,PF-562271,SW219484-2,0.1,m,4,16,717907-75-0,S2890
SelleckChemKinaseInhibitor01,SP0159,P05,Sorafenib,SW202562-4,0.1,m,5,16,284461-73-0,S7397
SelleckChemKinaseInhibitor01,SP0159,P06,MK-2461,SW219905-1,0.1,m,6,16,917879-39-1,S2774
SelleckChemKinaseInhibitor01,SP0159,P07,AZD9291,SW219863-1,0.1,m,7,16,1421373-65-0,S7297
SelleckChemKinaseInhibitor01,SP0159,P08,AZD2014,SW219704-1,0.1,m,8,16,1009298-59-2,S2783
SelleckChemKinaseInhibitor01,SP0159,P09,CO-1686 (AVL-301),SW219475-1,0.1,m,9,16,1374640-70-6,S7284
SelleckChemKinaseInhibitor01,SP0159,P10,Dabrafenib (GSK2118436),SW219503-1,0.1,m,10,16,1195765-45-7,S2807
SelleckChemKinaseInhibitor01,SP0159,P11,GSK2636771,SW219650-1,0.1,m,11,16,1372540-25-4,S8002
SelleckChemKinaseInhibitor01,SP0159,P12,TAK-285,SW219902-1,0.1,m,12,16,871026-44-7,S2784
SelleckChemKinaseInhibitor01,SP0159,P13,CEP-32496,SW220118-1,0.1,m,13,16,1188910-76-0,S8015
SelleckChemKinaseInhibitor01,SP0159,P14,Baricitinib (LY3009104; INCB028050),SW220096-1,0.1,m,14,16,1187594-09-7,S2851
SelleckChemKinaseInhibitor01,SP0159,P15,Filgotinib (GLPG0634),SW220020-1,0.1,m,15,16,1206161-97-8,S7605
SelleckChemKinaseInhibitor01,SP0159,P16,Golvatinib (E7050),SW219690-1,0.1,m,16,16,928037-13-2,S2859
SelleckChemKinaseInhibitor01,SP0159,P17,AZD5363,SW220158-1,0.1,m,17,16,1143532-39-1,S8019
SelleckChemKinaseInhibitor01,SP0159,P18,INK 128 (MLN0128),SW220210-1,0.1,m,18,16,1224844-38-5,S2811
SelleckChemKinaseInhibitor01,SP0159,P19,Pacritinib (SB1518),SW219864-1,0.1,m,19,16,937272-79-2,S8057
SelleckChemKinaseInhibitor01,SP0159,P20,Tofacitinib (CP-690550;Tasocitinib),SW220133-2,0.1,m,20,16,477600-75-2,S2789
SelleckChemKinaseInhibitor01,SP0159,P21,P276-00,SW219310-1,0.1,m,21,16,920113-03-7,S8058
SelleckChemKinaseInhibitor01,SP0159,P22,AZD4547,SW219341-1,0.1,m,22,16,1035270-39-3,S2801
