384 Plate ID,Plate Map,Well,Human Readable Name,CatNumber,MoleculeID,Concentration,Unit,Well X,Well Y,Barcode,M.w.,CAS Number,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Notes,sample_type
SelleckChem007,SP0141-A,E03,Linifanib (ABT-869),S1003,SW218116-2,10,m,3,5,192904198,375.41,796967-16-3,CSF-1R;PDGFR;VEGFR,Linifanib (ABT-869) is a novel; potent ATP-competitive VEGFR/PDGFR inhibitor for KDR; CSF-1R; Flt-1/3 and PDGFR_ with IC50 of 4 nM; 3 nM; 3 nM/4 nM and 66 nM respectively; mostly effective in mutant kinase-dependent cancer cells (i.e. FLT3). Phase 3. ,C12=CC=CC(=C1C(=NN2)N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C)F,199,http://www.selleckchem.com/products/ABT-869.html,Protein Tyrosine Kinase,,sample
SelleckChem007,SP0141-A,E04,JNJ-38877605,S1114,SW220206-1,10,m,4,5,192940626,377.35,943540-75-8,c-Met,JNJ-38877605 is an ATP-competitive inhibitor of c-Met with IC50 of 4 nM; 600-fold selective for c-Met than 200 other tyrosine and serine-threonine kinases. Phase 1.,N1=CC=CC2=C1C=CC(=C2)C(C3N4C(=NN=3)C=CC(=N4)C5C=NN(C=5)C)(F)F,98,http://www.selleckchem.com/products/JNJ-38877605.html,Protein Tyrosine Kinase,,sample
SelleckChem007,SP0141-A,E05,Dexrazoxane HCl (ICRF-187; ADR-529),S1222,SW220147-1,10,m,5,5,192958963,304.73,149003-01-0,Others,A cardioprotective agent,N1(C(CN(CC1=O)C[C@@H](N2CC(NC(C2)=O)=O)C)=O).Cl,200,http://www.selleckchem.com/products/Dexrazoxane-Hydrochloride.html,Others,,sample
SelleckChem007,SP0141-A,E06,Amonafide,S1367,SW219946-1,10,m,6,5,181345436,283.33,69408-81-7,Topoisomerase,Amonafide produces protein-associated DNA-strand breaks through a topoisomerase II-mediated reaction; but does not produce topoisomerase I-mediated DNA cleavage. Phase 3.,C12C=C(C=C3C1=C(C=CC=2)C(N(C3=O)CCN(C)C)=O)N,201,http://www.selleckchem.com/products/Amonafide.html,DNA Damage,,sample
SelleckChem007,SP0141-A,E07,Alprostadil,S1508,SW219070-1,10,m,7,5,192896669,354.48,745-65-3,Others,Alprostadil is used as a drug in the treatment of erectile dysfunction and has vasodilatory properties.,[C@@H]1([C@@H]([C@H](CC1=O)O)/C=C/[C@H](CCCCC)O)CCCCCCC(O)=O,200,http://www.selleckchem.com/products/Alprostadil(Caverject).html,Others,,sample
SelleckChem007,SP0141-A,E08,Monobenzone ,S1652,SW197310-3,10,m,8,5,192896590,200.23,103-16-2,Others,Monobenzone is a compound used as a topical agent for medical depigmentation.,C1=C(C=CC(=C1)O)OCC2=CC=CC=C2,199,http://www.selleckchem.com/products/Monobenzone(Benoquin).html,Others,,sample
SelleckChem007,SP0141-A,E09,Fenofibrate ,S1794,SW196525-4,10,m,9,5,192871050,360.83,49562-28-9,Others,Fenofibrate (Tricor; Trilipix) is a compound of the fibrate class and fibric acid derivative.,C1=C(C=CC(=C1)C(C2=CC=C(C=C2)OC(C(OC(C)C)=O)(C)C)=O)Cl,199,http://www.selleckchem.com/products/Fenofibrate(Tricor).html,Others,,sample
SelleckChem007,SP0141-A,E10,Cyclocytidine HCl,S1973,SW219357-1,10,m,10,5,192917816,261.66,10212-25-6,Others,Cyclocytidine is the prodrug of cytarabine; which is a pyrimidine nucleoside analog that inhibits the DNA synthesis and used mainly in the treatment of leukemia.,C1(=CC(N=C2N1[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O2)=N).Cl,168.16,http://www.selleckchem.com/products/cyclocytidine-hcl.html,Others,,sample
SelleckChem007,SP0141-A,E11,Conivaptan HCl ,S2116,SW219215-1,10,m,11,5,192870557,535.04,168626-94-6,Others,Conivaptan is a non-peptide inhibitor of antidiuretic hormone (vasopressin receptor antagonist).,C(NC1=CC=C(C=C1)C(N2C3=C(C4=C(CC2)N=C(N4)C)C=CC=C3)=O)(C5=C(C=CC=C5)C6=CC=CC=C6)=O.Cl,199,http://www.selleckchem.com/products/conivaptan-hcl-vaprisol.html,Others,,sample
SelleckChem007,SP0141-A,E12,Artesunate,S2265,SW219102-1,10,m,12,5,192874298,384.42,88495-63-0,Others,Artesunate is a part of the artemisinin group of agents with an IC50 of < 5 _M for small cell lung carcinoma cell line H69.,[C@]12([C@]34[C@@](CC[C@@]1(C)[H])([C@]([C@H](O[C@@](O[C@@](CC2)(OO3)C)4[H])OC(=O)CCC(O)=O)([H])C)[H])[H],200,http://www.selleckchem.com/products/Artesunate.html,Others,,sample
SelleckChem007,SP0141-A,E13,Diosmetin,S2380,SW219332-1,10,m,13,5,192882276,300.26,520-34-3,Others,Diosmetin is a bioflavonoid found in spearmint; oregano; and many other plants.,C1(=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C(=C3)O)OC)O)O,199,http://www.selleckchem.com/products/Diosmetin(Luteolin-4-methyl-ether).html,Others,,sample
SelleckChem007,SP0141-A,E14,Sotalol ,S2509,SW197352-4,10,m,14,5,192958568,308.82,959-24-0,Adrenergic Receptor,Sotalol (Betapace) is a non-selective beta blocker and a potassium channel blocker with an IC50 of 43 _M,C1(=CC=C(C=C1)NS(C)(=O)=O)C(CNC(C)C)O.Cl,200,http://www.selleckchem.com/products/Sotalol-hydrochloride(Betapace).html,Neuronal Signaling,,sample
SelleckChem007,SP0141-A,E15,URB597,S2631,SW219633-1,10,m,15,5,181365522,338.4,546141-08-6,FAAH,URB597 is a potent; orally bioavailable FAAH inhibitor with IC50 of 4.6 nM; with no activity on other cannabinoid-related targets.,C1=C(C=C(C=C1)OC(NC2CCCCC2)=O)C3=CC=CC(=C3)C(N)=O,200,http://www.selleckchem.com/products/urb597.html,Metabolism,,sample
SelleckChem007,SP0141-A,E16,Nocodazole,S2775,SW102861-5,10,m,16,5,179765175,301.32,31430-18-9,Microtubule Associated;Autophagy,Nocodazole is a rapidly-reversible inhibitor of microtubule polymerization; also inhibits Abl; Abl(E255K) and Abl(T315I) with IC50 of 0.21 _M; 0.53 _M and 0.64 _M; respectively.,C(NC1=NC2C(N1)=CC(=CC=2)C(=O)C3=CC=CS3)(=O)OC,23,http://www.selleckchem.com/products/nocodazole.html,Cytoskeletal Signaling,,sample
SelleckChem007,SP0141-A,E17,Lumiracoxib,S2903,SW219769-1,10,m,17,5,192948893,293.72,220991-20-8,COX,Lumiracoxib is a novel; selective COX-2 inhibitor with IC50 and Ki of 0.14 _M and 0.06 _M; exhibits 515-fold selectivity over COX-1. Phase 4.,C1=CC=C(C(=C1Cl)NC2=CC=C(C=C2CC(O)=O)C)F,200,http://www.selleckchem.com/products/lumiracoxib-cox-189.html,Neuronal Signaling,,sample
SelleckChem007,SP0141-A,E18,Dexamethasone acetate,S3124,SW219972-1,10,m,18,5,179702954,434.5,1177-87-3,IL Receptor; Autophagy Activator,Dexamethasone is a potent synthetic member of the glucocorticoid class of steroid drugs used as an anti-inflammatory and immunosuppressant. ,C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@H]3O)([C@@]([C@@H](C4)C)(C(=O)COC(C)=O)O)C)[H])[H])F)C)=O,200.23,https://www.selleckchem.com/products/dexamethasone-acetate.html,Others,,sample
SelleckChem007,SP0141-A,E19,Bisacodyl,S4047,SW196918-3,10,m,19,5,179604505,361.39,603-50-9,Others,Bisacodyl (INN) is a stimulant laxative drug that works directly on the colon to produce a bowel movement.,C1(=CC=C(C=C1)OC(=O)C)C(C2=CC=CC=N2)C3=CC=C(C=C3)OC(=O)C,199,http://www.selleckchem.com/products/bisacodyl.html,Others,,sample
SelleckChem007,SP0141-A,E20,Chlorpropamide,S4166,SW196839-3,10,m,20,5,192872181,276.74,94-20-2,Others,Chlorpropamide is a sulfonylurea class drug for type 2 diabetes mellitus.,C1=C(C=CC(=C1)S(NC(=O)NCCC)(=O)=O)Cl,198,http://www.selleckchem.com/products/chlorpropamide.html,Others,,sample
SelleckChem007,SP0141-A,E21,Flufenamic acid,S4268,SW196528-3,10,m,21,5,179652764,281.23,530-78-9,Others,Flufenamic Acid is an anti-inflammatory agent; and also acts as an ion channel modulator.,C(C1C(=CC=CC=1)NC2C=C(C=CC=2)C(F)(F)F)(=O)O,199.13,http://www.selleckchem.com/products/flufenamic-acid.html,Others,,sample
SelleckChem007,SP0141-A,E22,Thioridazine HCl,S4374,SW196660-3,10,m,22,5,179606222,407.04,130-61-0,Others,Thioridazine is a potent antianxiety and antipsychotic agent.,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,198.99,https://www.selleckchem.com/products/thioridazine-hydrochloride.html,Others,Catalog number does not exist in SelleckChem's site. URL and info match catalog # S5563.,sample
SelleckChem007,SP0141-A,E23,,Bx,Bx-E23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,E24,,Bx,Bx-E24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F01,,Bx,Bx-F01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F02,,Bx,Bx-F02,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F03,GSK2334470,S7087,SW219485-1,10,m,3,6,192962611,462.59,1227911-45-6,PDK-1,GSK2334470 is a novel PDK1 inhibitor with IC50 of ~10 nM; with no activity at other close related AGC-kinases.,C1(=NC(=NC(=C1)C2=CC3=C(C=C2)C(=NN3)N)NC)N4[C@@H](CC[C@@H](C4)C(=O)NC5CCCCC5)C,90,www.selleckchem.com/products/gsk2334470.html,PI3K/Akt/mTOR,,sample
SelleckChem007,SP0141-A,F04,SKLB1002,S7258,SW220084-1,10,m,4,6,192932650,320.39,1225451-84-2,VEGFR,SKLB1002 is a potent and ATP-competitive VEGFR2 inhibitor with IC50 of 32 nM.,CC1=NN=C(S1)SC2=NC=NC3=CC(=C(C=C32)OC)OC,21,http://www.selleckchem.com/products/sklb1002.html,Protein Tyrosine Kinase,,sample
SelleckChem007,SP0141-A,F05,FPH2 (BRD-9424),S7452,SW219626-1,10,m,5,6,192917268,353.83,957485-64-2,Others,FPH2 (BRD-9424) is a small molecule; which promotes differentiation of iPS-derived hepatocytes.,,,,,,sample
SelleckChem007,SP0141-A,F06,P276-00,S8058,SW219310-1,10,m,6,6,192945388,438.3,920113-03-7,CDK,p276-00 is a novel CDK1; CDK4 and CDK9 inhibitor with IC50 of 79 nM; 63 nM and 20 nM; respectively.,C1(=CC(=C(C=C1)C2=CC(C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H](N(CC4)C)CO)=O)Cl).Cl,200,https://www.selleckchem.com/products/p276-00.html,Cell Cycle,,sample
SelleckChem007,SP0141-A,F07,,Bx,Bx-F07,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F08,,Bx,Bx-F08,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F09,,Bx,Bx-F09,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F10,,Bx,Bx-F10,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F11,,Bx,Bx-F11,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F12,,Bx,Bx-F12,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F13,,Bx,Bx-F13,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F14,,Bx,Bx-F14,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F15,,Bx,Bx-F15,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F16,,Bx,Bx-F16,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F17,,Bx,Bx-F17,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F18,,Bx,Bx-F18,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F19,,Bx,Bx-F19,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F20,,Bx,Bx-F20,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F21,,Bx,Bx-F21,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F22,,Bx,Bx-F22,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F23,,Bx,Bx-F23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,F24,,Bx,Bx-F24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,G01,,Bx,Bx-G01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,G02,,Bx,Bx-G02,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,G03,Veliparib (ABT-888),S1004,SW219820-1,10,m,3,7,192948149,244.29,912444-00-9,PARP,Veliparib (ABT-888) is a potent inhibitor of PARP1 and PARP2 with Ki of 5.2 nM and 2.9 nM; respectively. It is inactive to SIRT2. Phase 1/2.,C1=CC=C2C(=C1C(N)=O)N=C(N2)[C@]3(NCCC3)C,69,http://www.selleckchem.com/products/ABT-888.html,DNA Damage,,sample
SelleckChem007,SP0141-A,G04,Odanacatib (MK-0822),S1115,SW219669-1,10,m,4,7,179679853,525.56,603139-19-1,Cathepsin K,Odanacatib (MK 0822) is a potent; selective; and neutral inhibitor of cathepsin K (human/rabbit) with IC50 of 0.2 nM/1 nM; and demonstrated high selectivity versus off-target cathepsin B; L; S. Phase 3.,C1=C(C=CC(=C1)C2=CC=C(C=C2)[C@H](N[C@H](C(=O)NC3(C#N)CC3)CC(C)(C)F)C(F)(F)F)S(=O)(=O)C,190,http://www.selleckchem.com/products/Odanacatib-(MK0822).html,Others,,sample
SelleckChem007,SP0141-A,G05,Epirubicin HCl,S1223,SW219442-1,10,m,5,7,192931367,579.98,56390-09-1,Topoisomerase,Epirubicin HCl; a semisynthetic L-arabino derivative of doxorubicin; is an antineoplastic agent by inhibiting Topoisomerase.,C1(=CC=C2C(=C1OC)C(C3=C(C2=O)C(=C4C(=C3O)[C@@H](C[C@@](C4)(C(CO)=O)O)O[C@]5(C[C@@H]([C@H]([C@@H](O5)C)O)N)[H])O)=O).Cl,200,http://www.selleckchem.com/products/Ellence.html,DNA Damage,,sample
SelleckChem007,SP0141-A,G06,Acitretin,S1368,SW199134-2,10,m,6,7,192885334,326.43,55079-83-9,Others,Acitretin is a second generation retinoid used for psoriasis.,C1=C(C(=C(C(=C1C)/C=C/C(=C/C=C/C(=C/C(O)=O)C)C)C)C)OC,61,http://www.selleckchem.com/products/Acitretin.html,Others,,sample
SelleckChem007,SP0141-A,G07,Tadalafil,S1512,SW197603-2,10,m,7,7,192899400,389.4,171596-29-5,PDE,Tadalafil is a PDE-5 inhibitor with IC50 of 1.8 nM.,N1(CC(N2[C@@](C1=O)(CC3=C([C@H]2C4=CC=C5C(=C4)OCO5)NC6=C3C=CC=C6)[H])=O)C,200,http://www.selleckchem.com/products/Tadalafil(Cialis).html,Metabolism,,sample
SelleckChem007,SP0141-A,G08,Tretinoin,S1653,SW203749-4,10,m,8,7,192927704,300.4,302-79-4,Others,All_trans Retinoic acid (ATRA); whith is a ligand for both the retinoic acid receptor (RAR) and the retinoid X receptor (RXR); can induce granulocytic differentiation and apoptosis in acute promyelocytic leukemia (APL) cells.,C1CCC(=C(C1(C)C)/C=C/C(=C/C=C/C(=C/C(O)=O)C)C)C,199,http://www.selleckchem.com/products/Tretinoin(Aberela).html,Others,,sample
SelleckChem007,SP0141-A,G09,Ranolazine ,S1799,SW197620-4,10,m,9,7,192870999,427.54,95635-55-5,Others,Ranolazine(Ranexa) is an antianginal medication.,C1=CC=C(C(=C1C)NC(CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O)=O)C,201,http://www.selleckchem.com/products/Ranolazine(Ranexa).html,Others,,sample
SelleckChem007,SP0141-A,G10,Meglumine,S1974,SW199350-2,10,m,10,7,192882652,195.21,6284-40-8,Others,Meglumine is an amino sugar derived from sorbitol for THP-1 cells with IC50 of 22 _g/mL.,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,199,http://www.selleckchem.com/products/meglumine.html,Others,,sample
SelleckChem007,SP0141-A,G11,Ibutilide Fumarate,S2118,SW220114-1,10,m,11,7,192891498,885.23,122647-32-9,Sodium Channel,Ibutilide Fumarate is a Class III antiarrhythmic agent that is indicated for acute cardioconversion of atrial fibrillation and atrial flutter of a recent onset to sinus rhythm by induction of slow inward sodium current; which prolongs action potential and refractory period of myocardial cells.,CS(=O)(=O)NC1(C=CC(=CC=1)C(CCCN(CCCCCCC)CC)O).C(/C=C/C(=O)O)(=O)O.CS(=O)(=O)NC2C=CC(=CC=2)C(CCCN(CCCCCCC)CC)O,100,http://www.selleckchem.com/products/ibutilide-fumarate.html,Transmembrane Transporters,,sample
SelleckChem007,SP0141-A,G12,Asiatic Acid,S2266,SW219063-1,10,m,12,7,192864674,488.7,464-92-6,p38 MAPK,Asiatic acid is the aglycone of asiaticoside isolated from the plant Centella asiatica; commonly used in wound healing. ,[C@@H]1([C@@H]([C@]([C@]2([C@](C1)([C@]3([C@@](CC2)([C@]4(C(=CC3)[C@@]5([C@@](CC4)(CC[C@H]([C@H]5C)C)C(O)=O)[H])C)C)[H])C)[H])(CO)C)O)O,200,http://www.selleckchem.com/products/Asiatic-acid.html,MAPK,,sample
SelleckChem007,SP0141-A,G13,D-Mannitol,S2381,SW220287-1,10,m,13,7,192899705,182.17,69-65-8,Others,D-Mannitol is an osmotic diuretic agent and a weak renal vasodilator.,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,197,http://www.selleckchem.com/products/D-Mannitol(Osmitrol).html,Others,,sample
SelleckChem007,SP0141-A,G14,Spectinomycin HCl,S2510,SW219110-1,10,m,14,7,192865757,405.27,21736-83-4,Others,Spectinomycin HCl is a new parenteral antibiotic prepared from Streptomyces spectabilis.,[C@H]1([C@@H]([C@@H]([C@@]2([C@@]([C@@H]1O)(O[C@]3([C@@](O2)(C(C[C@H](O3)C)=O)O)[H])[H])[H])NC)O)NC.Cl.Cl,244,www.selleckchem.com/products/Spectinomycin--hydrochloride.html,Others,,sample
SelleckChem007,SP0141-A,G15,BMS-378806 ,S2632,SW219865-1,10,m,15,7,192946737,406.43,357263-13-9,gp120/CD4,BMS-378806 selectively inhibits the binding of HIV-1 gp120 to the CD4receptor with EC50 of 0.85-26.5 nM in virus.,C1=CNC2C(=C1OC)C(=CN=2)C(C(N3[C@@H](CN(CC3)C(=O)C4=CC=CC=C4)C)=O)=O,199,http://www.selleckchem.com/products/bms806.html,Others,,sample
SelleckChem007,SP0141-A,G16,CPI-613,S2776,SW220297-1,10,m,16,7,192948006,388.59,95809-78-2,Dehydrogenase,CPI-613; a lipoate analog; inhibits mitochondrial enzymes pyruvate dehydrogenase (PDH) and _-ketoglutarate dehydrogenase; disrupts tumor cell mitochondrial metabolism. Phase 2.,S(CCC(SCC1=CC=CC=C1)CCCCC(O)=O)CC2=CC=CC=C2,200,http://www.selleckchem.com/products/cpi-613.html,Metabolism,,sample
SelleckChem007,SP0141-A,G17,PF-477736,S2904,SW219656-1,10,m,17,7,194474359,419.48,952021-60-2,Chk,PF-477736 is a selective; potent and ATP-competitive Chk1 inhibitor with Ki of 0.49 nM and also inhibits VEGFR2; Aurora-A; FGFR3; Flt3; Fms (CSF1R); Ret and Yes. It shows ~100-fold selectivity for Chk1 than Chk2. Phase 1. ,C1=C(C=C2C3=C1C(NN=CC(=C(N2)C4C=NN(C=4)C)3)=O)NC([C@@H](C5CCCCC5)N)=O,14,http://www.selleckchem.com/products/pf-477736.html,Cell Cycle,,sample
SelleckChem007,SP0141-A,G18,Trimethoprim,S3129,SW196690-3,10,m,18,7,192931761,290.32,738-70-5,Others,Trimethoprim is a bacteriostatic antibiotic mainly used in the prophylaxis and treatment of urinary tract infections.,C1(N=C(C(=CN=1)CC2C=C(C(=C(C=2)OC)OC)OC)N)N,199,http://www.selleckchem.com/products/trimethoprim.html,Others,,sample
SelleckChem007,SP0141-A,G19,Carbimazole,S4048,SW196926-3,10,m,19,7,179603555,186.23,22232-54-8,Others,Carbimazole is an imidazole antithyroid agent. ,C1N(C(N(C=1)C)=S)C(=O)OCC,204,http://www.selleckchem.com/products/carbimazole.html,Others,,sample
SelleckChem007,SP0141-A,G20,Cyromazine,S4167,SW220183-1,10,m,20,7,192872162,166.18,66215-27-8,Others,Cyromazine is a triazine insect growth regulator used as an insecticide and an acaricide.,N1=C(N=C(N=C1NC2CC2)N)N,198,http://www.selleckchem.com/products/cyromazine.html,Others,,sample
SelleckChem007,SP0141-A,G21,Vinorelbine Tartrate,S4269,SW219257-1,10,m,21,7,179617219,1079.11,125317-39-7,Microtubule Associat,Vinorelbine Tartrate is a semi-synthetic vinca alkaloid; and inhibits mitosis through interaction with tubulin.,C1(=C(C=C2C(=C1)[C@]34[C@@](N2C)([C@]([C@@H]([C@]5([C@]3(N(CC=C5)CC4)[H])CC)OC(C)=O)(C(OC)=O)O)[H])OC)[C@]6(CC7C=C(C[N@@](C7)CC8=C6NC9=C8C=CC=C9)CC)C(OC)=O.C([C@@H]([C@H](C(O)=O)O)O)(O)=O.C([C@@H]([C@H](C(O)=O)O)O)(O)=O,100,www.selleckchem.com/products/vinorelbine-tartrate.html,Cytoskeletal Signaling,,sample
SelleckChem007,SP0141-A,G22,Mepenzolate Bromide,S4375,SW220307-1,10,m,22,7,192956821,205.68,76-90-4,,,Br.C[N]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,,,,,sample
SelleckChem007,SP0141-A,G23,,Bx,Bx-G23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,G24,,Bx,Bx-G24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H01,,Bx,Bx-H01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H02,,Bx,Bx-H02,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H03,UNC1215,S7088,SW220042-1,10,m,3,8,179607424,529.72,1415800-43-9,Epigenetic Reader Domain,UNC1215 is a potent and selective MBT (malignant brain tumor) antagonist; which binds L3MBTL3 with IC50 of 40 nM and Kd of 120 nM; 50-fold selective versus other members of the human MBT family.,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6,188,http://www.selleckchem.com/products/nuc1215.html,Epigenetics,,sample
SelleckChem007,SP0141-A,H04,Beta-Lapachone,S7261,SW219806-1,10,m,4,8,192932380,242.27,4707-32-8,Topoisomerase,Beta-Lapachone is a selective DNA topoisomerase I inhibitor; exhibiting no inhibitory activities against DNA topoisomerase II or ligase. Phase 2.,C1=CC=C2C(=C1)C3=C(C(C2=O)=O)CCC(O3)(C)C,198,http://www.selleckchem.com/products/beta-lapachone.html,DNA Damage,,sample
SelleckChem007,SP0141-A,H05,VER-49009,S7458,SW220092-1,10,m,5,8,179715203,387.82,940289-57-6,HSP90,VER-49009 is a potent HSP90 inhibitor with IC50 of 47 nM for HSP90_.,CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)Cl)NN1)C3=CC=C(C=C3)OC,198,http://www.selleckchem.com/products/ver-49009.html,Cytoskeletal Signaling,,sample
SelleckChem007,SP0141-A,H06,Nutlin-3a,S8059,SW220137-1,10,m,6,8,192884205,581.49,675576-98-4,Mdm2,Nutlin-3a; the active enantiomer of Nutlin-3; inhibits the p53/MDM2 interaction with IC50 of 90 nM.,N1(C(=N[C@H]([C@@H]1C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4OC(C)C)OC)C(N5CC(NCC5)=O)=O,100,www.selleckchem.com/products/nutlin-3a.html,Apoptosis,,sample
SelleckChem007,SP0141-A,H07,,Bx,Bx-H07,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H08,,Bx,Bx-H08,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H09,,Bx,Bx-H09,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H10,,Bx,Bx-H10,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H11,,Bx,Bx-H11,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H12,,Bx,Bx-H12,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H13,,Bx,Bx-H13,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H14,,Bx,Bx-H14,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H15,,Bx,Bx-H15,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H16,,Bx,Bx-H16,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H17,,Bx,Bx-H17,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H18,,Bx,Bx-H18,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H19,,Bx,Bx-H19,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H20,,Bx,Bx-H20,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H21,,Bx,Bx-H21,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H22,,Bx,Bx-H22,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H23,,Bx,Bx-H23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,H24,,Bx,Bx-H24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,I01,,Bx,Bx-I01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,I02,,Bx,Bx-I02,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,I03,Axitinib,S1005,SW219464-1,10,m,3,9,194475716,386.47,319460-85-0,c-Kit;VEGFR;PDGFR,Axitinib is a multi-target inhibitor of VEGFR1; VEGFR2; VEGFR3; PDGFR_ and c-Kit with IC50 of 0.1 nM; 0.2 nM; 0.1-0.3 nM; 1.6 nM and 1.7 nM; respectively.,C1(=CC=CC=C1C(=O)NC)SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,108,http://www.selleckchem.com/products/Axitinib.html,Protein Tyrosine Kinase,,sample
SelleckChem007,SP0141-A,I04,Palbociclib (PD-0332991) HCl,S1116,SW220131-1,10,m,4,9,192886092,483.99,827022-32-2,CDK,PD0332991 is a highly selective inhibitor of CDK4/6 with IC50 of 11 nM/16 nM. It shows no activity against CDK1/2/5; EGFR; FGFR; PDGFR; InsR; etc. Phase 2/3.,N1(=C(N=C2C(=C1)C(=C(C(N2C3CCCC3)=O)C(C)=O)C)NC4=NC=C(C=C4)N5CCNCC5).Cl,92.98,http://www.selleckchem.com/products/PD-0332991.html,Cell Cycle,,sample
SelleckChem007,SP0141-A,I05,Oxaliplatin,S1224,SW219151-1,10,m,5,9,192877761,397.29,61825-94-3,DNA/RNA Synthesis,Oxaliplatin inhibits DNA synthesis by conforming DNA adducts.,[Pt+2].[O-]C(C([O-])=O)=O.C1CC[C@H]([C@@H](C1)N)N,35,http://www.selleckchem.com/products/Eloxatin.html,DNA Damage,,sample
