384 Plate ID,Plate Map,Well,Human Readable Name,CatNumber,MoleculeID,Concentration,Unit,Well X,Well Y,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Unnamed: 20,Library,sample_type
SelleckChem004,SP0138-A,C13,YO-01027,S2711,SW219340-1,10,m,13,3,192953340,463.48,209984-56-5,free base,Gamma-secretase,YO-01027 (Dibenzazepine; DBZ) is a dipeptidic _-secretase inhibitor with IC50 of 2.6 nM and 2.9 nM for APPL and Notch cleavage; respectively.,C1(=CC(=CC(=C1)CC(N[C@H](C(N[C@H]2C3=C(C4=C(N(C2=O)C)C=CC=C4)C=CC=C3)=O)C)=O)F)F,200,http://www.selleckchem.com/products/yo-01027.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C14,Cathepsin Inhibitor 1,S2847,SW220168-1,10,m,14,3,179727730,401.89,225120-65-0,free base,Others,Cathepsin Inhibitor 1 is an inhibitor of Cathepsin (L; L2; S; K; B) with pIC50 of 7.9; 6.7; 6.0; 5.5 and 5.2; respectively. ,N1(N=C(C=C1C(=O)N[C@H](C(=O)NCC#N)CC2C=C(C=CC=2)Cl)C(C)(C)C)C,199,http://www.selleckchem.com/products/cathepsin-Inhibitor-1.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C15,JTC-801,S2722,SW219358-1,10,m,15,3,192948071,447.96,244218-51-7,hydrochloride,Opioid Receptor,JTC-801 is a selective opioid receptor-like1 (ORL1) receptor antagonist with IC50 of 94 nM; weakly inhibits receptors _; _; and _.,C1(=CC=C(C(=C1)C(=O)NC2=CC3=C(C=C2)N=C(C=C3N)C)COC4=CC=C(C=C4)CC).Cl,200,http://www.selleckchem.com/products/jtc-801.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C16,MK-801 (Dizocilpine),S2857,SW197022-4,10,m,16,3,192917111,221.3,77086-21-6,free base,GluR,Dizocilpine is a potent N-methyl-D-aspartate (NMDA) receptor antagonist with Ki of 30.5 nM.,C12=C([C@]3(C4=C([C@@H](C1)N3)C=CC=C4)C)C=CC=C2,302,http://www.selleckchem.com/products/dizocilpine-mk-801.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C17,TG101348 (SAR302503),S2736,SW218187-2,10,m,17,3,192953009,524.68,936091-26-8,free base,JAK,TG-101348 (SAR302503) is a selective inhibitor of JAK2 with IC50 of 3 nM; 35- and 334-fold more selective for JAK2 versus JAK1 and JAK3. Phase 1/2.,C1(=CC=C(C=C1)NC2=NC(=C(C=N2)C)NC3=CC=CC(=C3)S(NC(C)(C)C)(=O)=O)OCCN4CCCC4,190,http://www.selleckchem.com/products/tg-101348.html,JAK/STAT,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C18,VUF 10166,S2865,SW219811-1,10,m,18,3,192918194,262.74,155584-74-0,free base,5-HT Receptor,VUF10166 is a novel; potent and competitive antagonist for 5-HT3A receptor with Ki of 0.04 nM; its affinity at 5-HT3AB receptor is significantly lower.,C1=CC=C2C(=C1)N=C(C(=N2)Cl)N3CCN(CC3)C,79,http://www.selleckchem.com/products/vuf-10166.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C19,BGT226 (NVP-BGT226),S2749,SW219158-1,10,m,19,3,192900406,650.6,1245537-68-1,free base,PI3K;mTOR,NVP-BGT226 is a novel class I PI3K/mTOR inhibitor for PI3K_/_/_ with IC50 of 4 nM/63 nM/38 nM. Phase 1/2.,C(/C=C\C(=O)O)(=O)O.N1=CC2=C(C3=CC(=CC=C13)C4C=NC(=CC=4)OC)N(C(N2C)=O)C5C=C(C(=CC=5)N6CCNCC6)C(F)(F)F,46,http://www.selleckchem.com/products/nvp-bgt226.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C20,Prucalopride,S2875,SW219198-2,10,m,20,3,192918155,367.87,179474-81-8,free base,5-HT Receptor,Prucalopride is a selective; high affinity 5-HT receptor agonist for 5-HT4A and 5-HT4B receptor with Ki of 2.5 nM and 8 nM; respectively; exhibits >290-fold selectivity against other 5-HT receptor subtypes. Phase 3.,C1(C2=C(CCO2)C(=C(C=1)Cl)N)C(NC3CCN(CC3)CCCOC)=O,163,http://www.selleckchem.com/products/prucalopride.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C21,NVP-BVU972,S2761,SW219959-1,10,m,21,3,192890445,340.38,1185763-69-2,free base,c-Met,NVP-BVU972 is a selective and potent Met inhibitor with IC50 of 14 nM.,C1C(=NN2C(C=1)=NC=C2CC3=CC=C4C(=C3)C=CC=N4)C5C=NN(C=5)C,199,http://www.selleckchem.com/products/nvp-bvu972.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C22,VU 0361737,S2892,SW219536-1,10,m,22,3,192948082,262.69,1161205-04-4,free base,GluR,VU 0361737 is a selective positive allosteric modulator (PAM) for mGlu4 receptor with EC50 of 240 nM and 110 nM at human and rat receptors; respectively; displays weak activity at mGlu5 and mGlu8 receptors; is inactive at mGlu1; mGlu2; mGlu3; mGlu6 and mGlu7 receptors; can penetrate into CNS.,C1(C=CC=CN=1)C(=O)NC2C=C(C(=CC=2)Cl)OC,201,http://www.selleckchem.com/products/vu-0361737.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,C23,,Bx,Bx-C23,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,C24,,Bx,Bx-C24,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,D01,,Bx,Bx-D01,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,D02,,Bx,Bx-D02,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,D03,Go 6983,S2911,SW219419-1,10,m,3,4,192933673,442.51,133053-19-7,free base,PKC,Go 6983 is a pan-PKC inhibitor against for PKC_; PKC_; PKC_ and PKC_ with IC50 of 7 nM; 7 nM; 6 nM and 10 nM; respectively; less potent to PKC_ and inactive to PKC_.,C1(=CC=C2C(=C1)C(=CN2CCCN(C)C)C3C(NC(C=3C4C5=C(C=CC=C5)NC=4)=O)=O)OC,133,http://www.selleckchem.com/products/go-6983.html,TGF-beta/Smad,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D04,Methenamine ,S3139,SW199604-2,10,m,4,4,192872095,140.19,100-97-0,free base,Others,Methenamine is an antibiotic used for the treatment of urinary tract infection.,C1N2CN3CN1CN(C2)C3,199,http://www.selleckchem.com/products/methenamine-mandelamine.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D05,PF-4981517,S2921,SW219546-1,10,m,5,4,192918204,456.59,1390637-82-7,free base,P450 (e.g. CYP17),PF-4981517 is a potent and selective inhibitor of CYP3A4 (P450) with IC50 of 0.03 _M; exhibits >500-fold selectivity over CYP3A5 and CYP3A7.,C1(C2C3C(=NC=NC=3N4C[C@@H](N5CCCCC5)CC4)N(N=2)C)=C(N(C)N=C1)C6=CC=C(C=C6)C,199,http://www.selleckchem.com/products/pf-4981517.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D06,Butenafine HCl,S3154,SW199070-2,10,m,6,4,192873381,353.93,101827-46-7,hydrochloride,Others,Butenafine HCl is a synthetic benzylamine antifungal; works by inhibiting the synthesis of sterols by inhibiting squalene epoxidase.,C1(C=CC=C2C=CC=CC=12)CN(C)CC3(C=CC(=CC=3)C(C)(C)C).Cl,197,http://www.selleckchem.com/products/butenafine-hydrochloride.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D07,Pifithrin-_,S2930,SW148473-2,10,m,7,4,181342576,181.21,64984-31-2,free base,p53,Pifithrin-_ is a specific p53 inhibitor by reducing its affinity to Bcl-xL and Bcl-2; and also inhibits HSP70 function and autophagy.,C1=CC=CC(=C1)C#CS(N)(=O)=O,198,http://www.selleckchem.com/products/pifithrin-u.html,Apoptosis,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D08,Anagrelide HCl,S3172,SW197648-2,10,m,8,4,179619577,292.55,58579-51-4,hydrochloride,PDE,Anagrelide is a drug used for the treatment of essential thrombocytosis.,C1(=C(C(=C2C(=C1)NC3N(C2)CC(N=3)=O)Cl)Cl).Cl,47,http://www.selleckchem.com/products/anagrelide-hydrochloride.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D09,Amoxicillin,S3015,SW219137-1,10,m,9,4,192864453,365.4,26787-78-0,free base,Others,Amoxicillin is a moderate-spectrum; bacteriolytic; _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms.,[C@H]1(C(N2[C@]1(SC([C@@H]2C(=O)O)(C)C)[H])=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N,199.78,http://www.selleckchem.com/products/amoxicillin-amoxycillin.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D10,Amitriptyline HCl ,S3183,SW196337-3,10,m,10,4,179619562,313.86,549-18-8,hydrochloride,5-HT Receptor,Amitriptyline inhibits serotonin receptor; norepinephrine receptor; 5-HT4; 5-HT2 and sigma 1 receptor with IC50 of 3.45 nM; 13.3 nM; 7.31 nM; 235 nM and 287 nM; respectively.,C(CC=C1C2C(CCC3C1=CC=CC=3)=CC=CC=2)N(C)C.Cl,200,http://www.selleckchem.com/products/amitriptyline-hydrochloride.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D11,Lamotrigine,S3024,SW197486-3,10,m,11,4,192959396,256.09,84057-84-1,free base,Sodium Channel;5-HT Receptor,Lamotrigine is a novel anticonvulsant drug for inhibition of 5-HT with IC50 of 240 _M and 474 _M in human platelets and rat brain synaptosomes; and also is a sodium channel blocker.,N1=NC(=NC(=C1C2C(=C(C=CC=2)Cl)Cl)N)N,39,http://www.selleckchem.com/products/lamotrigine.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D12,Azacyclonol,S3196,SW196396-3,10,m,12,4,179681504,267.37,115-46-8,free base,Others,Azacyclonol; also known as _-pipradol; is a drug used to diminish hallucinations in psychotic individuals.,N1CCC(CC1)C(O)(C2C=CC=CC=2)C3C=CC=CC=3,198,http://www.selleckchem.com/products/azacyclonol.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D13,Daunorubicin HCl,S3035,SW219443-1,10,m,13,4,192958585,563.98,23541-50-6,hydrochloride,Telomerase,Daunorubicin HCl inhibits both DNA and RNA synthesis and inhibits DNA synthesis with Ki of 0.02 _M.,C1(=CC=C2C(=C1OC)C(C3=C(C2=O)C(=C4C(=C3O)[C@@H](C[C@](C4)(O)C(C)=O)O[C@]5(C[C@@H]([C@@H]([C@@H](O5)C)O)N)[H])O)=O).Cl,200,http://www.selleckchem.com/products/daunorubicin-hcl-daunomycin-hcl.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D14,Moclobemide (Ro 111163),S3212,SW197509-3,10,m,14,4,179605291,268.74,71320-77-9,free base,MAO,Moclobemide is MAO-A (5-HT) inhibitor with IC50 of 6.1 _M.,C(C1C=CC(=CC=1)Cl)(=O)NCCN2CCOCC2,197,http://www.selleckchem.com/products/moclobemide.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D15,Otilonium Bromide,S3047,SW219209-1,10,m,15,4,192954342,563.57,26095-59-0,free base,AChR,Otilonium bromide is an antimuscarinic.,C(COC(C1C=CC(=CC=1)NC(C2C(=CC=CC=2)OCCCCCCCC)=O)=O)[N+](C)(CC)CC.[Br-],200,http://www.selleckchem.com/products/otilonium-bromide.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D16,Ethambutol HCl,S4004,SW219109-1,10,m,16,4,179605358,277.23,1070-11-7,hydrochloride,Others,Ethambutol is a bacteriostatic antimycobacterial agent; which obstructs the formation of cell wall by inhibiting arabinosyl transferases.,[C@H](NCCN[C@@H](CC)CO)(CC)CO.Cl.Cl,201,http://www.selleckchem.com/products/ethambutol-hcl.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D17,Epinephrine HCl,S3061,SW219274-3,10,m,17,4,192918298,219.67,55-31-2,hydrochloride,Adrenergic Receptor,Epinephrine HCl is a hormone and a neurotransmitter.,C1(C(=CC(=CC=1)[C@H](CNC)O)O)O.Cl,200,http://www.selleckchem.com/products/epinephrine-hcl-adrenaline.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D18,Cyclamic  acid,S4015,SW219574-1,10,m,18,4,192895964,179.24,100-88-9,free base,Others,Cyclamic acid in the form of its sodium or calcium salt is one of the most widely used artificial sweeteners.,C1(NS(O)(=O)=O)CCCCC1,200,http://www.selleckchem.com/products/cyclamic-acid.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D19,Caspofungin Acetate,S3073,SW219088-1,10,m,19,4,192865955,1213.42,179463-17-3,acetate,Others,Caspofungin acetate is a lipopeptide antifungal drug.,[C@@H]1(CN2[C@@](C1)(C(N[C@](C(N[C@@](C(N3[C@](C(N[C@@H]([C@@H](C[C@@H](C(N[C@](C2=O)([C@@H](C)O)[H])=O)NC(CCCCCCCC[C@@H](C[C@@H](CC)C)C)=O)O)NCCN)=O)([C@@H](O)CC3)[H])=O)([C@H](CCN)O)[H])=O)([C@H](O)[C@@H](O)C4=CC=C(C=C4)O)[H])=O)[H])O.CC(=O)O.CC(=O)O,200,http://www.selleckchem.com/products/caspofungin-acetate.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D20,Homatropine Methylbromide,S4024,SW219039-1,10,m,20,4,192881946,370.28,80-49-9,Methylbromide,AChR,Homatropine Methylbromide is muscarinic AChR antagonist; inhibits endothelial and smooth muscle muscarinic receptors of WKY-E and SHR-E with IC50 of 162.5 nM and 170.3 nM; respectively.,[Br-].[C@]12(CC[C@@]([N+]1(C)C)(C[C@@H](C2)OC(C(C3=CC=CC=C3)O)=O)[H])[H],74,www.selleckchem.com/products/homatropine-methylbromide.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D21,2-Thiouracil,S3100,SW220234-1,10,m,21,4,192895734,128.15,141-90-2,free base,Others,2-Thiouracil is a thiolated uracil derivative that is a known antihyperthyroid agent.,N1C(=S)NC(=O)C=C1,202,http://www.selleckchem.com/products/2-thiouracil.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D22,Dibucaine HCl,S4038,SW196475-3,10,m,22,4,179618479,379.92,1961-12-01,free base,Sodium Channel,Dibucaine HCl is a local anesthetics.,C12(=C(C=C(N=C1C=CC=C2)OCCCC)C(NCCN(CC)CC)=O).Cl,200,http://www.selleckchem.com/products/dibucaine-cinchocaine-hcl.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,D23,,Bx,Bx-D23,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,D24,,Bx,Bx-D24,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,E01,,Bx,Bx-E01,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,E02,,Bx,Bx-E02,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,E03,SNX-2112 (PF-04928473),S2639,SW219742-1,10,m,3,5,192948515,464.48,908112-43-6,free base,HSP (e.g. HSP90),SNX-2112 selectively binds to the ATP pocket of HSP90_ and HSP90_ with Ka of 30 nM and 30 nM; uniformly more potent than 17-AAG.,C1=CC(=CC(=C1C(N)=O)N[C@@H]2CC[C@H](CC2)O)N3N=C(C4=C3CC(CC4=O)(C)C)C(F)(F)F,200,http://www.selleckchem.com/products/snx-2112.html,Cytoskeletal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E04,AZD2014,S2783,SW219704-1,10,m,4,5,192890136,462.54,1009298-59-2,free base,mTOR,AZD2014 is a novel mTOR inhibitor with IC50 of 2.8 nM; highly selective against multiple PI3K isoforms (_/_/_/_). Phase 2.,C1=C(N=C2C(=C1)C(=NC(=N2)N3[C@H](COCC3)C)N4[C@H](COCC4)C)C5=CC(=CC=C5)C(NC)=O,82,http://www.selleckchem.com/products/azd2014.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E05,Clinofibrate,S2664,SW220029-1,10,m,5,5,192917513,468.58,30299-08-2,free base,RAAS,Clinofibrate inhibits hydroxymethylglutaryl coenzyme A reductase (HMGCR) with IC50 of 0.47 mM; is a lipid-lowering agent used for controlling high cholesterol and triacylglyceride levels in the blood.,C1CC(CCC1)(C2=CC=C(C=C2)OC(CC)(C)C(O)=O)C3=CC=C(C=C3)OC(CC)(C)C(=O)O,200,http://www.selleckchem.com/products/clinofibrate.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E06,Sofosbuvir (PSI-7977; GS-7977),S2794,SW219116-1,10,m,6,5,192948023,529.45,1190307-88-0,Free Base,DNA/RNA Synthesis,Sofosbuvir (PSI-7977; GS-7977) is a HCV NS5B polymerase inhibitor for the treatment of chronic hepatitis C virus (HCV) infection.,[C@H]1([C@H]([C@@]([C@@H](O1)N2C(NC(C=C2)=O)=O)(C)F)O)CO[P@@](N[C@H](C(OC(C)C)=O)C)(OC3=CC=CC=C3)=O,100,www.selleckchem.com/products/psi-7977-gs-7977.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E07,A922500,S2674,SW219781-1,10,m,7,5,192917093,428.48,959122-11-3,free base,Transferase,A 922500 is an inhibitor for human and mouse DGAT-1 with IC50 of 7 nM and 24 nM; respectively; good selectivity over related acyltransferases; hERG; and a panel of anti-targets.,C1=CC=C(C=C1)NC(NC2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)[C@@H]4CCC[C@@H]4C(O)=O)=O,200,http://www.selleckchem.com/products/a-922500.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E08,Dabrafenib (GSK2118436),S2807,SW219503-1,10,m,8,5,192864042,519.56,1195765-45-7,free base,Raf,Dabrafenib (GSK2118436) is a mutant BRAFV600 specific inhibitor with IC50 of 0.8 nM; with 4- and 6-fold less potency against B-Raf(wt) and c-Raf; respectively. Phase 3.,C1(C(=CC=CC=1F)F)S(=O)(=O)NC2C(=C(C=CC=2)C3N=C(SC=3C4=NC(=NC=C4)N)C(C)(C)C)F,57,http://www.selleckchem.com/products/dabrafenib-gsk2118436a.html,MAPK,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E09,NVP-BSK805 2HCl,S2686,SW219437-1,10,m,9,5,192890067,563.47,1092499-93-8(freebase),hydrochloride,JAK,NVP-BSK805 is a potent and selective ATP-competitive JAK2 inhibitor with IC50 of 0.5 nM;>20-fold selectivity towards JAK1; JAK3 and TYK2.,C1(=CC=C2C(=C1C3=CC(=C(C(=C3)F)CN4CCOCC4)F)N=C(C=N2)C5=CN(N=C5)C6CCNCC6).Cl.Cl,200,http://www.selleckchem.com/products/nvp-bsk805.html,JAK/STAT,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E10,Torin 2,S2817,SW218309-2,10,m,10,5,192941627,432.4,1223001-51-1,free base,ATM/ATR;mTOR,Torin 2 is a potent and selective mTOR inhibitor with IC50 of 0.25 nM; 800-fold greater selectivity for mTOR than PI3K and improved pharmacokinetic properties. Inhibition of ATM/ATR/DNA-PK with EC50 of 28 nM/35 nM/118 nM; respectively.,N1(C(C=CC2C=NC3C(C1=2)=CC(=CC=3)C4C=NC(=CC=4)N)=O)C5C=C(C=CC=5)C(F)(F)F,46,http://www.selleckchem.com/products/torin-2.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E11,XL335,S2694,SW219807-1,10,m,11,5,192917753,438.47,629664-81-9,free base,FXR,XL335 is a potent; selective FXR agonist with EC50 of 4 nM; highly selective versus other nuclear receptors; such as LXR; PPAR; ER and etc. Phase 1.,C1=CC=C2C(=C1)C3=C(N2)C(=CN(CC3(C)C)C(C4=CC=C(C(=C4)F)F)=O)C(=O)OC(C)C,75,http://www.selleckchem.com/products/way-362450.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E12,JNJ-1661010,S2828,SW220165-1,10,m,12,5,181364964,365.45,681136-29-8,free base,FAAH,JNJ-1661010 is a potent and selective FAAH inhibitor with IC50 of 10 nM (rat) and 12 nM (human); exhibits >100-fold selectivity for FAAH-1 when compared to FAAH-2.,N1(CCN(CC1)C(=O)NC2=CC=CC=C2)C3=NC(=NS3)C4=CC=CC=C4,98,http://www.selleckchem.com/products/jnj-1661010.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E13,Geldanamycin,S2713,SW219510-1,10,m,13,5,179710119,560.64,30562-34-6,free base,HSP (e.g. HSP90);Autophagy,Geldanamycin is a natural existing HSP90 inhibitor with Kd of 1.2 _M; specifically disrupts glucocorticoid receptor (GR)/HSP association.,C1(C(C=C2NC(/C(=C/C=C/[C@@H]([C@H](/C(=C/[C@H]([C@H]([C@@H](C[C@H](CC=1C2=O)C)OC)O)C)C)OC(=O)N)OC)C)=O)=O)OC,199,http://www.selleckchem.com/products/geldanamycin.html,Cytoskeletal Signaling,,L2300-Selleck-Cambridge-Cancer-Compound-Library,sample
SelleckChem004,SP0138-A,E14,SB269970 HCl,S2849,SW220129-1,10,m,14,5,192918218,388.95,261901-57-9,hydrochloride,5-HT Receptor,SB269970 HCl is a hydrochloride salt form of SB-269970; which is a 5-HT7 receptor antagonist with pKi of 8.3; exhibits >50-fold selectivity against other receptors; ,N1([C@H](CCC1)CCN2CCC(CC2)C)S(=O)(=O)C3(C=C(C=CC=3)O).Cl,28,http://www.selleckchem.com/products/sb-269970-hcl.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E15,PH-797804,S2726,SW219277-1,10,m,15,5,192918836,477.3,586379-66-0,free base,p38 MAPK,PH-797804 is a novel pyridinone inhibitor of p38_ with IC50 of 26 nM; 4-fold more selective versus p38_ and does not inhibit JNK2. Phase 2.,C1(=C(C=CC(=C1)C(=O)NC)C)N2C(=CC(=C(C2=O)Br)OCC3=CC=C(C=C3F)F)C,201,http://www.selleckchem.com/products/ph-797804.html,MAPK,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E16,StemRegenin 1 (SR1),S2858,SW218198-2,10,m,16,5,192918310,429.54,1227633-49-9,free base,Others,StemRegenin 1 is an AhR inhibitor with IC50 of 127 nM.,C1(C=CC(=CC=1)CCNC2=NC(=NC3N(C=NC2=3)C(C)C)C4C5C(SC=4)=CC=CC=5)O,200,http://www.selleckchem.com/products/stemRegenin-1.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E17,PAC-1,S2738,SW219555-1,10,m,17,5,192953968,392.49,315183-21-2,free base,Caspase,PAC-1 is a potent procaspase-3 activator with EC50 of 0.22 _M and the first small molecule known to directly activate procaspase-3 to caspase-3.,C1(CN2CCN(CC2)CC(N/N=C/C3=CC=CC(=C3O)CC=C)=O)=CC=CC=C1,198,http://www.selleckchem.com/products/pac-1.html,Apoptosis,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E18,U-104,S2866,SW220124-1,10,m,18,5,192918333,309.32,178606-66-1,free base,Carbonic Anhydrase,U-104 is a potent carbonic anhydrase (CA) inhibitor for CA IX and CA XII with Ki of 45.1 nM and 4.5 nM; respectively; very low inhibition for CA I and CA II.,N(C(NC1=CC=C(C=C1)S(N)(=O)=O)=O)C2=CC=C(C=C2)F,200,http://www.selleckchem.com/products/u-104.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E19,GW788388,S2750,SW219194-1,10,m,19,5,179710554,425.48,452342-67-5,free base,TGF-beta/Smad,GW788388 is a potent and selective inhibitor of ALK5 with IC50 of 18 nM; also inhibits TGF-_ type II receptor and activin type II receptor activities; but does not inhibit BMP type II receptor.,C(C1C=CC(=CC=1)C2C=C(C=CN=2)C3C(=NNC=3)C4C=CC=CN=4)(=O)NC5CCOCC5,77,http://www.selleckchem.com/products/gw788388.html,TGF-beta/Smad,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E20,(-)-MK 801 Maleate,S2876,SW199401-2,10,m,20,5,192918221,337.37,121917-57-5,maleate,GluR,MK-801 is a potent; selective and non-competitive NMDA receptor antagonist with Kd of 37.2 nM in rat brain membranes.,[C@@]12(C3=C(C=CC=C3)[C@](CC4=C1C=CC=C4)(N2)[H])C.C(=C\C(O)=O)/C(O)=O,201,http://www.selleckchem.com/products/mk-801-maleate.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E21,MK-2048,S2765,SW220250-1,10,m,21,5,192946657,461.87,869901-69-9,free base,Integrase,MK-2048 is a potent inhibitor of integrase (IN) and INR263K with IC50 of 2.6 nM and 1.5 nM; respectively.,N1N(C(C2=C(C=1C(=O)NC)N3C(=C2O)C(N(C[C@H]3C)CC)=O)=O)CC4=CC=C(C(=C4)Cl)F,19,http://www.selleckchem.com/products/mk-2048.html,Microbiology,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E22,SB742457,S2894,SW220018-1,10,m,22,5,181344420,353.44,607742-69-8,free base,5-HT Receptor,SB742457 is a highly selective 5-HT6 receptor antagonist with pKi of 9.63; exhibits >100-fold selectivity over other receptors. Phase 2.,C1C=CC=CC=1S(C2C=NC3C(=CC=CC=3C=2)N4CCNCC4)(=O)=O,220,http://www.selleckchem.com/products/sb-742457.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem004,SP0138-A,E23,,Bx,Bx-E23,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,E24,,Bx,Bx-E24,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,F01,,Bx,Bx-F01,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,F02,,Bx,Bx-F02,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem004,SP0138-A,F03,WZ811,S2912,SW219530-1,10,m,3,6,181361572,290.36,55778-02-4,free base,CXCR,WZ811 is a highly potent competitive CXCR4 antagonist with EC50 of 0.3 nM.,C1(C=CC(=CC=1)CNC2C=CC=CN=2)CNC3C=CC=CN=3,103,http://www.selleckchem.com/products/wz-811.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library,sample
