384 Plate ID,Plate Map,Well,Human Readable Name,CatNumber,MoleculeID,Concentration,Unit,Well X,Well Y,Volume,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Notes,Library,sample_type
SelleckChem003 1to5,SP0143-A,C11,AZD8931 (Sapitinib),S2192,SW219260-1,2,m,11,3,25,179703434,473.93,848942-61-0,free base,HER2;EGFR,AZD8931 is a reversible; ATP competitive inhibitor of EGFR; ErbB2 and ErbB3 with IC50 of 4 nM; 3 nM and 4 nM; more potent than Gefitinib or Lapatinib against NSCLC cell; 100-fold more selective for the ErbB family than MNK1 and Flt. Phase 1/2.,C1(=C(C=C2C(=C1)C(=NC=N2)NC3=C(F)C(=CC=C3)Cl)OC)OC4CCN(CC4)CC(NC)=O,84,http://www.selleckchem.com/products/AZD8931.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C12,Magnolol,S2321,SW219728-1,2,m,12,3,25,192882264,266.33,528-43-8,free base,Others,Magnolol is a bioactive lignin found in the bark of the Houpu magnolia (Magnolia officinalis) which shows antifungal properties.,C1=CC(=C(C=C1CC=C)C2=CC(=CC=C2O)CC=C)O,199,http://www.selleckchem.com/products/Magnolol(2;2-Bichavicol).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C13,OSI-420,S2205,SW219293-1,2,m,13,3,25,192874236,415.87,183320-51-6,hydrochloride,EGFR,OSI-420 is the active metabolite of Erlotinib (EGFR inhibitor with IC50 of 2 nM).,C1(=C(C=CC=C1NC2=NC=NC3=C2C=C(C(=C3)OCCOC)OCCO)C#C).Cl,199,http://www.selleckchem.com/products/OSI-420-Desmethyl-Erlotinib;CP-473420.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C14,Neohesperidin dihydrochalcone (Nhdc),S2331,SW220314-1,2,m,14,3,25,192899644,612.58,20702-77-6,,Others,Neohesperidin dihydrochalcone (Nhdc); sometimes abbreviated to neohesperidin DC or simply NHDC; is an artificial sweetener derived from citrus.,C1=C(C=C(C(=C1O)C(CCC2=CC(=C(C=C2)OC)O)=O)O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@@H]3O[C@H]4[C@H](O)[C@@H]([C@H]([C@@H](O4)C)O)O)O)O)CO,163.24,https://www.selleckchem.com/products/Neohesperidin-dihydrochalcone(Nhdc).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C15,CYT387,S2219,SW219679-1,2,m,15,3,25,179702853,414.46,1056634-68-4,free base,JAK,CYT387 is an ATP-competitive inhibitor of JAK1/JAK2 with IC50 of 11 nM/18 nM; ~10-fold selectivity versus JAK3. Phase 1/2.,C1=C(C=CC(=C1)NC2=NC=CC(=N2)C3=CC=C(C=C3)C(NCC#N)=O)N4CCOCC4,200,http://www.selleckchem.com/products/Cyt387.html,JAK/STAT,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C16,Paeonol,S2339,SW219250-1,2,m,16,3,25,192948535,166.17,552-41-0,free base,Others,Paeonol (Peonol); a phenolic compound extracted from Chinese herbs Paeonia suffruticosa (moutan cortex) and Cynanchum paniculatum; inhibits MAO with an IC50 of about 50 &mu;M.,C1(=C(C=C(C=C1)OC)O)C(=O)C,198,http://www.selleckchem.com/products/Paeonol(Peonol).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C17,VX-765,S2228,SW219313-1,2,m,17,3,25,192865161,509,273404-37-8;851091-96-8,free base,Caspase,VX-765 is a potent and selective inhibitor of caspase-1 with Ki of 0.8 nM.,C1(=CC(=C(C=C1)N)Cl)C(N[C@H](C(=O)N2[C@@H](CCC2)C(N[C@H]3CC(O[C@@H]3OCC)=O)=O)C(C)(C)C)=O,196,http://www.selleckchem.com/products/VX-765.html,Apoptosis,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C18,Rutin,S2350,SW219240-1,2,m,18,3,25,192932877,610.52,153-18-4,free base,Others,Rutin; a flavonol glycoside found in many plants including buckwheat; tobacco; forsythia; hydrangea; viola; etc.; which possesses healthy effects for human.,C1(=C(C(C2=C(O1)C=C(C=C2O)O)=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@@H]3O)O)O)CO[C@@H]4O[C@H]([C@@H]([C@H]([C@@H]4O)O)O)C)C5=CC(=C(C=C5)O)O,199,http://www.selleckchem.com/products/Rutin(Rutoside).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C19,Tubacin,S2239,SW219084-1,2,m,19,3,25,192922999,721.86,537049-40-4,Free Base,HDAC,Tubacin is a highly potent and selective; reversible; cell-permeable HDAC6 inhibitor with an IC50 of 4 nM; approximately 350-fold selectivity over HDAC1.,[C@@H]1(C[C@H](O[C@H](O1)C2=CC=C(C=C2)NC(=O)CCCCCCC(NO)=O)C3=CC=C(C=C3)CO)CSC4OC(=C(N=4)C5=CC=CC=C5)C6=CC=CC=C6,100,www.selleckchem.com/products/Tubacin.html,Cytoskeletal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C20,Synephrine,S2362,SW197214-5,2,m,20,3,25,192898347,167.21,1994-07-05,free base,Adrenergic Receptor,Synephrine; a natural protoalkaloid in the extract of bitter orange and other citrus species; is commonly used for weight loss.,C1=C(C=CC(=C1)C(O)CNC)O,197.35,http://www.selleckchem.com/products/Synephrine(Oxedrine).html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C21,3-Indolebutyric acid (IBA),S2253,SW219851-1,2,m,21,3,25,192874413,203.24,133-32-4,free base,Others,3-Indolebutyric acid(IBA) is a plant hormone in the auxin family and is an ingredient in many commercial plant rooting horticultural products. ,C1=CC=CC2=C1NC=C2CCCC(O)=O,201,http://www.selleckchem.com/products/3-Indolebutyric-acid(IBA).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C22,Vanillylacetone,S2371,SW219618-1,2,m,22,3,25,192873673,194.23,122-48-5,free base,Others,Vanillylacetone is similar in chemical structure to other flavor chemicals such as vanillin and eugenol and is used as a flavor additive in spice oils and in perfumery to introduce spicy aromas.,C1=C(C(=CC(=C1)CCC(C)=O)OC)O,195.64,http://www.selleckchem.com/products/Vanillylacetone.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,C23,,Bx,Bx-C23,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,C24,,Bx,Bx-C24,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,D01,,Bx,Bx-D01,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,D02,,Bx,Bx-D02,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,D03,Naringin Dihydrochalcone,S2389,SW219309-1,2,m,3,4,25,192882895,582.55,18916-17-1,free base,Others,Naringin Dihydrochalcone(Naringin DC) is a new-style sweetening agent and an artificial sweetener derived from naringin.,C1(=CC(=C(C(=C1)O)C(CCC2=CC=C(C=C2)O)=O)O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@@H]3O[C@]4([C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)[H])O)O)CO,171.66,http://www.selleckchem.com/products/Naringin-Dihydrochalcone(Naringin-DC).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D04,Epinephrine Bitartrate,S2521,SW219274-2,2,m,4,4,25,192865751,333.29,51-42-3,bitartrate,Adrenergic Receptor,Epinephrine Bitartrate is alpha- and beta-adrenergic receptor stimulator.,C1(=C(C=CC(=C1)[C@@H](O)CNC)O)O.C([C@H](O)[C@@H](O)C(=O)O)(=O)O,201,http://www.selleckchem.com/products/Epinephrine-bitartrate-Adrenalinium.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D05,Palmatine chloride,S2397,SW196633-2,2,m,5,4,25,192948007,387.86,10605-02-4,chloride,Others,Palmatine hydrochloride (Palmatine chloride (6CI;7CI); Fibrauretin) is a hydrochloride salt of palmatine which is a protoberberine alkaloid.,C1(=C(C(=C2C(=C1)C=C3[N+](=C2)CCC4=C3C=C(C(=C4)OC)OC)OC)OC).[Cl-],201,http://www.selleckchem.com/products/Palmatine-chloride.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D06,Asaraldehyde,S2531,SW219241-1,2,m,6,4,25,192948475,196.2,4460-86-0,free base,COX,Asaraldehyde is a natural COX-2 inhibitor; exhibiting 17-fold selectivity over COX-1.,C1(=C(C=C(C(=C1)C=O)OC)OC)OC,198,http://www.selleckchem.com/products/Asaraldehyde-Asaronaldehyde.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D07,Cephalomannine,S2408,SW219828-1,2,m,7,4,25,192863187,831.9,71610-00-9,free base,Others,Cephalomannine is an active anti-cancer agent obtained from Taxus yunnanensis and has an antineoplastic effect on tumors found in mice.,C1=CC=CC(=C1)[C@@H]([C@H](C(O[C@H]2C[C@@]3(C(C(=C2C)[C@@H](C([C@]4([C@@]([C@]5([C@@H](C[C@H]4O)OC5)OC(=O)C)([C@@H]3OC(C6=CC=CC=C6)=O)[H])C)=O)OC(=O)C)(C)C)O)=O)O)NC(/C(=C/C)C)=O,132,http://www.selleckchem.com/products/cephalomannine.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D08,Clomipramine HCl,S2541,SW196384-4,2,m,8,4,25,192945049,351.31,17321-77-6,hydrochloride,5-HT Receptor,Clomipramine hydrochloride (Anafranil) is a hydrochloride salt of clomipramine which is a serotonin transporter (SERT); norepinephrine transporter (NET) dopamine transporter (DAT) blocker with Ki of 0.14; 54 and 3 nM; respectively. ,C(N1C2=C(CCC3=C1C=CC=C3)C=CC(=C2)Cl)CCN(C)C.Cl,199,http://www.selleckchem.com/products/Clomipramine-hydrochloride-Anafranil.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D09,Aloperine,S2420,SW220037-1,2,m,9,4,25,179637370,232.36,56293-29-9,free base,Others,Aloperine is exhibits anti-inflammatory; antibacterial; antiviral; and anti-tumor properties.,C1CCC[C@]2(N1C[C@]3(C[C@@]2(C=C4[C@]3(NCCC4)[H])[H])[H])[H],8.61,http://www.selleckchem.com/products/aloperine.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D10,Sulbactam sodium,S2551,SW219519-1,2,m,10,4,25,192865788,255.22,69388-84-7,sodium,Others,Sulbactam sodium (Unasyn) is an irreversible _-lactamase inhibitor.,C1(C[C@@]2(N1[C@](C(S2(=O)=O)(C)C)([H])C([O-])=O)[H])=O.[Na+],11,http://www.selleckchem.com/products/sulbactam-sodium-unasyn.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D11,Inosine,S2442,SW220272-1,2,m,11,4,25,192917138,268.23,58-63-9,free base,Others,Inosine is a nucleoside that is formed when hypoxanthine is attached to a ribose ring via a &beta;-N9-glycosidic bond.,O1[C@@H]([C@H]([C@H]([C@H]1N2C3=C(N=C2)C(NC=N3)=O)O)O)CO,197.59,http://www.selleckchem.com/products/inosine.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D12,Amiloride hydrochloride dihydrate,S2560,SW196333-5,2,m,12,4,25,192891687,302.12,17440-83-4,Cardiovascular Disease,Sodium Channel,Amiloride hydrochloride dihydrate is a potent epithelial sodium channel blocker.,C1(=C(N=C(C(=N1)C(NC(N)=N)=O)N)N)Cl.Cl.O.O,0,https://www.selleckchem.com/products/amilorida.html,Transmembrane Transporters,Only soluble in water: 56.27 mM,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D13,Bupivacaine HCl,S2454,SW197015-3,2,m,13,4,25,192890932,324.89,18010-40-7,hydrochloride,cAMP,Bupivacaine hydrochloride(Marcain) is a more potent cAMP production inhibitor with an IC50 of 2.3 _M,C1(=CC=C(C(=C1C)NC(C2N(CCCC2)CCCC)=O)C).Cl,200,selleckchem.com/products/Bupivacaine-hydrochloride(Marcain).html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D14,Tetracaine HCl,S2573,SW196411-3,2,m,14,4,25,192955072,300.82,136-47-0,hydrochloride,Calcium Channel,Tetracaine hydrochloride (Pontocaine) is a hydrochloride salt form of tetracaine which is a potent local anaesthetic and a channel function allosteric inhibitor.,C1(=C(C=CC(=C1)C(OCCN(C)C)=O)NCCCC).Cl,199,http://www.selleckchem.com/products/tetracaine-hydrochloride-pontocaine.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D15,Estriol,S2466,SW219637-1,2,m,15,4,25,192953686,288.39,50-27-1,free base,Estrogen/progestogen Receptor,Estriol is an antagonist of the G-protein coupled estrogen receptor in estrogen receptor-negative breast cancer cells.,C1=C(C=C2C(=C1)[C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H]([C@@H](C4)O)O)C)[H])[H])[H])O,197,http://www.selleckchem.com/products/Estriol(Oestriol).html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D16,Brompheniramine hydrogen maleate,S2585,SW197031-3,2,m,16,4,25,192955048,435.31,980-71-2,maleate,Histamine Receptor,Brompheniramine hydrogen maleate is a histamine H1 receptors antagonist.,C1(C(CCN(C)C)C2=CC=CC=N2)(=CC=C(C=C1)Br).OC(/C=C\C(O)=O)=O,199.86,http://www.selleckchem.com/products/brompheniramine.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D17,Lincomycin HCl,S2479,SW219067-1,2,m,17,4,25,194469538,443,859-18-7,hydrochloride,Others,Lincomycin  hydrochloride(Lincocin) is the monohydrated salt of lincomycin; a substance produced by the growth of a member of the lincolnensis group of Streptomyces lincolnensis.,[C@@H]1([C@@H]([C@H]([C@H](O[C@]1([C@@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@H](CN2C)CCC)[H])SC)O)O)O.Cl,200,http://www.selleckchem.com/products/Lincomycin-hydrochloride(Lincocin).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D18,Gliclazide,S2601,SW196994-3,2,m,18,4,25,192897203,323.41,21187-98-4,free base,Potassium Channel,Gliclazide (Diamicron) is a whole-cell beta-cell ATP-sensitive potassium currents blocker with an IC50 of 184 ± 30 nM.,C1=C(C=CC(=C1)S(NC(NN2CC3C(C2)CCC3)=O)(=O)=O)C,200,http://www.selleckchem.com/products/gliclazide-diamicron.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D19,Nateglinide,S2489,SW197528-2,2,m,19,4,25,179702197,317.42,105816-04-4,free base,Potassium Channel,Nateglinide is an insulin secretagog agent that lowers blood glucose levels by stimulating insulin secretion from the pancreas.,C1[C@H](CC[C@@H](C1)C(N[C@H](CC2=CC=CC=C2)C(=O)O)=O)C(C)C,198,http://www.selleckchem.com/products/Nateglinide(Starlix).html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D20,Lonidamine,S2610,SW219810-1,2,m,20,4,25,192863547,321.16,50264-69-2,free base,Others,Lonidamine is an orally administered small molecule hexokinase inactivator with an IC50 of 0.85 mM.,C1=CC=C2C(=C1)N(N=C2C(O)=O)CC3=C(C=C(C=C3)Cl)Cl,199,http://www.selleckchem.com/products/lonidamine.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D21,D-Pantothenic acid,S2498,SW220291-1,2,m,21,4,25,192863272,219.23954,79-83-4,free base,Others,D-Pantothenic acid is a water-soluble vitamin and an essential nutrient for for many animals.,OCC([C@](C(NCCC(O)=O)=O)(O)[H])(C)C,200,http://www.selleckchem.com/products/Pantothenic-acid(pantothenate).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D22,AZD5438,S2621,SW219680-1,2,m,22,4,25,192900821,371.46,602306-29-6,free base,CDK,AZD5438 is a potent inhibitor of CDK1/2/9 with IC50 of 16 nM/6 nM/20 nM. It is less potent to CDK5/6 and also inhibits GSK3_. Phase 1.,C1=C(C=CC(=C1)NC2=NC=CC(=N2)C3=CN=C(N3C(C)C)C)S(=O)(C)=O,199,http://www.selleckchem.com/products/AZD5438.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,D23,,Bx,Bx-D23,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,D24,,Bx,Bx-D24,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,E01,,Bx,Bx-E01,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,E02,,Bx,Bx-E02,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,E03,Naftopidil,S2126,SW196570-4,2,m,3,5,25,192891541,392.49,57149-07-2,free base,Adrenergic Receptor,Naftopidil (Flivas) is a selective _1-adrenergic receptor antagonist or alpha blocker with a Ki of 58.3 nM.,C1(=C2C(=CC=C1)C=CC=C2)OCC(CN3CCN(CC3)C4=CC=CC=C4OC)O,201,http://www.selleckchem.com/products/Naftopidil(Flivas).html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E04,Bilobalide,S2276,SW220275-1,2,m,4,5,25,192873930,326.3,33570-04-6,free base,Others,Bilobalide is a biologically active terpenic trilactone present in Ginkgo biloba.,O1C([C@@]23C4([C@@]1(OC([C@@H]4O)=O)[H])[C@](C[C@@]2(OC(C3)=O)[H])(C(C)(C)C)O)=O,199,http://www.selleckchem.com/products/Bilobalide.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E05,CGS 21680 HCl,S2153,SW219885-1,2,m,5,5,25,179765627,535.98,124431-80-7,hydrochloride,5-alpha Reductase,CGS 21680 HCl is an adenosine A2 receptor agonist with IC50 of 22 nM; exhibits 140-fold over A1 receptor.,C12(=C(N=C(N=C1N)NCCC3=CC=C(C=C3)CCC(O)=O)N(C=N2)[C@@H]4O[C@@H]([C@H]([C@@H]4O)O)C(NCC)=O).Cl,199,http://www.selleckchem.com/products/CGS-21680-hydrochloride.html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E06,Dihydroartemisinin (DHA),S2290,SW220011-1,2,m,6,5,25,192932493,284.35,71939-50-9,free base,Others,Dihydroartemisinin (DHA) is a semi-synthetic derivative of artemisinin and isolated from the traditional Chinese herb Artemisia annua.,C1C[C@@]2([C@]34[C@]([C@H]1C)(CC[C@@](O[C@](O[C@H]([C@@H]2C)O)3[H])(C)OO4)[H])[H],200,http://www.selleckchem.com/products/Dihydroartemisinin(DHA).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E07,AZD1480,S2162,SW219486-1,2,m,7,5,25,194467175,348.77,935666-88-9,Free Base,JAK,AZD1480 is a novel ATP-competitive JAK2 inhibitor with IC50 of 0.26 nM; selectivity against JAK3 and Tyk2; and to a smaller extent against JAK1. Phase 1.,C1(=NC(=NC=C1Cl)N[C@H](C2=NC=C(C=N2)F)C)NC3=NNC(=C3)C,69,www.selleckchem.com/products/AZD1480.html,JAK/STAT,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E08,Glycyrrhizic Acid,S2302,SW219588-1,2,m,8,5,25,192932476,822.93,1405-86-3,free base,Others,Glycyrrhizic acid is a widely used anti-inflammatory agent isolated from the licorice root.,C1[C@@H](C([C@]2([C@](C1)([C@]3([C@@](CC2)([C@]4(C(=CC3=O)[C@@]5([C@@](CC4)(CC[C@@](C5)(C(O)=O)C)C)[H])C)C)[H])C)[H])(C)C)O[C@H]6O[C@@H]([C@H]([C@@H]([C@@H]6O[C@@H]7O[C@@H]([C@H]([C@@H]([C@@H]7O)O)O)C(O)=O)O)O)C(O)=O,142,http://www.selleckchem.com/products/Glycyrrhizic-acid.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E09,LY2784544,S2179,SW219960-1,2,m,9,5,25,192901094,469.94,1229236-86-5,free base,JAK,LY2784544 is a potent JAK2 inhibitor with IC50 of 3 nM; effective in JAK2V617F; 8- and 20-fold selective versus JAK1 and JAK3. Phase 2.,C1C(=NN2C(C=1CN3CCOCC3)=NC(=C2CC4=CC=C(C=C4F)Cl)C)NC5NN=C(C=5)C,200,http://www.selleckchem.com/products/LY2784544.html,JAK/STAT,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E10,Icariin,S2312,SW219125-1,2,m,10,5,25,192967620,676.66,489-32-7,free base,PDE,Icariin is a cGMP-specific PDE5 inhibitor with IC50 of 0.432 _M; 167-fold more selective for PDE5 than PDE4.,[C@H]1([C@H]([C@@H]([C@H](C(O1)OC2C=C(C3=C(C=2CC=C(C)C)OC(=C(C3=O)OC4O[C@H]([C@@H]([C@H]([C@@H]4O)O)O)C)C5=CC=C(C=C5)OC)O)O)O)O)CO,73,http://www.selleckchem.com/products/Icariin.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E11,GSK461364,S2193,SW220052-1,2,m,11,5,25,179702804,543.6,929095-18-1,free base,PLK,GSK461364 inhibits purified Plk1 with Ki of 2.2 nM. It is more than 1000-fold selective against Plk2/3. Phase 1.,C1N(CCN(C1)CC2=CC3=C(C=C2)N=CN3C4=CC(=C(S4)C(=O)N)O[C@H](C)C5=CC=CC=C5C(F)(F)F)C,18,http://www.selleckchem.com/products/GSK461364.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E12,(+)-Matrine,S2322,SW220044-1,2,m,12,5,25,192955070,248.36,519-02-8,free base,Opioid Receptor,Matrine((+)-Matrine) is an alkaloid found in plants from the Sophora family; which has a variety of pharmacological effects; including anti-cancer effects; and action as a kappa opioid receptor agonist.,C1CCN2[C@]3([C@]1(CN4[C@@]([C@](CCC2)3[H])(CCCC4=O)[H])[H])[H],197.27,http://www.selleckchem.com/products/Matrine((+)-Matrine).html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E13,PIK-293,S2207,SW219556-1,2,m,13,5,25,192941856,397.43,900185-01-5,free base,PI3K,PIK-293 is a PI3K inhibitor; mostly for PI3K_ with IC50 of 0.24 _M; 500-; 100- and 50-fold less potent to PI3K_/_/_; respectively.,C1(N(C(C2=C(N=1)C=CC=C2C)=O)C3=C(C=CC=C3)C)CN4N=CC5=C4N=CN=C5N,201,http://www.selleckchem.com/products/PIK-293.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E14,Neohesperidin,S2332,SW219653-1,2,m,14,5,25,192882427,610.56,13241-33-3,free base,Others,Neohesperidin; a flavanone glycoside found in citrus fruits; is an antioxidant agent.,C1=C(C=C2C(=C1O)C(C[C@H](O2)C3=CC(=CC(=C3)O)OC)=O)O[C@@H]4O[C@@H]([C@H]([C@@H]([C@@H]4O[C@@H]5O[C@H]([C@@H]([C@H]([C@@H]5O)O)O)C)O)O)CO,199,http://www.selleckchem.com/products/Neohesperidin.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E15,SB590885,S2220,SW220229-1,2,m,15,5,25,179703732,453.54,405554-55-4,free base,Raf,SB590885 is a potent B-Raf inhibitor with Ki of 0.16 nM; 11-fold greater selectivity for B-Raf over c-Raf; no inhibition to other human kinases.,N1C(=C(NC=1C2=CC=C(C=C2)OCCN(C)C)C3=CC=C4C(=C3)CCC/4=N/O)C5=CC=NC=C5,11,http://www.selleckchem.com/products/SB590885.html,MAPK,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E16,(-)-Parthenolide,S2341,SW220012-1,2,m,16,5,25,192896246,248.32,20554-84-1,free base,E3 Ligase ,(-)-Parthenolide is a sesquiterpene lactone which occurs naturally in the plant feverfew(Tanacetum parthenium) and also promotes the ubiquitination of MDM2 and activates p53 cellular functions.,C1C[C@@]2([C@H]([C@@H]3[C@@H](CC/C(=C\1)C)C(C(O3)=O)=C)O2)C,201.35,http://www.selleckchem.com/products/Parthenolide((-)-Parthenolide).html,Ubiquitin,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E17,Eltrombopag,S2229,SW219608-1,2,m,17,5,25,192864706,442.47,496775-61-2,free base,Others,Eltrombopag is a member of the biarylhydrazone class; which is a nonpeptide agonist of the thrombopoietin receptor (TpoR).,C1=C(C(=C(C=C1)C2=CC=CC(=C2)C(O)=O)O)N/N=C3/C(N(N=C3C)C4=CC=C(C(=C4)C)C)=O,201,http://www.selleckchem.com/products/Eltrombopag-SB-497115-GR.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E18,Salicin,S2351,SW219123-1,2,m,18,5,25,192917843,286.28,138-52-3,free base,Others,Salicin is a phenol _-glycosid produced from willow bark that shows anti-inflammatory effects.,[C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=CC=C2CO)O)O)O)CO,199,http://www.selleckchem.com/products/Salicin(Salicoside;-Salicine).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E19,Fesoterodine Fumarate,S2240,SW219290-1,2,m,19,5,25,192949902,527.65,286930-03-8,fumarate,AChR,Fesoterodine fumarate (Toviaz) is an antimuscarinic agent and is rapidly de-esterified to its active metabolite 5-hydroxymethyl tolterodine that is a muscarinic receptor antagonist.,C1(=C(C=CC=C1)[C@@H](CCN(C(C)C)C(C)C)C2=C(C=CC(=C2)CO)OC(C(C)C)=O).C(=C/C(O)=O)/C(O)=O,200,http://www.selleckchem.com/products/Fesoterodine-fumarate-Toviaz.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E20,Tangeretin,S2363,SW219232-1,2,m,20,5,25,192948746,372.37,481-53-8,free base,Others,Tangeretin; a natural polymethoxylated flavone concentrated in the peel of citrus fruits; is known to have antiproliferative; antiinvasive; antimetastatic and antioxidant activities.,C1(=C(C(=C2C(=C1OC)OC(=CC2=O)C3=CC=C(C=C3)OC)OC)OC)OC,21,http://www.selleckchem.com/products/Tangeretin(Tangeritin).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
