384 Plate ID,Plate Map,Well,Human Readable Name,Catalog No.,MoleculeID,Concentration,Unit,Well X,Well Y,Volume,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Notes,Library
SelleckChem001,SP0135-A,C11,Elesclomol (STA-4783),S1052,Elesclomol (STA-4783),10,m,11,3,25,192949418,400.5,488832-69-5,free base,HSP (e.g. HSP90),Elesclomol (STA-4783) is a novel potent oxidative stress inducer that elicits pro-apoptosis events among tumor cells.,C1=CC=C(C=C1)C(N(NC(CC(NN(C)C(=S)C2=CC=CC=C2)=O)=O)C)=S,199.75,http://www.selleckchem.com/products/Elesclomol.html,Cytoskeletal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C12,Cisplatin,S1166,Cisplatin,10,m,12,3,25,192928301,300.05,15663-27-1,free base,DNA/RNA Synthesis,Cisplatin is an inorganic platinum complex; which is able to inhibit DNA synthesis by conforming DNA adducts. ,[Pt](N)(Cl)(Cl)N,0,http://www.selleckchem.com/products/Cisplatin.html,DNA Damage,DMF recommended over DMSO. 25 mM solubility in DMF,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C13,GDC-0941,S1065,GDC-0941,10,m,13,3,25,192885916,513.64,957054-30-7,free base,PI3K,GDC-0941 is a potent inhibitor of PI3K_/_ with IC50 of 3 nM; with modest selectivity against p110_ (11-fold) and p110_ (25-fold).,C1(=CC=CC2=C1C=NN2)C3=NC(=C4C(=N3)C=C(S4)CN5CCN(CC5)S(=O)(=O)C)N6CCOCC6,194.69,http://www.selleckchem.com/products/GDC-0941.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C14,MK-2866 (GTx-024),S1174,MK-2866 (GTx-024),10,m,14,3,25,192873765,389.33,841205-47-8,free base,Androgen Receptor,MK-2866 (GTx-024) is a selective androgen receptor modulator (SARM) with Ki of 3.8 nM; and is tissue-selective for anabolic organs. Phase 3.,C([C@@](COC1C=CC(=CC=1)C#N)(C)O)(=O)NC2C=C(C(=CC=2)C#N)C(F)(F)F,200.34,http://www.selleckchem.com/products/Ostarine.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C15,SB216763,S1075,SB216763,10,m,15,3,25,194486643,371.22,280744-09-4,free base,GSK-3,SB216763 is a potent and selective GSK-3 inhibitor with IC50 of 34.3 nM for GSK-3_ and equally effective at inhibiting human GSK-3_.,C1=CC=CC2=C1N(C=C2C3=C(C(NC3=O)=O)C4=CC=C(C=C4Cl)Cl)C,61.96,http://www.selleckchem.com/products/SB-216763.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C16,Danoprevir (ITMN-191),S1183,Danoprevir (ITMN-191),10,m,16,3,25,179735870,731.83,850876-88-9,free base,HCV Protease,Danoprevir(ITMN-191) is a peptidomimetic inhibitor of the NS3/4A protease of hepatitis C virus (HCV) with IC50 of 0.2-3.5 nM; inhibition effect for HCV genotypes 1A/1B/4/5/6 is ~10-fold higher than 2B/3A. Phase 2.,[C@@H]1(CN2[C@@H](C1)C(N[C@@]3(C(NS(=O)(=O)C4CC4)=O)[C@@H](C3)/C=C\CCCCC[C@@H](C2=O)NC(OC(C)(C)C)=O)=O)OC(N5CC6=C(C5)C(=CC=C6)F)=O,196.77,http://www.selleckchem.com/products/Danoprevir.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C17,Iniparib (BSI-201),S1087,Iniparib (BSI-201),10,m,17,3,25,192897757,292.03,160003-66-7,free base,PARP,BSI-201 (Iniparib; SAR240550) is a PARP1 inhibitor with demonstrated effectiveness in triple-negative breast cancer (TNBC). Phase 3.,C1=CC(=C(C=C1C(N)=O)[N+](=O)[O-])I,198.61,http://www.selleckchem.com/products/BSI-201.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C18,Thalidomide,S1193,Thalidomide,10,m,18,3,25,179700993,258.23,50-35-1,free base,TNF-alpha;E3 Ligase ,Thalidomide was introduced as a sedative drug; immunomodulatory agent and also is investigated for treating symptoms of many cancers. Thalidomide inhibits an E3 ubiquitin ligase; which is a CRBN-DDB1-Cul4A complex.Phase 3.,C1(N(C(C2C=CC=CC1=2)=O)C3C(NC(CC3)=O)=O)=O,201.37,http://www.selleckchem.com/products/Thalidomide.html,Apoptosis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C19,LAQ824 (Dacinostat),S1095,LAQ824 (Dacinostat),10,m,19,3,25,192898122,379.459,404951-53-7,free base,HDAC,LAQ824 (Dacinostat) is a novel HDAC inhibitor with IC50 of 32 nM and is known to activate the p21 promoter.,C1(=CC=C(C=C1)CN(CCO)CCC2=CNC3=C2C=CC=C3)/C=C/C(NO)=O,200.29,http://www.selleckchem.com/products/LAQ824(NVP-LAQ824).html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C20,Dimesna,S1201,Dimesna,10,m,20,3,25,179711150,326.34,16208-51-8,free base,Others,Dimesna is an uroprotective agent used to decrease urotoxicity.,S(CCSSCCS([O-])(=O)=O)([O-])(=O)=O.[Na+].[Na+],199.18,http://www.selleckchem.com/products/Dimesna.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C21,GDC-0879,S1104,GDC-0879,10,m,21,3,25,179704249,334.37,905281-76-7,free base,Raf,GDC-0879 is a novel; potent; and selective B-Raf inhibitor with IC50 of 0.13 nM with activity against c-Raf as well; no inhibition known to other protein kinases.,C(CN1N=C(C(=C1)C2=CC=C3C(=C2)CCC/3=N/O)C4C=CN=CC=4)O,200.38,http://www.selleckchem.com/products/GDC-0879.html,MAPK,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,C22,Methotrexate,S1210,Methotrexate,10,m,22,3,25,192959704,454.44,59-05-2,free base,DHFR,Methotrexate is an antimetabolite and antifolate drug; which acts by inhibiting the metabolism of folic acid.,N1=C(N=C2C(=C1N)N=C(C=N2)CN(C3=CC=C(C=C3)C(N[C@@H](CCC(=O)O)C(=O)O)=O)C)N,200.25,http://www.selleckchem.com/products/Abitrexate.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D01,DMSO_D01,,DMSO_D01,,,1,4,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D02,DMSO_D02,,DMSO_D02,,,2,4,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D03,Fludarabine Phosphate,S1229,Fludarabine Phosphate,10,m,3,4,25,192958962,365.21,75607-67-9,phosphate,DNA/RNA Synthesis,Fludarabine Phosphate is an analogue of adenosine and deoxyadenosine; which is able to compete with dATP for incorporation into DNA and inhibit DNA synthesis.,N1C(=NC2=C(C=1N)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F,199.88,http://www.selleckchem.com/products/Fludara.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D04,Isotretinoin,S1379,Isotretinoin,10,m,4,4,25,192958410,300.44,4759-48-2,free base,Hydroxylase,It was developed to be used as a chemotherapy medication for the treatment of brain cancer; pancreatic cancer and more.,C(/C=C(\C=C\C=C(/C=C/C1=C(CCCC1(C)C)C)C)C)(=O)O,199.71,http://www.selleckchem.com/products/Isotretinoin.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D05,Amuvatinib (MP-470),S1244,Amuvatinib (MP-470),10,m,5,4,25,192939905,447.51,850879-09-3,free base,FLT3;c-RET;PDGFR;c-Kit,Amuvatinib (MP-470) is a potent and multi-targeted inhibitor of c-Kit; PDGFR_ and Flt3 with IC50 of 10 nM; 40 nM and 81 nM; respectively. Phase 2.,C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)N4CCN(CC4)C(=S)NCC5=CC=C6C(=C5)OCO6,71.51,http://www.selleckchem.com/products/MP-470.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D06,Ondansetron HCl,S1390,Ondansetron HCl,10,m,6,4,25,192878299,329.82,99614-01-4,hydrochloride,5-HT Receptor,Ondansetron HCl is a serotonin 5-HT3 receptor antagonist. ,C1(=CC=C2C(=C1)C3=C(N2C)CCC(C3=O)CN4C(=NC=C4)C).Cl,200.11,http://www.selleckchem.com/products/Ondansetron-hydrochloride.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D07,Rufinamide,S1256,Rufinamide,10,m,7,4,25,192878311,238.19,106308-44-5,free base,Sodium Channel,Rufinamide; a triazole derivative; is an anticonvulsant medication.,C1=CC=C(C(=C1F)CN2N=NC(=C2)C(=O)N)F,201.52,http://www.selleckchem.com/products/Rufinamide.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D08,Tenofovir Disoproxil Fumarate,S1400,Tenofovir Disoproxil Fumarate,10,m,8,4,25,192877856,635.51,202138-50-9,fumarate,Reverse Transcriptase,Tenofovir disoproxil fumarate belongs to nucleotide analogue reverse transcriptase inhibitors (nRTIs). ,N1(C=NC2=C(C=1N)N=CN2C[C@H](OCP(OCOC(OC(C)C)=O)(OCOC(=O)OC(C)C)=O)C).C(=C/C(=O)O)/C(=O)O,201.41,http://www.selleckchem.com/products/Tenofovir-Disoproxil-Fumarate.html,Microbiology,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D09,WYE-354,S1266,WYE-354,10,m,9,4,25,194487243,495.53,1062169-56-5,free base,mTOR,WYE-354 is a potent; specific and ATP-competitive inhibitor of mTOR with IC50 of 5 nM; blocks mTORC1/P-S6K(T389) and mTORC2/P-AKT(S473) not P-AKT(T308); selective for mTOR than PI3K_ (>100-fold) and PI3K_ (>500-fold). ,C1=C(C=CC(=C1)C2=NC3=C(C(=N2)N4CCOCC4)C=NN3C5CCN(CC5)C(=O)OC)NC(OC)=O,199.79,http://www.selleckchem.com/products/WYE-354.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D10,Droxinostat,S1422,Droxinostat,10,m,10,4,25,192959059,243.69,99873-43-5,free base,HDAC,Droxinostat (CMH; 5809354) is a selective inhibitor of HDAC; mostly for HDACs 6 and 8 with IC50 of 2.47_M and 1.46 _M; greater than 8-fold selective against HDAC3 and no inhibition to HDAC1; 2; 4; 5; 7; 9; and 10.,C1=C(C=C(C(=C1)OCCCC(NO)=O)C)Cl,201.08,http://www.selleckchem.com/products/Droxinostat.html,Cytoskeletal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D11,Aniracetam,S1281,Aniracetam,10,m,11,4,25,179701044,219.24,72432-10-1,free base,AMPA Receptor-kainate Receptor-NMDA Receptor,Aniracetam is a nootropics and neuroprotective drug.,C1(=CC=C(C=C1)C(N2C(CCC2)=O)=O)OC,200.69,http://www.selleckchem.com/products/Aniracetam.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D12,Topiramate,S1438,Topiramate,10,m,12,4,25,194475209,339.36,97240-79-4,free base,Carbonic Anhydrase,Topiramate is an anticonvulsant compound.,[C@H]12[C@H]([C@H]3[C@](OC1)(COS(N)(=O)=O)OC(O3)(C)C)OC(O2)(C)C,200.38,http://www.selleckchem.com/products/Topiramate.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D13,Carmofur,S1289,Carmofur,10,m,13,4,25,192958533,257.26,61422-45-5,free base,DNA/RNA Synthesis,Carmofur is a pyrimidine analogue used as an antineoplastic agent.,C1(C(NC(N(C=1)C(NCCCCCC)=O)=O)=O)F,202.13,http://www.selleckchem.com/products/Carmofur.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D14,Aurora A Inhibitor I,S1451,Aurora A Inhibitor I,10,m,14,4,25,192959600,588.07,1158838-45-9,free base,Aurora Kinase,Aurora A Inhibitor I is a novel; potent; and selective inhibitor of Aurora A with IC50 of 3.4 nM. It is 1000-fold more selective for Aurora A than Aurora B.,N1=CC(=C(N=C1NC2=CC=C(C=C2)CC(N3CCN(CC3)CC)=O)NC4=CC=C(C=C4)C(NC5=CC=CC=C5Cl)=O)F,42.51,http://www.selleckchem.com/products/Aurora-A-Inhibitor-I.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D15,Megestrol Acetate,S1304,Megestrol Acetate,10,m,15,4,25,192880720,384.51,595-33-5,acetate,Estrogen/progestogen Receptor;Androgen Receptor,Megestrol Acetate is a synthetic progesteronal agent with an IC50 of 260 _M for the inhibition of HegG2.,C1C(C=C2[C@](C1)([C@]3([C@@](C=C2C)([C@]4([C@](CC3)([C@@](CC4)(C(C)=O)OC(=O)C)C)[H])[H])[H])C)=O,85.82,http://www.selleckchem.com/products/Megestrol-Acetate.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D16,Thiazovivin,S1459,Thiazovivin,10,m,16,4,25,192885679,311.36,1226056-71-8,free base,ROCK,Thiazovivin (Tzv) is a novel ROCK inhibitor with IC50 of 0.5 _M; promotes hESC survival after single-cell dissociation.,C1(SC=C(N=1)C(NCC2=CC=CC=C2)=O)NC3=CC=NC=N3,48.18,http://www.selleckchem.com/products/Thiazovivin.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D17,Etodolac ,S1328,Etodolac ,10,m,17,4,25,192879965,287.35,41340-25-4,free base,COX,Etodolac (Lodine) is a COX inhibitor with an IC50 of 53.5 nM.,C1=CC2=C(C(=C1)CC)NC3=C2CCO[C@]3(CC(=O)O)CC,201.84,http://www.selleckchem.com/products/Etodolac.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D18,TSU-68 (SU6668; Orantinib),S1470,TSU-68 (SU6668; Orantinib),10,m,18,4,25,192945281,310.35,252916-29-3,free base,VEGFR;PDGFR;FGFR,SU6668 has greatest potency against PDGFR autophosphorylation with Ki of 8 nM; but also strongly inhibits Flk-1 and FGFR1 trans-phosphorylation; little activity against IGF-1R; Met; Src; Lck; Zap70; Abl and CDK2; does not inhibit EGFR. Phase 3.,C1=CC=C2C(=C1)/C(C(N2)=O)=C/C3NC(=C(C=3C)CCC(O)=O)C,199.77,http://www.selleckchem.com/products/TSU-68(SU6668).html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D19,Genistein,S1342,Genistein,10,m,19,4,25,192879673,270.24,446-72-0,free base,Topoisomerase;EGFR,Genistein; a phytoestrogen found in soy products; is a highly specific inhibitor of protein tyrosine kinase (PTK)  which blocks the mitogenic effect mediated by EGF on NIH-3T3 cells with IC50 of 12_M or by insulin with IC50 of 19 _M. ,C1(=CC2=C(C(=C1)O)C(C(=CO2)C3=CC=C(C=C3)O)=O)O,199.82,http://www.selleckchem.com/products/Genistein.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D20,Daclatasvir (BMS-790052),S1482,Daclatasvir (BMS-790052),10,m,20,4,25,192949020,738.88,1009119-64-5,free base,HCV Protease,BMS-790052 is a highly selective inhibitor of HCV NS5A with EC50 of 9-50 pM; for a broad range of HCV replicon genotypes and the JFH-1 genotype 2a infectious virus in cell culture. Phase 3.,C1=CC(=CC=C1C2=CN=C(N2)[C@H]3N(CCC3)C([C@H](C(C)C)NC(OC)=O)=O)C4=CC=C(C=C4)C5=CN=C(N5)[C@H]6N(CCC6)C([C@H](C(C)C)NC(OC)=O)=O,200.3,http://www.selleckchem.com/products/BMS-790052.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D21,Lidocaine,S1357,Lidocaine,10,m,21,4,25,192885717,234.34,137-58-6,free base,Histamine Receptor,Lidocaine is a selective inverse peripheral histamine H1-receptor agonist with an IC50 of >32 _M.,C1=CC=C(C(=C1C)NC(CN(CC)CC)=O)C,200.56,http://www.selleckchem.com/products/Lidocaine.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,D22,Ponatinib (AP24534),S1490,Ponatinib (AP24534),10,m,22,4,25,192873247,532.56,943319-70-8,free base,PDGFR;FGFR;VEGFR;Bcr-Abl,Ponatinib (AP24534) is a novel; potent multi-target inhibitor of Abl; PDGFR_; VEGFR2; FGFR1 and Src with IC50 of 0.37 nM; 1.1 nM; 1.5 nM; 2.2 nM and 5.4 nM; respectively.,C1C=NN2C(C=1)=NC=C2C#CC3=C(C=CC(=C3)C(=O)NC4=CC(=C(C=C4)CN5CCN(CC5)C)C(F)(F)F)C,187.77,http://www.selleckchem.com/products/AP24534.html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E01,DMSO_E01,,DMSO_E01,,,1,5,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E02,DMSO_E02,,DMSO_E02,,,2,5,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E03,BMS-536924,S1012,BMS-536924,10,m,3,5,25,194482360,479.96,468740-43-4,Free Base,IGF-1R,BMS-536924 is an ATP-competitive IGF-1R/IR inhibitor with IC50 of 100 nM/73 nM; modest activity for Mek; Fak; and Lck with very little activity for Akt1; MAPK1/2. ,C1(=CC(=C2C(=C1)NC(=N2)C3=C(C=CNC3=O)NC[C@H](C4=CC=CC(=C4)Cl)O)C)N5CCOCC5,200.02,www.selleckchem.com/products/BMS-536924.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E04,Mocetinostat (MGCD0103),S1122,Mocetinostat (MGCD0103),10,m,4,5,25,179655853,396.44,726169-73-9,free base,HDAC,Mocetinostat (MGCD0103) is a potent HDAC inhibitor with most potency for HDAC1 with IC50 of 0.15 _M; 2- to 10- fold selectivity against HDAC2; 3; and 11; and no activity to HDAC4; 5; 6; 7; and 8. Phase 1/2.,C(C1C=CC(=CC=1)CNC2N=C(C=CN=2)C3C=NC=CC=3)(=O)NC4C(=CC=CC=4)N,32.79,http://www.selleckchem.com/products/MGCD0103(Mocetinostat).html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E05,Erlotinib HCl (OSI-744),S1023,Erlotinib HCl (OSI-744),10,m,5,5,25,192895143,429.9,183319-69-9,hydrochloride,Autophagy;EGFR,Erlotinib HCl (OSI-744) is an EGFR inhibitor with IC50 of 2 nM; >1000-fold more sensitive for EGFR than human c-Src or v-Abl. Phase 3.,C1(=CC=CC(=C1)C#C)NC2(=NC=NC3=C2C=C(C(=C3)OCCOC)OCCOC)C.Cl,9.3,http://www.selleckchem.com/products/Erlotinib-Hydrochloride.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E06,Brivanib Alaninate (BMS-582664),S1138,Brivanib Alaninate (BMS-582664),10,m,6,5,25,192886515,441.46,649735-63-7,alaninate,VEGFR;FGFR,Brivanib alaninate (BMS-582664) is the prodrug of BMS-540215; an ATP-competitive inhibitor against VEGFR2 with IC50 of 25 nM.,C12=C(C(=C(C=C1)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)OC([C@@H](N)C)=O)C)F)C=C(N2)C,199.34,http://www.selleckchem.com/products/Brivanib-alaninate.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E07,NVP-AEW541,S1034,NVP-AEW541,10,m,7,5,25,192898173,439.55,475489-16-8,free base,IGF-1R,NVP-AEW541 is a potent inhibitor of IGF-1R with IC50 of 86 nM; 27-fold greater selectivity for IGF-1R than InsR.,C1=CC(=CC(=C1)OCC2=CC=CC=C2)C3=CN(C4=C3C(=NC=N4)N)[C@@H]5C[C@@H](C5)CN6CCC6,200.2,http://www.selleckchem.com/products/NVP-AEW541.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E08,Barasertib (AZD1152-HQPA),S1147,Barasertib (AZD1152-HQPA),10,m,8,5,25,192897370,507.56,722544-51-6,free base,Aurora Kinase,AZD1152-HQPA (Barasertib) is a highly selective Aurora B inhibitor with IC50 of 0.37 nM; ~100 fold more selective for Aurora B over Aurora A.,C1(=CC=C2C(=C1)N=CN=C2NC3NN=C(C=3)CC(NC4=CC=CC(=C4)F)=O)OCCCN(CCO)CC,200.96,http://www.selleckchem.com/products/AZD1152-HQPA.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E09,Tandutinib (MLN518),S1043,Tandutinib (MLN518),10,m,9,5,25,192902857,562.7,387867-13-2,free base,FLT3,Tandutinib (MLN518; CT53518) is a potent FLT3 antagonist with IC50 of 0.22 _M; also inhibits PDGFR and c-Kit; 15 to 20-fold higher potency for FLT3 versus CSF-1R and >100-fold selectivity for the same target versus FGFR; EGFR and KDR. Phase 1/2.,C1=C(C(=CC2=C1N=CN=C2N3CCN(CC3)C(NC4=CC=C(C=C4)OC(C)C)=O)OC)OCCCN5CCCCC5,10.66,http://www.selleckchem.com/products/Tandutinib-(MLN518).html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E10,CEP-18770 (Delanzomib),S1157,CEP-18770 (Delanzomib),10,m,10,5,25,179617640,413.28,847499-27-8,free base,Proteasome,CEP-18770 is an orally active inhibitor of the chymotrypsin-like activity of proteasome with IC50 of 3.8 nM; with only marginal inhibition of the tryptic and peptidylglutamyl activities of the proteosome. Phase 1/2.,C([C@@H](C(C)C)B(O)O)NC([C@H]([C@@H](C)O)NC(=O)C1C=CC=C(N=1)C2C=CC=CC=2)=O,200.83,http://www.selleckchem.com/products/cep-18770.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E11,Entinostat (MS-275),S1053,Entinostat (MS-275),10,m,11,5,25,194475003,376.41,209783-80-2,free base,HDAC,Entinostat (MS-275) strongly inhibits HDAC1 and HDAC3 with IC50 of 0.51 _M and 1.7 _M; compared with HDACs 4; 6; 8; and 10. Phase 1/2.,C1=C(C=CC(=C1)C(NC2=CC=CC=C2N)=O)CNC(OCC3=CN=CC=C3)=O,199.25,http://www.selleckchem.com/products/MS-275.html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E12,CP-724714,S1167,CP-724714,10,m,12,5,25,194475458,469.53,537705-08-1,free base,EGFR;HER2,CP-724;714 is a potent; selective inhibitor of HER2/ErbB2 with IC50 of 10 nM; >640-fold selectivity against EGFR; InsR; IRG-1R; PDGFR; VEGFR2; Abl; Src; c-Met etc. Phase 2.,C1(=CC=C2C(=C1)C(=NC=N2)NC3=CC=C(C(=C3)C)OC4=CC=C(N=C4)C)/C=C/CNC(COC)=O,200.2,http://www.selleckchem.com/products/CP-724714.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E13,SL-327,S1066,SL-327,10,m,13,5,25,194474982,335.35,305350-87-2,free base,MEK,SL327 is a selective inhibitor for MEK1/2 with IC50 of 0.18 _M/ 0.22 _M; no activity towards Erk1; MKK3; MKK4; c-JUN; PKC; PKA; or CamKII;capable of transport through the blood-brain barrier.,C1=CC=CC(=C1C(F)(F)F)/C(=C(/SC2=CC=C(C=C2)N)N)C#N,20.87,http://www.selleckchem.com/products/SL327.html,MAPK,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E14,BIIB021,S1175,BIIB021,10,m,14,5,25,179701016,318.76,848695-25-0,free base,HSP (e.g. HSP90),BIIB021 is an orally available; fully synthetic small-molecule inhibitor of HSP90 with Ki and EC50 of 1.7 nM and 38 nM; respectively.,N1=C(N=C2C(=C1Cl)N=CN2CC3=C(C(=C(C=N3)C)OC)C)N,200.78,http://www.selleckchem.com/products/BIIB021.html,Cytoskeletal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E15,SB203580,S1076,SB203580,10,m,15,5,25,192887405,377.43,152121-47-6,free base,p38 MAPK,SB203580 is a p38 MAPK inhibitor with IC50 of 0.3-0.5 _M; 10-fold less sensitive to SAPK3(106T) and SAPK4(106T) and blocks PKB phosphorylation with IC50 of 3-5 _M. ,N1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=C(C=C3)S(C)=O)C4=CC=C(C=C4)F,198.71,http://www.selleckchem.com/products/SB-203580.html,MAPK,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E16,Ritonavir,S1185,Ritonavir,10,m,16,5,25,192949877,720.94,155213-67-5,free base,HIV Protease,Ritonavir is an antiretroviral drug which inhibits a particular liver enzyme that normally metabolizes protease inhibitors; cytochrome P450-3A4 (CYP3A4).,C1=CC=CC=C1C[C@@H]([C@H](C[C@H](CC2=CC=CC=C2)NC([C@@H](NC(N(CC3=CSC(=N3)C(C)C)C)=O)C(C)C)=O)O)NC(OCC4=CN=CS4)=O,138.71,http://www.selleckchem.com/products/Ritonavir.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E17,NVP-ADW742,S1088,NVP-ADW742,10,m,17,5,25,192897703,453.58,475488-23-4,free base,IGF-1R,NVP-ADW742 is an IGF-1R inhibitor with IC50 of 0.17 _M; >16-fold more potent against IGF-1R than InsR;  little activity to HER2; PDGFR; VEGFR-2; Bcr-Abl and c-Kit.,C12=C(N=CN=C1N)N(C=C2C3=CC(=CC=C3)OCC4=CC=CC=C4)[C@@H]5C[C@H](C5)CN6CCCC6,22.05,http://www.selleckchem.com/products/NVP-ADW742.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E18,CUDC-101,S1194,CUDC-101,10,m,18,5,25,192927828,434.49,1012054-59-9,free base,HDAC;HER2;EGFR,CUDC-101 is a potent multi-targeted inhibitor against HDAC; EGFR and HER2 with IC50 of 4.4 nM; 2.4 nM; and 15.7 nM; and inhibits class I/II HDACs; but not class III; Sir-type HDACs. Phase 1.,C12=C(N=CN=C1NC3=CC(=CC=C3)C#C)C=C(C(=C2)OCCCCCCC(NO)=O)OC,46.03,http://www.selleckchem.com/products/CUDC-101.html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem001,SP0135-A,E19,Quisinostat (JNJ-26481585),S1096,Quisinostat (JNJ-26481585),10,m,19,5,25,179703477,394.476,875320-29-9,free base,HDAC,JNJ-26481585 is a novel second-generation HDAC inhibitor with highest potency for HDAC1 with IC50 of 0.11 nM; modest potent to HDACs 2; 4; 10; and 11; greater than 30-fold selectivity against HDACs 3; 5; 8; and 9 and lowest potency to HDACs 6 and 7. Phase 2.,C1=CC=C2C(=C1)C(=CN2C)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO,169.02,http://www.selleckchem.com/products/JNJ-26481585.html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library
